N	3gram	Voloshinov_1	Narrotol
1	в том что	4	8
2	с одной стороны	1	7
3	о том что	1	6
4	по отношению к	9	6
5	в отличие от	1	5
6	не может быть	3	5
7	в данном случае	3	4
8	но все же	1	4
9	можно сказать что	3	4
10	бы то ни	1	3
11	в этом отношении	2	3
12	тем не менее	2	3
13	то же время	5	3
14	в свою очередь	1	3
15	в то же	5	3
16	с точки зрения	10	2
17	в таком случае	2	2
18	то или иное	2	2
19	на первый взгляд	1	2
20	в себя и	1	2
21	в конечном счете	1	2
22	том что в	1	1
23	или хотя бы	1	1
24	только потому что	1	1
25	так и его	1	1
26	в данный момент	1	1
27	в хх веке	1	1
28	дело в том	1	1
29	в постель к	1	1
30	на самом деле	2	1
31	в себе самом	1	1
32	в самом деле	5	1
33	и даже не	1	1
34	том что он	2	1
35	по крайней мере	1	1
36	до сих пор	3	1
37	тот или иной	1	1
38	до известной степени	1	1
39	сам по себе	2	1
40	по отношению ко	2	1
41	только то что	2	1
42	к тому чтобы	3	1
43	время в западной	1	1
44	и др в	1	1
45	а иногда и	1	1
46	в западной европе	1	1
47	может быть и	1	1
48	далеко не всегда	3	1
49	и тот же	2	1
50	а также и	1	1
51	а с другой	1	1
52	иметь в виду	1	1
53	то что он	1	1
54	даже если это	1	1
55	все то что	2	1
56	в свое время	1	1
57	один и тот	2	1
58	но не может	1	1
59	мира именно в	1	1
60	так и в	2	1
61	его жизни и	2	1
62	прежде всего к	3	1
63	также и тех	1	1
64	со всеми уже	1	1
65	во всех его	1	1
66	и прежде всего	5	1
67	или может быть	1	1
68	лет тому назад	1	1
69	о себе самом	1	1
70	есть прежде всего	1	1
71	как мы уже	4	1
72	из этих двух	1	1
73	и у нас	1	1
74	является как бы	1	1
75	как мы видели	4	1
