N	2gram	Losev_Prob_2	Istorich
1	и в	35	24
2	не только	24	21
3	что он	4	21
4	и т	6	17
5	т д	6	16
6	этих случаях	1	16
7	т е	1	16
8	может быть	18	14
9	не может	13	14
10	что в	11	13
11	в этих	4	13
12	мы имеем	1	12
13	как в	1	12
14	в этом	17	12
15	и здесь	4	12
16	но и	16	11
17	это не	1	10
18	том что	19	10
19	и что	13	10
20	а в	4	10
21	все же	8	9
22	с другой	6	9
23	не в	2	9
24	о том	18	9
25	потому что	13	9
26	то же	5	8
27	еще не	10	8
28	что и	2	8
29	так как	7	8
30	другой стороны	5	8
31	а не	10	8
32	все это	4	8
33	или в	2	8
34	во всех	2	7
35	то что	38	7
36	таким образом	4	7
37	одна из	3	7
38	с собой	1	7
39	к нему	2	7
40	что здесь	1	7
41	один из	3	7
42	в том	12	7
43	вместе с	2	7
44	что это	1	6
45	но не	4	6
46	в нем	1	6
47	он не	2	6
48	всех этих	4	6
49	об этом	2	6
50	как и	5	6
51	для нас	9	6
52	и все	5	6
53	а именно	6	6
54	того что	12	6
55	только в	14	6
56	тем что	4	6
57	так же	5	6
58	во время	1	6
59	то это	3	5
60	с одной	5	5
61	отношение к	1	5
62	но в	6	5
63	имеем в	2	5
64	что она	4	5
65	здесь мы	3	5
66	не менее	13	5
67	с ним	1	5
68	ничего не	10	5
69	так и	7	5
70	одной стороны	5	5
71	в тех	2	5
72	видно что	1	5
73	же как	1	4
74	он может	1	4
75	мы уже	3	4
76	мы не	7	4
77	представляет собой	2	4
78	первый взгляд	1	4
79	как бы	4	4
80	при этом	3	4
81	мы можем	6	4
82	но все	2	4
83	на первый	4	4
84	точки зрения	2	4
85	в их	3	4
86	тем не	12	4
87	не имеет	7	4
88	никогда не	1	4
89	со своим	1	4
90	совершенно ясно	1	4
91	что у	1	4
92	то не	3	4
93	ли он	3	4
94	то и	4	4
95	вовсе не	37	4
96	если не	4	4
97	в данном	10	4
98	в состоянии	2	4
99	и не	37	4
100	мы должны	3	4
101	одной из	1	4
102	есть и	1	4
103	не вполне	4	3
104	с его	1	3
105	себе и	2	3
106	тоже не	7	3
107	что они	3	3
108	эта связь	2	3
109	кроме того	5	3
110	хотя и	3	3
111	и наконец	3	3
112	из этих	3	3
113	в дальнейшем	1	3
114	на то	6	3
115	если он	1	3
116	и если	3	3
117	и по	3	3
118	а его	1	3
119	его в	3	3
120	кажется что	1	3
121	в них	2	3
122	которой он	4	3
123	представление о	5	3
124	вопрос о	3	3
125	должны были	3	3
126	выше мы	1	3
127	в конце	7	3
128	но они	1	3
129	как мы	5	3
130	тогда когда	3	3
131	не все	4	3
132	и его	1	3
133	связи с	5	3
134	должны быть	1	3
135	или он	1	3
136	данном случае	5	3
137	здесь нет	1	3
138	не знаю	1	3
139	и она	1	3
140	в качестве	2	3
141	так что	11	3
142	уже в	3	3
143	при помощи	8	3
144	между прочим	1	3
145	возможно что	1	3
146	и даже	11	3
147	превращается в	1	3
148	в свете	3	3
149	что мы	14	3
150	сих пор	4	3
151	но это	6	3
152	ее в	1	3
153	мы здесь	3	2
154	но тем	1	2
155	здесь и	1	2
156	из самых	2	2
157	свое место	2	2
158	что эти	1	2
159	не имеют	1	2
160	по его	1	2
161	такое положение	3	2
162	время как	1	2
163	на себя	1	2
164	и ее	2	2
165	оказывается что	3	2
166	и на	5	2
167	что его	1	2
168	только после	1	2
169	это видно	1	2
170	к которой	1	2
171	если в	1	2
172	со стороны	1	2
173	не просто	11	2
174	на небе	1	2
175	которые не	2	2
176	что во	1	2
177	его на	1	2
