N	3gram	Losev_Prob_4	Komedia
1	в том что	8	9
2	и т п	1	5
3	в то время	2	5
4	с другой стороны	6	5
5	к тому же	2	5
6	том что он	1	4
7	то время как	2	4
8	в конце концов	1	4
9	в то же	2	4
10	и т д	3	4
11	с одной стороны	1	3
12	о том что	3	3
13	несмотря на всю	1	3
14	не говоря уже	2	2
15	то же самое	6	2
16	говоря уже о	1	2
17	в первую очередь	1	2
18	может быть даже	1	2
19	и тем что	1	2
20	до сих пор	1	2
21	как и в	1	2
22	то ни было	1	2
23	за тем как	1	2
24	бы то ни	1	2
25	во всяком случае	4	2
26	именно потому что	1	2
27	у нас в	1	2
28	на то что	1	2
29	в новое время	1	2
30	что иное как	2	1
31	хотя и не	2	1
32	что же касается	1	1
33	в силу этого	1	1
34	уже гораздо более	1	1
35	отсюда видно что	1	1
36	более или менее	2	1
37	в том числе	1	1
38	же как и	1	1
39	с этой точки	1	1
40	в зависимости от	3	1
41	вместе с тем	3	1
42	как будто бы	2	1
43	начала до конца	1	1
44	в чем не	1	1
45	а может быть	1	1
46	сам по себе	6	1
47	наконец едва ли	1	1
48	можно было бы	4	1
49	это вовсе не	1	1
50	отдельных писателей и	1	1
51	в коем случае	3	1
52	в это время	1	1
53	так же как	1	1
54	в этой области	1	1
55	в данном случае	5	1
56	и платон в	1	1
57	не только в	4	1
58	это ясно из	1	1
59	только в виде	2	1
60	в чем же	1	1
61	но едва ли	1	1
62	в одном случае	2	1
63	том что они	1	1
64	а в другом	1	1
65	бросается в глаза	1	1
66	этой точки зрения	1	1
67	ни в чем	1	1
68	что он не	1	1
69	быть даже и	1	1
70	во время войны	1	1
71	и независимо от	2	1
72	но и без	1	1
73	с самого начала	1	1
74	ни в коем	3	1
75	и прежде всего	2	1
76	не что иное	2	1
77	в другом случае	2	1
78	к тому что	1	1
79	тем не менее	10	1
80	в предисловии к	1	1
81	для того чтобы	2	1
