N	2gram	Propp_Russ_1	Literetu
1	не только	22	24
2	при этом	6	19
3	в качестве	3	17
4	но и	16	17
5	в том	17	16
6	а не	2	16
7	в частности	2	15
8	том что	19	14
9	в году	2	13
10	тогда как	2	13
11	может быть	8	13
12	и не	6	12
13	в этом	12	12
14	в своем	3	11
15	состоит в	8	11
16	своего рода	3	11
17	то что	6	10
18	в целом	2	8
19	в тексте	1	8
20	и в	36	8
21	только в	4	8
22	как это	8	8
23	как бы	5	7
24	в себе	1	7
25	не менее	3	7
26	в его	2	7
27	уже не	6	7
28	то есть	3	6
29	как и	10	6
30	точки зрения	3	6
31	и сам	1	6
32	того что	4	6
33	связи с	4	6
34	в жизни	2	6
35	на смену	1	6
36	то же	3	5
37	отличие от	1	5
38	как в	5	5
39	не столько	1	5
40	в отличие	1	5
41	в то	1	5
42	для себя	1	5
43	а также	3	5
44	же в	1	5
45	что он	1	5
46	уже в	1	5
47	не может	4	5
48	в данном	1	5
49	с его	1	5
50	еще не	4	4
51	но не	2	4
52	в этой	1	4
53	все же	5	4
54	представляет собой	4	4
55	по преимуществу	1	4
56	в случае	1	4
57	не как	1	4
58	в силу	2	4
59	с собой	4	4
60	для этого	2	4
61	и его	1	4
62	данном случае	1	4
63	так и	7	4
64	еще в	4	4
65	и тем	1	4
66	из них	8	4
67	в связи	4	4
68	это не	10	4
69	в своих	2	4
70	например в	2	3
71	тех же	1	3
72	тем же	1	3
73	также и	1	3
74	по отношению	1	3
75	таким образом	6	3
76	исходя из	1	3
77	его в	1	3
78	далеко не	3	3
79	он и	1	3
80	несмотря на	3	3
81	в их	4	3
82	но в	2	3
83	том же	2	3
84	что ему	2	3
85	дело в	1	3
86	одна из	4	3
87	в основе	1	3
88	в области	3	3
89	ли не	1	3
90	в виду	1	3
91	в пределах	1	3
92	приводит к	3	3
93	нуждается в	1	3
94	один из	8	3
95	потому что	10	3
96	одно из	5	3
97	у него	2	3
98	еще и	1	3
99	и др	4	3
100	не было	2	3
101	жизни и	1	3
102	что в	19	3
103	а в	9	3
104	во всяком	1	3
105	чтобы не	1	2
106	того же	1	2
107	самом деле	1	2
108	е годы	2	2
109	должна быть	1	2
110	та же	2	2
111	на себя	2	2
112	как правило	3	2
113	а только	1	2
114	в е	2	2
115	относится к	1	2
116	отнюдь не	2	2
117	общего с	1	2
118	следующим образом	4	2
119	говорится в	1	2
120	все эти	2	2
121	не оставляет	1	2
122	из этих	4	2
123	тому же	1	2
124	во многих	5	2
125	как он	2	2
126	в нем	2	2
127	в нашей	1	2
128	не к	1	2
129	подобно тому	1	2
130	на этом	3	2
131	поэзии и	1	2
132	было бы	1	2
133	на почве	1	2
134	для них	3	2
135	в москве	3	2
136	и того	1	2
137	всяком случае	1	2
138	с точки	3	2
139	что я	1	2
140	в россии	4	2
141	тем не	3	2
142	при всех	1	2
143	вплоть до	4	2
144	дело не	1	2
145	как будто	5	2
146	этом отношении	1	2
147	могут быть	2	2
148	к тому	4	2
149	в поле	3	2
150	являют собой	1	2
151	на том	1	2
152	по этой	1	2
153	ту же	1	2
154	имеется в	1	2
155	является по	1	2
156	о том	8	2
157	не могло	1	2
158	между тем	7	2
159	во втором	1	2
160	их не	2	2
161	по этому	3	2
162	только на	3	2
163	то и	1	2
164	что не	1	2
165	так называемый	2	2
166	что для	1	2
167	не случайно	2	2
168	тем что	4	2
169	не на	2	2
170	так называемых	1	2
171	и м	14	2
172	тому как	1	2
173	можно было	1	2
174	не является	1	2
175	это как	1	2
176	в равной	2	2
177	отношению к	1	2
178	ко всему	1	2
179	по поводу	1	2
180	как известно	2	1
181	и развитие	1	1
182	же как	1	1
183	переходит к	1	1
184	на самом	2	1
185	только потому	1	1
186	показать что	1	1
187	представлял собой	1	1
188	между двумя	2	1
189	к другому	2	1
190	по которым	1	1
191	якобы не	1	1
192	на две	1	1
193	оно было	1	1
194	чтобы как	1	1
195	жизни здесь	1	1
196	и за	1	1
197	несколько иной	1	1
198	который в	1	1
199	мы не	6	1
200	вопрос о	1	1
201	этом не	1	1
202	на глазах	1	1
203	жизни как	1	1
204	но даже	2	1
205	ему в	1	1
206	и самой	1	1
207	которое в	1	1
208	зависимости от	1	1
209	и он	1	1
210	это время	2	1
211	в xix	10	1
