N	3gram	Tiupa_Disk_1	Literetu
1	в том что	13	11
2	состоит в том	2	5
3	в отличие от	4	5
4	в хх веке	1	5
5	то же время	4	5
6	в то же	3	5
7	в данном случае	2	4
8	не только в	2	4
9	в связи с	1	4
10	в конечном счете	1	4
11	прежде всего в	1	3
12	по аналогии с	1	3
13	не сводится к	2	3
14	при этом как	1	3
15	в силу своей	2	3
16	и прежде всего	1	3
17	в е годы	2	2
18	дело в том	1	2
19	по этой причине	2	2
20	по отношению к	9	2
21	не говоря уже	2	2
22	подобно тому как	2	2
23	с точки зрения	1	2
24	только в том	2	2
25	в этом отношении	1	2
26	одним из наиболее	1	2
27	из того что	1	2
28	в повестях белкина	1	2
29	ту или иную	1	2
30	не могло быть	1	2
31	для своего времени	1	2
32	с одной стороны	9	2
33	но при этом	3	2
34	несет в себе	1	2
35	во всяком случае	1	2
36	объекта и адресата	1	2
37	о том что	5	2
38	сознания в формах	1	2
39	тем не менее	1	2
40	том что не	1	1
41	на том что	1	1
42	эстетическое переживание переживания	1	1
43	в чистом виде	1	1
44	только потому что	1	1
45	как уже говорилось	1	1
46	а не в	2	1
47	может быть названа	1	1
48	одним и тем	1	1
49	уже не является	2	1
50	на самом деле	1	1
51	в этом последнем	1	1
52	на то что	1	1
53	в этом своем	2	1
54	к хх веку	1	1
55	х годов в	1	1
56	в соответствии с	2	1
57	том что он	1	1
58	ему по своей	1	1
59	выходит за рамки	1	1
60	как раз и	1	1
61	художественного письма своего	1	1
62	в одной из	2	1
63	и не только	2	1
64	не могли быть	1	1
65	всем многообразии ее	1	1
66	на мой взгляд	2	1
67	письма своего рода	1	1
68	коммуникативного события общения	1	1
69	в наше время	2	1
70	субъекта объекта и	1	1
71	особую и весьма	1	1
72	ивана петровича белкина	1	1
73	том или ином	1	1
74	перед нами не	1	1
75	это приводит к	1	1
76	тот или иной	2	1
77	к личностному самоопределению	1	1
78	по крайней мере	2	1
79	и художественного письма	1	1
80	тогда как в	5	1
81	в значительной степени	2	1
82	и мн др	1	1
83	а не только	2	1
84	и тем же	1	1
85	по сути своей	2	1
86	еще и в	1	1
87	в xix веке	1	1
88	говоря уже о	2	1
89	в равной степени	1	1
90	если и не	1	1
91	в евгении онегине	1	1
92	а с другой	3	1
93	а не как	1	1
94	искусство слова в	1	1
95	а потому и	1	1
96	хотя бы на	1	1
97	в целом ряде	1	1
98	с другой стороны	3	1
99	не может быть	3	1
100	в силу его	1	1
101	едва ли не	2	1
102	именно в том	1	1
103	в рамках которого	1	1
104	тем более не	1	1
105	только то что	1	1
106	не несет в	1	1
107	в россии в	1	1
108	в свою очередь	3	1
109	далеко не всегда	1	1
110	и того же	2	1
111	до сих пор	1	1
112	и не должно	1	1
113	с самого начала	1	1
114	в эпоху классического	1	1
115	не может стать	1	1
116	но все же	1	1
117	этом своем качестве	2	1
118	если бы я	1	1
119	прежде всего это	1	1
120	одного и того	2	1
121	может и не	1	1
122	в действительности это	1	1
123	в большинстве случаев	1	1
124	в том числе	2	1
125	значительную роль в	1	1
126	пока еще не	3	1
127	тех или иных	1	1
128	мы имеем дело	2	1
129	в полной мере	1	1
130	здесь как и	1	1
131	к тому же	4	1
132	и тем более	1	1
133	в равной мере	1	1
134	художественного письма в	1	1
