N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	14	29
2	том что	16	27
3	в том	12	27
4	в этом	11	21
5	не только	12	19
6	но и	5	19
7	что в	6	19
8	о том	12	17
9	в трагедии	1	17
10	в его	8	13
11	что он	9	13
12	между прочим	1	12
13	в которой	1	11
14	то что	8	11
15	все это	2	11
16	к тому	7	10
17	т е	4	10
18	и т	11	9
19	в своем	4	9
20	он не	4	9
21	пушкина и	1	9
22	потому что	5	9
23	так и	13	9
24	этом отношении	3	9
25	и не	2	9
26	но в	5	8
27	как раз	4	8
28	письме к	1	8
29	я не	1	7
30	в сцене	1	7
31	в ней	4	7
32	в самом	4	7
33	но все	1	7
34	в г	1	7
35	в своей	10	7
36	не столько	2	7
37	тому что	4	7
38	в виду	1	7
39	с тем	1	7
40	вопрос о	2	6
41	и на	3	6
42	все же	3	6
43	т д	3	6
44	вовсе не	1	6
45	того чтобы	3	6
46	и его	5	6
47	об этом	5	6
48	и что	2	6
49	в одном	1	6
50	до сих	2	6
51	было бы	6	5
52	точки зрения	5	5
53	в русской	4	5
54	того что	4	5
55	между тем	8	5
56	в качестве	9	5
57	своего рода	7	5
58	в письме	1	5
59	прежде всего	11	5
60	а не	12	5
61	о чем	1	5
62	как бы	7	5
63	сих пор	2	5
64	речь идет	3	4
65	хотя и	2	4
66	и к	4	4
67	в нем	3	4
68	что у	3	4
69	в другом	2	4
70	и с	4	4
71	не в	7	4
72	дело в	1	4
73	ничего не	8	4
74	но также	1	4
75	и о	4	4
76	времени и	1	4
77	внимание на	2	4
78	но с	2	4
79	связи с	4	4
80	для него	10	4
81	с другой	1	4
82	именно в	7	4
83	действующих лиц	2	4
84	в речи	2	4
85	в частности	5	4
86	своего времени	3	4
87	того времени	1	4
88	а как	1	4
89	в романе	1	4
90	например в	2	3
91	же как	2	3
92	самом деле	5	3
93	на самом	2	3
94	идет о	3	3
95	сцена в	1	3
96	в их	2	3
97	по его	1	3
98	его не	1	3
99	хотя бы	1	3
100	и он	5	3
101	но не	3	3
102	в общем	1	3
103	как в	8	3
104	с этим	3	3
105	в полном	1	3
106	не было	4	3
107	вообще не	1	3
108	в начале	2	3
109	из них	4	3
110	ни в	5	3
111	не мог	1	3
112	в этих	5	3
113	но он	3	3
114	по себе	2	3
115	не менее	5	3
116	на рубеже	1	3
117	что эта	1	3
118	самого начала	1	3
119	одной из	2	3
120	не могло	1	3
121	никогда не	6	3
122	нельзя не	1	3
123	и по	3	3
124	тем что	3	3
125	ни у	1	3
126	действующие лица	2	3
127	с самого	1	3
128	в образе	1	3
129	на нее	1	3
130	за то	1	3
131	на вопрос	2	3
132	молодой женщины	2	3
133	как у	1	3
134	наконец в	1	3
135	но это	1	3
136	так что	2	3
137	всяком случае	1	3
138	т п	8	3
139	из нее	1	3
140	что на	2	3
141	и даже	3	3
142	еще и	1	3
143	а с	2	3
144	до конца	2	3
145	xix века	1	3
146	давно уже	1	3
147	во всяком	1	3
148	как известно	1	2
149	также и	1	2
150	по адресу	2	2
151	вне всякого	1	2
152	только потому	2	2
153	смысл этого	1	2
154	из его	1	2
155	то же	9	2
156	в письмах	1	2
157	для своего	2	2
158	действующего лица	1	2
159	это время	1	2
160	с его	5	2
161	присутствует в	1	2
162	тогда как	7	2
163	тому времени	1	2
164	отличие от	1	2
165	нет и	1	2
166	что они	1	2
167	на то	4	2
168	к сожалению	1	2
169	и я	1	2
170	там где	1	2
171	в одной	2	2
172	и как	1	2
173	по пути	1	2
174	более или	1	2
175	все эти	3	2
176	в этой	8	2
177	в себе	11	2
178	как он	2	2
179	на его	2	2
180	при этом	12	2
181	если бы	3	2
182	тем не	4	2
183	и более	1	2
184	значительной степени	2	2
185	то ни	1	2
186	тем в	1	2
187	не дает	1	2
188	для своей	1	2
189	первая глава	1	2
190	его в	3	2
191	истории и	1	2
192	в это	2	2
193	как и	9	2
194	несмотря на	4	2
195	в москве	1	2
196	всякого сомнения	1	2
197	или менее	1	2
198	в отношении	1	2
199	с точки	3	2
200	как произведение	1	2
201	в отличие	1	2
202	не представляется	2	2
203	века и	1	2
204	что я	2	2
205	не раз	2	2
206	что этот	1	2
207	даже в	3	2
208	но они	1	2
209	в то	8	2
210	не имеет	2	2
211	это еще	1	2
212	только не	1	2
213	и всегда	1	2
214	не может	7	2
215	не до	1	2
216	не потому	1	2
217	в движении	1	2
218	например что	1	2
219	с и	2	2
220	в духе	4	2
221	взглянуть на	1	2
222	на это	1	2
223	и это	4	2
224	в ее	3	2
225	особенно в	2	2
226	во многом	1	2
227	еще в	3	2
228	а также	3	2
229	говорит об	1	2
230	никак не	2	2
231	в значительной	2	2
232	в которую	1	2
233	в заключительной	3	2
234	как например	1	2
235	и дело	2	2
236	в какой	1	2
237	только в	5	2
238	это очень	1	2
239	на всем	1	2
240	раз в	2	2
241	ни с	1	2
242	сами по	1	2
243	в конце	4	2
244	так как	1	2
245	может быть	5	2
246	в особенности	1	2
247	со стороны	3	2
248	о своей	2	2
249	ему не	2	2
250	с той	2	2
251	и др	1	2
252	говорит о	1	2
253	не на	1	2
254	или с	2	2
255	эти слова	2	2
256	и потому	2	2
257	как это	1	2
258	что именно	1	2
259	к своему	2	2
260	по своему	3	2
261	в данном	1	2
262	этих словах	2	2
263	такого рода	3	2
264	это были	1	2
265	том смысле	1	2
266	только о	1	2
267	с этой	2	2
268	это был	1	2
269	из романа	1	2
270	в результате	2	2
271	только что	4	2
272	сказать что	1	2
273	и другие	1	2
274	они не	2	2
275	собрания сочинений	1	1
276	а между	1	1
277	и то	1	1
278	к своей	1	1
279	это и	1	1
280	всего это	1	1
281	что когда	2	1
282	в первом	1	1
283	характерное для	1	1
284	отношения между	1	1
285	по преимуществу	3	1
286	и до	1	1
287	не имеют	3	1
288	высшей степени	1	1
289	века в	1	1
290	равнодушен к	1	1
291	той же	2	1
292	их и	1	1
293	на тех	3	1
294	этой женщины	1	1
295	с с	4	1
296	мы не	2	1
297	и любили	1	1
298	ответить на	1	1
299	есть нечто	1	1
300	в сущности	1	1
301	говорить о	3	1
302	и отрицательных	1	1
303	на тему	1	1
304	исторической эпохи	1	1
305	качеств так	1	1
306	событий и	1	1
307	их не	1	1
308	так а	1	1
309	в каждой	1	1
310	годится в	1	1
311	ее решением	1	1
312	литературы и	1	1
313	в основание	1	1
314	еще не	7	1
315	на них	1	1
316	он сам	1	1
317	сходные с	1	1
318	сам а	1	1
319	в чем	1	1
320	этим не	1	1
321	совсем не	1	1
322	а тем	1	1
323	но как	2	1
324	от характера	1	1
325	в сторону	1	1
326	ответ на	1	1
327	по отношению	8	1
328	отношение к	1	1
329	себе и	2	1
330	произведение не	1	1
331	тут же	1	1
332	несколько наиболее	1	1
