N	2gram	Tiupa_Vved_1	formyVre
1	и в	13	46
2	в этом	21	22
3	прежде всего	7	14
4	вовсе не	1	13
5	в романе	6	13
6	и его	5	12
7	во всех	2	11
8	не только	20	11
9	только в	6	11
10	как бы	4	10
11	то есть	8	10
12	во время	1	10
13	точки зрения	1	10
14	в том	10	10
15	но в	6	10
16	не в	6	9
17	у него	1	9
18	но и	19	9
19	вместе с	1	9
20	и не	12	9
21	и для	3	9
22	мира и	2	9
23	то же	5	8
24	смерть и	1	8
25	как и	11	8
26	того чтобы	1	8
27	потому что	5	8
28	связи с	1	8
29	в его	4	8
30	из них	1	8
31	в связи	1	8
32	жизни и	7	8
33	и на	3	7
34	так сказать	2	7
35	всех этих	1	7
36	так и	8	7
37	в них	2	7
38	может быть	18	7
39	времени в	3	7
40	в одном	1	7
41	то что	6	7
42	картину мира	3	7
43	как мы	3	6
44	еще не	7	6
45	все же	6	6
46	и наконец	2	6
47	при этом	26	6
48	этом мире	1	6
49	человека в	1	6
50	и с	2	6
51	в основе	3	6
52	романе в	1	6
53	никогда не	4	6
54	те же	2	6
55	в особенности	1	6
56	все это	1	6
57	и времени	2	6
58	и все	4	6
59	но не	5	5
60	в своем	5	5
61	все эти	1	5
62	он не	3	5
63	в нем	5	5
64	в то	4	5
65	и у	1	5
66	в непосредственном	1	5
67	в пространстве	1	5
68	и др	1	5
69	в частности	13	5
70	в пределах	2	5
71	что в	3	5
72	также и	4	4
73	в мире	8	4
74	и он	1	4
75	что они	1	4
76	в истории	1	4
77	как в	4	4
78	уже в	1	4
79	из этих	3	4
80	в себе	5	4
81	их в	2	4
82	и было	1	4
83	том что	7	4
84	в котором	8	4
85	место в	2	4
86	том же	1	4
87	же время	3	4
88	к себе	1	4
89	с ним	3	4
90	о том	5	4
91	его жизни	1	4
92	так что	1	4
93	мир в	1	4
94	и их	1	4
95	а не	15	4
96	человеческой жизни	3	4
97	отнюдь не	7	4
98	в ряду	2	4
99	еще более	1	4
100	же в	1	4
101	жизни в	4	4
102	на свет	1	4
103	в виду	1	3
104	того же	1	3
105	слова и	1	3
106	точка зрения	3	3
107	отношение к	2	3
108	хотя и	7	3
109	целый ряд	2	3
110	как уже	1	3
111	в этот	2	3
112	уже не	5	3
113	та же	1	3
114	новое и	1	3
115	и по	3	3
116	таким образом	4	3
117	здесь мы	1	3
118	в совершенно	1	3
119	новой жизни	1	3
120	по всему	1	3
121	хронотопа в	2	3
122	на первый	1	3
123	в их	1	3
124	в которых	1	3
125	на границе	1	3
126	же самое	1	3
127	к тому	6	3
128	имеет место	4	3
129	на основе	1	3
130	роль в	1	3
131	том как	3	3
132	а также	8	3
133	как у	1	3
134	что и	2	3
135	того что	6	3
136	тот же	1	3
137	что он	1	3
138	во времени	2	3
139	все они	2	3
140	в качестве	8	3
141	на протяжении	1	3
142	для него	3	3
143	тем что	2	3
144	в форме	1	3
145	что на	2	3
146	и даже	1	3
147	и прежде	1	3
148	не было	2	3
149	не на	1	3
150	о чем	2	3
