N	3gram	Vygotskiy__4	Narrotol
1	в том что	12	8
2	с одной стороны	3	7
3	о том что	10	6
4	по отношению к	1	6
5	не может быть	1	5
6	к тому же	2	4
7	с другой стороны	2	4
8	можно сказать что	1	4
9	бы то ни	1	3
10	то ни было	1	3
11	то же время	1	3
12	в свою очередь	1	3
13	в то же	1	3
14	именно в том	2	2
15	что иное как	1	2
16	а не в	1	2
17	в том или	1	2
18	подобно тому как	1	2
19	с точки зрения	4	2
20	в таком случае	1	2
21	сами по себе	3	2
22	можно было бы	4	2
23	точно так же	3	2
24	не то что	3	2
25	так же как	3	2
26	не что иное	1	2
27	не только в	1	2
28	на первый взгляд	1	2
29	как и на	1	2
30	этой точки зрения	1	2
31	то есть в	1	2
32	в конечном счете	1	2
33	речь идет о	2	2
34	том или ином	1	2
35	так или иначе	1	2
36	в этой фразе	1	1
37	мы можем обозначить	1	1
38	или хотя бы	1	1
39	что в этом	1	1
40	речь идет об	1	1
41	это то что	1	1
42	очевидно что в	1	1
43	какой бы то	1	1
44	дело в том	1	1
45	последовательности в какой	1	1
46	на самом деле	5	1
47	в самом деле	7	1
48	в этом смысле	1	1
49	тем самым мы	1	1
50	том что он	3	1
51	то же самое	6	1
52	же как и	1	1
53	по поводу этой	2	1
54	начала и конца	1	1
55	когда мы переходим	1	1
56	точку зрения на	1	1
57	но далеко не	1	1
58	самом деле не	1	1
59	до сих пор	3	1
60	и в то	1	1
61	сам по себе	2	1
62	только то что	1	1
63	начала к концу	1	1
64	к тому чтобы	3	1
65	с этой точки	1	1
66	мы узнаем о	2	1
67	в хронологической последовательности	1	1
68	а не только	1	1
69	один из них	1	1
70	является ли это	1	1
71	в первый раз	3	1
72	и с точки	1	1
73	говорит о своей	1	1
74	быть определена как	1	1
75	а также и	1	1
76	в своем составе	1	1
77	вовсе не то	1	1
78	от начала к	1	1
79	то что произошло	1	1
80	и не было	1	1
81	это не так	1	1
82	а с другой	1	1
83	именно это и	1	1
84	то что он	3	1
85	всего рассказа а	1	1
86	несет в себе	3	1
87	к конечной точке	1	1
88	может быть определена	1	1
89	в один голос	1	1
90	все то что	11	1
91	они свидетельствуют о	1	1
92	построена таким образом	1	1
93	но по существу	1	1
94	в том чтобы	3	1
95	что все то	1	1
96	то что могло	1	1
97	мысль о том	1	1
98	том что у	2	1
99	с другом и	2	1
100	совершенно очевидно что	1	1
101	как мы уже	1	1
102	во второй раз	1	1
103	друг с другом	4	1
