N	3gram	Bakhtin_Fr_2	Dialekti
1	с точки зрения	5	14
2	не только не	1	7
3	не может быть	4	6
4	есть то что	1	5
5	о том что	3	5
6	подобно тому как	2	4
7	ни в коем	1	3
8	в коем случае	1	3
9	даже и не	1	3
10	с одной стороны	3	3
11	в том что	1	3
12	прежде всего от	2	3
13	как и в	1	3
14	и прежде всего	1	3
15	ровно ничего не	1	3
16	на то что	1	3
17	только тогда когда	1	3
18	она и есть	1	2
19	жизни и мира	1	2
20	но даже и	2	2
21	того или иного	1	2
22	не могут быть	1	2
23	с другой стороны	3	2
24	во всяком случае	2	2
25	в сущности и	1	2
26	не только то	1	1
27	потому что в	1	1
28	и той же	1	1
29	имеем в виду	2	1
30	мы уже сказали	1	1
31	на самом деле	1	1
32	и в особенности	1	1
33	мы вовсе не	1	1
34	одной стороны и	1	1
35	то я не	1	1
36	и мира но	1	1
37	до сих пор	4	1
38	дело вовсе не	1	1
39	и не может	1	1
40	и в то	2	1
41	на точку зрения	1	1
42	она превращается в	1	1
43	и та же	1	1
44	на что не	1	1
45	к необходимости создать	1	1
46	в этом отношении	3	1
47	и во всех	3	1
48	на точке зрения	1	1
49	и даже в	2	1
50	на первом плане	3	1
51	только потому что	1	1
52	далеко не всегда	1	1
53	и не вполне	1	1
54	и в отношении	1	1
55	и без всякого	1	1
56	превращает их в	1	1
57	ни на что	1	1
58	одна и та	1	1
59	содержит в себе	2	1
60	то же время	6	1
61	вовсе не в	1	1
62	жизни и смерти	5	1
63	и все это	1	1
64	с полной очевидностью	1	1
65	сознания и это	1	1
66	нет никого кто	1	1
67	мы имеем в	1	1
68	в то же	6	1
69	со всеми ее	1	1
70	одной и той	1	1
71	что в них	1	1
72	можно понимать как	1	1
73	никого кто бы	1	1
