N	3gram	Voloshinov_2	StatiiOP
1	в том что	6	11
2	не может быть	10	5
3	по крайней мере	2	4
4	с точки зрения	13	4
5	в этом отношении	1	4
6	во всяком случае	2	4
7	с другой стороны	1	4
8	о том что	3	4
9	с тем что	1	3
10	в связи с	7	3
11	то же время	8	3
12	не только в	1	3
13	на то что	2	3
14	в то же	8	3
15	тесно связана с	1	2
16	но и в	2	2
17	до сих пор	3	2
18	и не в	3	2
19	тем что он	1	2
20	с одной стороны	3	2
21	в этих формах	1	2
22	все более и	2	2
23	во всех этих	1	2
24	и пр в	1	2
25	с самого начала	5	2
26	более и более	2	2
27	но все же	1	2
28	к тому что	3	2
29	а с другой	1	2
30	тем не менее	1	2
31	независимо от того	1	2
32	можно сказать что	1	1
33	русского литературного языка	1	1
34	а иногда и	2	1
35	и пр но	2	1
36	а не в	2	1
37	более или менее	2	1
38	на самом деле	4	1
39	и так сказать	1	1
40	в самом деле	5	1
41	является не только	2	1
42	выражении таким образом	1	1
43	то же самое	5	1
44	он не может	1	1
45	для себя и	1	1
46	том что он	2	1
47	тот или иной	1	1
48	говоря уже о	1	1
49	и в других	1	1
50	сам по себе	1	1
51	важным этапом в	1	1
52	должен быть таков	1	1
53	в собственном смысле	2	1
54	такова точка зрения	1	1
55	ни в какой	2	1
56	том что не	1	1
57	новые социальные силы	1	1
58	как бы из	1	1
59	на судьбу на	1	1
60	а как бы	1	1
61	на этой почве	5	1
62	между тем для	1	1
63	к вопросу о	1	1
64	если бы в	1	1
65	так или иначе	1	1
66	слова в системе	1	1
67	приводит к тому	1	1
68	связанные с этим	1	1
69	в этом направлении	1	1
70	форме они не	1	1
71	тем или иным	1	1
72	в той или	3	1
73	в этом и	1	1
74	нас не было	1	1
75	вполне понятно если	1	1
76	таким образом в	1	1
77	в свою очередь	5	1
78	в статье о	1	1
79	и не является	1	1
80	той или иной	4	1
81	не менее в	1	1
82	в данном отношении	1	1
83	это вполне понятно	3	1
84	у нас не	2	1
85	вовсе не является	3	1
86	для того чтобы	6	1
87	как мы видели	3	1
88	в русской литературе	1	1
89	не говоря уже	1	1
90	этого слова в	1	1
