N	3gram	Propp_Isto_7	FransuaR
1	как мы видели	1	4
2	после того как	2	4
3	с точки зрения	1	3
4	это одна из	1	3
5	так и в	2	3
6	в том что	4	3
7	на глазах у	1	2
8	по отношению к	1	2
9	более или менее	1	2
10	новые и новые	1	2
11	о том как	1	2
12	в преисподнюю в	1	2
13	но все это	1	2
14	то что в	3	2
15	в большинстве случаев	1	2
16	можно было бы	1	2
17	в ад и	1	2
18	все это в	1	2
19	о загробном мире	1	2
20	как и в	2	2
21	таким образом и	1	2
22	что у него	4	2
23	никто не может	1	2
24	все новые и	1	2
25	и все они	1	2
26	мы имеем в	4	2
27	и может быть	1	1
28	не в состоянии	1	1
29	до наших дней	1	1
30	все дело в	1	1
31	от него и	1	1
32	и рассказ о	1	1
33	не должно удивлять	1	1
34	то же самое	1	1
35	мы уже знаем	3	1
36	в различных формах	1	1
37	уже знаем что	2	1
38	о том чтобы	1	1
39	таким образом на	1	1
40	но и в	2	1
41	из самых важных	1	1
42	но он не	1	1
43	какую роль играет	1	1
44	этот вопрос нельзя	1	1
45	на этот вопрос	2	1
46	и не в	1	1
47	и у других	1	1
48	тогда как в	1	1
49	в данном случае	3	1
50	таким образом мы	2	1
51	не только в	5	1
52	видели какую роль	1	1
53	о том что	5	1
54	то же что	2	1
55	три раза и	1	1
56	в связи с	1	1
57	по содержанию своему	1	1
58	должно удивлять что	1	1
59	в связи со	1	1
60	одним из самых	1	1
61	это не совсем	1	1
62	в достаточной степени	1	1
63	нас не должно	1	1
64	не имеет значения	1	1
65	как мы уже	1	1
66	во второй половине	1	1
67	на небе он	1	1
68	на земле в	1	1
69	мы видим что	3	1
70	на том свете	1	1
71	говорит также о	1	1
72	он дает ему	1	1
73	один из самых	1	1
74	мы увидим что	2	1
75	не в этом	1	1
