N	2gram	Vygotskiy__4	EvropaiE
1	и в	33	37
2	в отношении	1	32
3	в пределах	3	25
4	точки зрения	6	23
5	что в	21	21
6	не только	7	18
7	с точки	4	17
8	в то	3	16
9	то же	9	15
10	хотя бы	2	15
11	в своем	7	14
12	но в	2	14
13	же время	2	14
14	но и	3	14
15	и не	13	14
16	в этом	28	12
17	в их	2	11
18	в том	21	11
19	так и	3	10
20	в себе	6	9
21	только в	4	9
22	прежде всего	2	9
23	не может	10	9
24	так же	13	9
25	в смысле	1	9
26	в ее	2	8
27	думать что	2	8
28	было бы	12	8
29	в своей	4	8
30	к тому	12	8
31	между тем	1	8
32	с одной	3	8
33	одной стороны	3	8
34	также и	2	7
35	нам кажется	2	7
36	а также	1	7
37	того что	4	7
38	так как	12	7
39	с другой	2	7
40	как и	5	7
41	может быть	22	6
42	и на	5	6
43	во всех	2	6
44	стороны и	1	6
45	на то	10	6
46	то есть	13	6
47	том что	22	6
48	того чтобы	22	6
49	вслед за	3	6
50	вовсе не	5	6
51	для того	23	6
52	и даже	1	6
53	как бы	25	6
54	с этой	4	6
55	то что	44	6
56	же как	3	5
57	которую мы	1	5
58	столь же	2	5
59	но не	3	5
60	не в	2	5
61	но если	3	5
62	тем самым	3	5
63	как мы	4	5
64	одной из	1	5
65	в виде	3	5
66	со стороны	2	5
67	от этого	3	5
68	в частности	4	5
69	и потому	2	5
70	в течение	1	5
71	в той	3	5
72	этой точки	1	5
73	мы не	5	4
74	вопрос о	2	4
75	но даже	1	4
76	в ней	6	4
77	независимо от	1	4
78	в самом	12	4
79	то ни	1	4
80	несмотря на	1	4
81	даже в	2	4
82	не имеет	2	4
83	к ней	1	4
84	техники и	1	4
85	бы то	2	4
86	по себе	9	4
87	можно сказать	2	4
88	именно в	2	4
89	ни было	1	4
90	не на	2	4
91	как это	14	4
92	для нас	7	4
93	сказать что	13	4
94	в каком	8	4
95	идет о	3	3
96	бы и	2	3
97	в деле	1	3
98	и со	1	3
99	того же	1	3
100	в общем	1	3
101	как в	3	3
102	когда он	7	3
103	и к	2	3
104	представляет собой	2	3
105	вообще не	1	3
106	мы можем	5	3
107	не будет	4	3
108	и мы	15	3
109	этом смысле	1	3
110	в них	2	3
111	с тем	4	3
112	можно считать	1	3
113	и некоторые	1	3
114	во второй	1	3
115	она в	1	3
116	в которых	3	3
117	дело в	1	3
118	никогда не	5	3
119	техника и	1	3
120	потому что	24	3
121	ли это	3	3
122	с другом	4	3
123	во все	3	3
124	бы ни	1	3
125	тем в	1	3
126	можно было	4	3
127	о том	20	3
128	место в	2	3
129	что и	3	3
130	и только	7	3
131	в стороне	1	3
132	всяком случае	3	3
133	не из	1	3
134	из них	4	3
135	очевидно что	1	3
136	себе в	1	3
137	тем что	3	3
138	по своим	1	3
139	в свою	1	3
140	примкнуть к	1	3
141	говорит о	4	3
142	там где	1	3
143	ни на	2	3
144	друг с	4	3
145	является ли	1	3
146	не является	2	3
147	и для	3	3
148	и от	2	3
149	в результате	2	3
150	жизни в	1	3
151	это так	1	3
152	ее в	4	3
153	как на	6	3
154	в таком	4	3
155	во всяком	3	3
156	и то	2	2
157	что эти	2	2
158	и этот	3	2
159	есть не	1	2
160	что если	3	2
161	и другая	1	2
162	в англию	2	2
163	из того	1	2
164	которое в	1	2
165	он сам	1	2
166	совершенно прав	1	2
167	но как	1	2
168	точка зрения	2	2
169	в сторону	3	2
170	которые они	1	2
171	и чем	1	2
172	же мало	1	2
173	в истории	1	2
174	более чем	1	2
175	с этим	5	2
176	целый ряд	5	2
177	и как	5	2
178	что это	13	2
179	в этой	9	2
180	и если	9	2
181	главным образом	1	2
182	он не	11	2
183	и совершенной	1	2
184	и еще	1	2
185	какой бы	3	2
186	их из	1	2
187	таким образом	13	2
188	это значит	1	2
189	в мире	3	2
190	и с	2	2
191	заключается в	5	2
192	например с	1	2
193	далеко не	3	2
194	в своих	3	2
195	одна и	2	2
196	в не	1	2
197	иначе говоря	2	2
198	такой же	2	2
199	в эту	1	2
200	в этих	1	2
201	и сейчас	3	2
202	в котором	2	2
203	или вернее	2	2
204	одном из	1	2
205	и более	1	2
206	тому чтобы	3	2
207	можем сказать	1	2
208	она не	3	2
209	тогда когда	1	2
210	на язык	1	2
211	как будто	8	2
212	что на	1	2
213	в порядке	4	2
214	им но	1	2
215	одну и	1	2
216	только одно	2	2
217	но по	1	2
218	которого мы	1	2
219	как не	1	2
220	свою очередь	1	2
221	если бы	10	2
222	и та	2	2
223	и что	25	2
224	кажется что	2	2
225	и во	1	2
226	к нему	1	2
227	ее от	1	2
228	в его	10	2
229	подходит к	1	2
230	во всей	3	2
231	мы должны	6	2
232	но с	1	2
233	этот вопрос	4	2
234	в какой	5	2
235	есть в	1	2
236	не можем	3	2
237	даже что	1	2
238	если в	1	2
239	при помощи	4	2
240	и других	4	2
241	в одном	3	2
242	во власти	1	2
243	в некоторых	1	2
244	на этот	3	2
245	а не	6	2
246	долгое время	1	2
247	которое существует	1	2
248	и тут	1	2
249	с а	1	2
250	что все	11	2
251	следовало бы	1	2
252	начиная с	1	2
253	вместе с	8	2
254	за тем	1	2
255	в европейской	1	2
256	поскольку он	1	2
257	для понимания	2	2
258	или хотя	1	2
259	совершенно очевидно	1	2
260	и таким	1	2
261	с мы	1	2
262	или в	1	2
263	и все	12	2
264	но еще	1	2
265	бы в	1	2
266	и всецело	1	2
267	и наконец	2	2
268	же в	1	2
269	в другой	1	2
270	мы видим	6	2
271	а в	4	2
272	имеет в	1	2
273	другой стороны	2	2
274	в гораздо	1	2
275	жизни и	4	2
276	и эта	2	2
277	себя как	1	1
278	и т	6	1
279	например в	3	1
280	связана с	1	1
281	в тех	2	1
282	некоторые из	2	1
283	и это	5	1
284	видимо не	1	1
285	и до	3	1
286	речь идет	3	1
287	отдельных элементов	1	1
288	с таким	2	1
289	каком они	1	1
290	той же	4	1
291	смотреть на	1	1
292	из всего	1	1
293	он считает	1	1
294	чтобы превратить	2	1
295	по самой	1	1
296	ответить на	1	1
297	ставить вопрос	1	1
298	почти все	2	1
299	время как	2	1
300	говорить о	3	1
301	на практике	1	1
302	мы получаем	1	1
303	с но	3	1
304	то это	3	1
305	отмечено выше	1	1
306	когда мы	6	1
307	чем то	1	1
308	которое дает	1	1
309	быть в	1	1
310	совершенно определенных	1	1
311	что его	3	1
312	с его	2	1
313	тем как	1	1
314	то мы	1	1
315	чем это	1	1
316	в грехе	1	1
317	обстояло дело	1	1
318	мы будем	5	1
319	к которой	3	1
320	значение и	1	1
321	по отношению	1	1
322	протекать в	1	1
323	с совершенно	4	1
324	для всякого	1	1
325	понимали что	1	1
326	и будет	1	1
327	остановились на	1	1
328	за пределы	1	1
329	относится к	1	1
330	которые не	1	1
331	показать в	1	1
332	в одной	2	1
333	дает нам	1	1
334	что нет	2	1
335	все остальные	1	1
336	все же	5	1
337	однако не	2	1
338	в полном	1	1
339	смысле этого	3	1
340	могли бы	2	1
341	увидим что	3	1
342	в этот	1	1
343	психологии и	1	1
344	значения как	1	1
345	та же	3	1
346	это есть	1	1
347	этот новый	1	1
348	все так	1	1
349	и насколько	1	1
350	в нашем	1	1
351	которые в	1	1
352	будто к	1	1
353	что автор	4	1
354	нами в	2	1
355	тому же	3	1
356	и те	1	1
357	на его	1	1
358	к выводу	1	1
359	отцов и	1	1
360	при этом	2	1
361	своем развитии	1	1
362	т д	2	1
363	от которых	1	1
364	имело бы	1	1
365	к некоторому	1	1
366	получила свое	1	1
367	и когда	2	1
368	в корне	1	1
369	то как	2	1
370	мы совершенно	4	1
371	на этом	3	1
372	наконец его	1	1
373	в характере	2	1
374	мы обнаруживаем	1	1
375	но все	2	1
376	от нее	1	1
377	не станем	1	1
378	как они	1	1
379	в нем	7	1
380	они должны	1	1
381	в совершенно	1	1
382	что произошло	1	1
383	в глубине	1	1
384	она получила	1	1
385	но нам	1	1
386	в свой	1	1
387	истории и	1	1
388	с равным	1	1
389	мы обозначили	1	1
390	в жизни	4	1
391	о которых	2	1
392	рядом с	1	1
393	она и	1	1
394	которое имеет	1	1
395	одна другую	1	1
396	мы хотели	1	1
397	и было	1	1
398	народа и	1	1
399	перед собой	1	1
400	технических или	1	1
401	мы приходим	1	1
402	в такой	2	1
403	которые лежат	1	1
404	что при	2	1
405	признать что	1	1
406	значение для	1	1
407	является та	1	1
408	много раз	2	1
409	с такими	1	1
410	для этого	8	1
411	с так	1	1
412	тому что	6	1
413	народом в	1	1
414	кажется нам	3	1
415	как нелепо	1	1
416	все эти	6	1
417	но они	1	1
418	что эта	6	1
419	что с	1	1
420	и другое	2	1
421	с то	1	1
422	правда в	1	1
423	одна из	4	1
424	здесь на	1	1
425	мы все	3	1
426	значит ли	1	1
427	подходят к	1	1
428	он мог	1	1
429	это мы	1	1
430	рассматривать как	1	1
431	казалось бы	5	1
432	в самой	6	1
433	находятся в	1	1
434	к концу	1	1
435	такая же	1	1
436	за исключением	1	1
437	следует понимать	1	1
438	во всем	2	1
439	вместо того	2	1
440	этом отсутствии	1	1
441	и его	5	1
442	бы по	2	1
443	связи с	2	1
444	не находим	1	1
445	к традиционному	1	1
446	и направляет	1	1
447	в сознании	1	1
448	так называемый	1	1
449	считать что	1	1
450	так то	1	1
451	в основе	3	1
452	у нас	4	1
453	есть к	1	1
454	он называет	1	1
455	мы остановились	1	1
456	оно может	1	1
457	и о	4	1
458	мы думаем	1	1
459	это имело	1	1
460	мысль о	1	1
461	то чтобы	2	1
462	то время	2	1
463	мнение что	3	1
464	имеют в	1	1
465	литературы и	2	1
466	как с	1	1
467	и сам	1	1
468	что может	3	1
469	с собой	1	1
470	был бы	3	1
471	те же	2	1
472	взаимная связь	1	1
473	каждого из	1	1
474	почти всей	1	1
475	когда его	2	1
476	об этом	4	1
477	чем все	1	1
478	является в	1	1
479	был не	1	1
480	которая в	1	1
481	и вообще	1	1
482	к другу	1	1
483	с ним	5	1
484	мире в	2	1
485	сводится к	2	1
486	жизни которое	1	1
487	силы и	2	1
488	тех кто	1	1
489	внимание на	2	1
490	может не	1	1
491	связанной с	1	1
492	в которую	1	1
493	из себя	1	1
494	а через	1	1
495	которые мы	1	1
496	эти два	1	1
497	всего этого	1	1
498	в ту	1	1
499	осуществление в	1	1
500	если взять	2	1
501	друг к	1	1
502	чтобы ответить	1	1
503	но так	1	1
504	один из	2	1
505	в двух	4	1
506	тот же	3	1
507	связь и	1	1
508	дело с	3	1
509	всех этих	3	1
510	мы увидим	2	1
511	ли он	2	1
512	которое мы	1	1
513	природе вещей	1	1
514	нужно и	2	1
515	на которые	1	1
516	никак нельзя	2	1
517	и ее	2	1
518	случаи когда	1	1
519	играет роль	1	1
520	больше чем	2	1
521	с которыми	1	1
522	конечно не	3	1
523	уже в	2	1
524	если мы	12	1
525	всем его	1	1
526	что не	4	1
527	к созданию	1	1
528	от других	1	1
529	в точном	1	1
530	но совершенно	4	1
531	но от	1	1
532	одно из	2	1
533	для него	1	1
534	и их	1	1
535	значении которое	2	1
536	и искусства	1	1
537	как его	1	1
538	своем значении	1	1
539	значение имеет	3	1
540	даже не	2	1
541	а на	2	1
542	на примере	2	1
543	или иначе	1	1
544	эти две	1	1
545	соединено с	2	1
546	в каких	2	1
547	к которому	1	1
548	с той	2	1
549	пребывает в	1	1
550	и затем	3	1
551	что для	5	1
552	обратиться к	3	1
553	может жить	1	1
554	не было	3	1
555	которых мы	1	1
556	на которых	1	1
557	с которым	1	1
558	вопрос можно	1	1
559	совершенно одинаково	3	1
560	которые по	1	1
561	него не	1	1
562	мы хотим	1	1
563	что мы	6	1
564	мы поймем	1	1
565	мы знаем	2	1
566	бы как	1	1
567	в связи	1	1
568	сказать даже	1	1
