N	2gram	Vinokur_Vv_1	Hudozhes
1	том что	26	16
2	и в	27	14
3	так и	1	13
4	не только	21	12
5	при этом	3	12
6	о том	15	12
7	в том	31	12
8	а не	3	12
9	и т	43	11
10	в себе	4	11
11	в этом	34	11
12	прежде всего	8	11
13	в своей	4	10
14	для него	1	10
15	то же	8	9
16	как и	5	9
17	что он	4	9
18	в качестве	7	9
19	у него	1	9
20	по отношению	4	8
21	в этой	3	8
22	как в	1	8
23	то что	17	8
24	т п	5	8
25	же время	5	8
26	ничего не	2	8
27	в его	10	8
28	между тем	8	8
29	отношению к	4	8
30	в то	5	8
31	еще не	4	7
32	тогда как	2	7
33	это не	8	7
34	своего рода	3	7
35	не в	8	7
36	казалось бы	2	7
37	к тому	4	7
38	уже не	5	7
39	именно в	8	7
40	не может	13	7
41	как бы	5	7
42	а в	5	7
43	в первой	1	6
44	было бы	5	6
45	никогда не	3	6
46	рассказа в	1	6
47	что в	11	6
48	самом деле	6	5
49	но в	10	5
50	об этом	5	5
51	точки зрения	7	5
52	не менее	8	5
53	и его	5	5
54	потому что	14	5
55	можно было	7	5
56	во второй	3	5
57	только в	13	5
58	может быть	24	5
59	но и	5	5
60	в частности	3	5
61	интерес к	1	5
62	в этих	3	5
63	одновременно и	1	5
64	жизни и	2	5
65	мы уже	1	4
66	и о	1	4
67	в ней	3	4
68	а только	8	4
69	в центре	4	4
70	в своем	3	4
71	и к	1	4
72	в действительности	1	4
73	то в	1	4
74	в самом	12	4
75	та же	1	4
76	на то	1	4
77	что она	3	4
78	и с	2	4
79	несмотря на	2	4
80	тем не	8	4
81	тому что	2	4
82	с ним	1	4
83	связи с	3	4
84	как будто	3	4
85	в духе	1	4
86	и это	6	4
87	можно сказать	3	4
88	того что	12	4
89	один из	6	4
90	себя в	2	4
91	из них	3	4
92	в конце	3	4
93	как раз	4	4
94	не было	1	4
95	и все	1	4
96	xix в	12	4
97	только что	4	4
98	т е	38	4
99	и от	1	4
100	речь идет	2	3
101	с точки	2	3
102	видит в	4	3
103	говорить о	3	3
104	и на	3	3
105	в ее	11	3
106	как к	1	3
107	все же	8	3
108	но он	1	3
109	в нем	13	3
110	т д	37	3
111	на этом	3	3
112	лишь в	1	3
113	его в	6	3
114	с этим	2	3
115	в своих	2	3
116	в ходе	1	3
117	все эти	3	3
118	себе самому	1	3
119	о природе	7	3
120	в тексте	4	3
121	тем что	6	3
122	этом отношении	3	3
123	что при	1	3
124	для себя	1	3
125	как мы	9	3
126	того чтобы	21	3
127	первой половине	1	3
128	друг для	1	3
129	что у	1	3
130	еще в	1	3
131	том как	1	3
132	если бы	2	3
133	а также	3	3
134	это в	2	3
135	же в	1	3
136	в литературе	1	3
137	но не	7	3
138	будто бы	2	3
139	и даже	5	3
140	со стороны	12	3
141	превращается в	1	3
142	однако и	1	3
143	в связи	2	3
144	по своему	5	3
145	такого рода	2	3
146	своего времени	1	3
147	и для	4	3
148	для друга	1	3
149	или не	1	3
150	может и	1	3
151	я и	1	2
152	например в	2	2
153	же как	3	2
154	по адресу	1	2
155	на самом	1	2
156	только потому	1	2
157	первой половины	1	2
158	оно было	1	2
159	в их	11	2
160	той же	4	2
161	мы не	2	2
162	вопрос о	8	2
163	не была	1	2
164	жизни как	2	2
165	слово не	1	2
166	не нужно	2	2
167	но как	2	2
168	в противовес	1	2
169	себе и	2	2
170	в произведениях	1	2
171	в одной	1	2
172	хотя и	3	2
173	или иную	1	2
174	в целом	5	2
175	так или	4	2
176	только на	3	2
177	раз в	1	2
178	как он	6	2
179	так сказать	1	2
180	на его	1	2
181	не следует	2	2
182	заключает в	1	2
183	однако в	3	2
184	не бывает	2	2
185	значительной степени	1	2
186	речь в	4	2
187	же касается	2	2
188	в другом	3	2
189	ясно что	9	2
190	того или	1	2
191	уже знаем	1	2
192	по себе	9	2
193	одной из	3	2
194	все равно	1	2
195	впервые в	1	2
196	должно быть	2	2
197	иначе говоря	1	2
198	автора и	1	2
199	в следующем	1	2
200	в такой	1	2
201	состоит в	2	2
202	если можно	1	2
203	не столько	2	2
204	от себя	3	2
205	сих пор	5	2
206	все это	6	2
207	для нее	1	2
208	они не	1	2
209	бы на	1	2
210	не раз	1	2
211	не имеет	4	2
212	одна из	2	2
213	слова как	2	2
214	своей природе	3	2
215	заметить что	1	2
216	что на	1	2
217	художественности в	1	2
218	этой книги	2	2
219	которым в	1	2
220	здесь не	2	2
221	в себя	1	2
222	на вопрос	6	2
223	внимание на	4	2
224	никак не	1	2
225	и что	4	2
226	до сих	5	2
227	в значительной	2	2
228	от другой	3	2
229	в конечном	1	2
230	в форме	2	2
231	и об	1	2
232	как она	4	2
233	второй половине	2	2
234	но с	4	2
235	с ними	1	2
236	и так	1	2
237	жизнь была	1	2
238	так что	5	2
239	слова в	1	2
240	в начале	3	2
241	участие в	1	2
242	за ним	1	2
243	ту или	1	2
244	а и	1	2
245	мы знаем	1	2
246	при всей	1	2
247	явно не	1	2
248	на том	3	2
249	представляют собой	6	2
250	или иначе	4	2
251	ему не	1	2
252	с той	1	2
253	что не	5	2
254	также в	1	2
255	до конца	3	2
256	не означает	1	2
257	человек в	1	2
258	или с	1	2
259	ближе к	2	2
260	говорится о	1	2
261	отсюда и	2	2
262	в изображении	1	2
263	что же	3	2
264	о человеке	1	2
265	да и	4	2
266	дело здесь	1	2
267	и не	13	2
268	с этой	4	2
269	еще раз	1	2
270	них это	1	2
271	его характер	1	2
272	перед собой	1	2
273	xviii в	6	2
274	в результате	3	2
275	о котором	8	2
276	с внешней	1	2
277	то о	2	2
278	ни к	2	2
279	и дело	1	2
280	в системе	1	2
281	или иного	1	2
282	но еще	1	2
283	которая не	1	2
284	а между	1	1
285	смысле слова	7	1
286	можно говорить	1	1
287	работы а	1	1
288	человека и	1	1
289	имеет принципиального	1	1
290	связана с	4	1
291	и то	5	1
292	и др	2	1
293	художественных произведений	2	1
294	тех же	1	1
295	к сказанному	1	1
296	это и	1	1
297	он почувствовал	1	1
298	любого характера	1	1
299	за собой	3	1
300	в первом	5	1
301	достоевского в	1	1
302	и до	2	1
303	на две	1	1
304	из его	2	1
305	ведь и	1	1
306	видеть в	1	1
307	какими бы	1	1
308	долгое время	1	1
309	и за	1	1
310	по его	2	1
311	также и	16	1
312	ней есть	1	1
313	изложения и	2	1
314	и нашей	1	1
315	что уже	3	1
316	ответить на	1	1
317	с мнением	1	1
318	есть нечто	1	1
319	в сущности	3	1
320	хотя бы	5	1
321	характера так	1	1
322	похожи на	1	1
323	что можно	2	1
324	так а	1	1
325	в каждой	2	1
326	литературы и	1	1
327	разумеется не	1	1
328	в широком	7	1
329	нам представляется	1	1
330	время в	2	1
331	его словам	1	1
332	взгляде на	2	1
333	что его	1	1
334	в чем	4	1
335	различия между	1	1
336	совсем не	3	1
337	бы в	1	1
338	от характера	3	1
339	в сторону	1	1
340	к слову	1	1
341	ответ на	3	1
342	в общем	12	1
343	xix столетия	1	1
344	отношение к	3	1
345	а через	1	1
346	это были	1	1
347	нет и	1	1
348	средних веков	2	1
349	связи и	1	1
350	в настоящем	1	1
351	и я	1	1
352	чем же	3	1
353	но пока	2	1
354	общего с	1	1
355	что именно	2	1
356	подлинного искусства	1	1
357	дает нам	1	1
358	от собственного	1	1
359	стороны и	3	1
360	о жизни	1	1
361	однако не	4	1
362	понять и	1	1
363	и как	9	1
364	это тоже	1	1
365	отправным пунктом	1	1
366	к числу	1	1
367	прямо как	1	1
368	не похожи	2	1
369	исторические корни	1	1
370	от этого	5	1
371	в этот	2	1
372	но смысл	1	1
373	и последний	1	1
374	прошлым или	1	1
375	в которой	1	1
376	точку зрения	1	1
377	подлинный смысл	1	1
378	из этих	5	1
379	первые опыты	1	1
380	вопрос что	2	1
381	ни одна	2	1
382	и тот	1	1
383	только один	1	1
384	во многих	1	1
385	внимания к	1	1
386	но ведь	4	1
387	претендовать на	1	1
388	вообще не	3	1
389	не могла	1	1
390	в определенном	1	1
391	главным образом	1	1
392	о которой	2	1
393	с именем	1	1
394	он должен	1	1
395	же это	2	1
396	не как	3	1
397	в силу	3	1
398	и вот	3	1
399	том чтобы	6	1
400	свое время	2	1
401	чтобы в	1	1
402	мысли как	1	1
403	его от	1	1
404	что ни	1	1
405	смысле как	3	1
406	жить в	1	1
407	то ни	1	1
408	что все	1	1
409	на этой	3	1
410	или даже	1	1
411	а как	3	1
412	входит в	2	1
413	этом смысле	11	1
414	что неизбежно	1	1
415	истории и	4	1
416	по истории	2	1
417	и тем	5	1
418	к области	1	1
419	на свои	2	1
420	для них	1	1
421	но уже	2	1
422	соответствии с	2	1
423	как об	9	1
424	этого не	2	1
425	с тем	6	1
426	и уже	3	1
427	этим и	1	1
428	она действительно	1	1
429	он и	2	1
430	к а	1	1
431	можно считать	1	1
432	духовной жизни	3	1
433	и того	2	1
434	нисколько не	3	1
435	истории русской	1	1
436	письма и	1	1
437	в г	5	1
438	на других	1	1
439	в гораздо	1	1
440	и без	2	1
441	это делает	2	1
442	установка на	1	1
443	но которые	1	1
444	к предмету	1	1
445	каким был	1	1
446	как произведение	1	1
447	большей степени	2	1
448	основной целью	1	1
449	в отличие	3	1
450	в которых	6	1
451	мысли и	2	1
452	не исчерпывается	2	1
453	которых так	1	1
454	и другого	1	1
455	нельзя было	1	1
456	в одном	4	1
457	от породившей	1	1
458	не его	1	1
459	по ее	1	1
460	и более	1	1
461	в прошлом	2	1
462	чем собственно	1	1
463	и наоборот	2	1
464	не должно	1	1
465	что этот	1	1
466	ним в	1	1
467	этой работы	3	1
468	например и	1	1
469	иной раз	2	1
470	был прав	1	1
471	вовсе не	6	1
472	в отношении	2	1
473	на рубеже	2	1
474	так как	13	1
475	гораздо большей	1	1
476	как обычно	1	1
477	человечества и	1	1
478	вполне справедливо	1	1
479	самого начала	1	1
480	как о	4	1
481	мысли в	1	1
482	легко представить	1	1
483	было встречено	1	1
484	дело в	3	1
485	например что	2	1
486	и имеет	1	1
487	в самых	1	1
488	даже как	1	1
489	из их	1	1
490	имеют не	1	1
491	это еще	2	1
492	не могло	1	1
493	каждый из	2	1
494	нельзя не	4	1
495	вопрос который	1	1
496	так много	1	1
497	и всегда	1	1
498	текста и	3	1
499	в самой	1	1
500	невозможно но	2	1
501	на тему	2	1
502	этих двух	1	1
503	или как	3	1
504	свои вопросы	1	1
505	и чувства	1	1
506	был и	1	1
507	в текст	1	1
508	о чем-то	1	1
509	мы помним	1	1
510	не до	2	1
511	не потому	1	1
512	к отдельным	2	1
513	к сфере	1	1
514	не могут	5	1
515	когда мы	2	1
516	в среде	1	1
517	могут быть	4	1
518	большей мере	4	1
519	же самое	2	1
520	становится возможным	1	1
521	всего в	1	1
522	анализа и	1	1
523	что оно	2	1
524	но также	14	1
525	если же	2	1
526	о них	2	1
527	говорит о	3	1
528	вкус к	1	1
529	и которая	1	1
530	приходит к	1	1
531	из всего	1	1
532	в виду	4	1
533	он вовсе	1	1
534	е все	1	1
535	того времени	1	1
536	свою очередь	1	1
537	данном случае	5	1
538	в в	3	1
539	для читателя	1	1
540	от изучения	1	1
541	реальной действительности	1	1
542	с самого	1	1
543	в дальнейшем	2	1
544	и соответствующую	1	1
545	на свой	1	1
546	в xix	1	1
547	различие между	1	1
548	наблюдения и	1	1
549	на нее	2	1
550	и прочих	1	1
551	здесь нет	4	1
552	мог бы	2	1
553	и глубины	1	1
554	историю своей	1	1
555	других и	1	1
556	жизнь и	1	1
557	то без	1	1
558	он сам	3	1
559	нас и	1	1
560	но здесь	1	1
561	собой задачу	1	1
562	к общим	1	1
563	имеет право	1	1
564	и т.д	4	1
565	и т.п	1	1
566	говорит об	1	1
567	одного из	1	1
568	говорилось о	1	1
569	с другой	8	1
570	этим не	1	1
571	все в	1	1
572	во всех	2	1
573	нем не	1	1
574	не со	1	1
575	во втором	2	1
576	находит свое	1	1
577	и содержания	1	1
578	непосредственно в	1	1
579	наконец в	1	1
580	громадное впечатление	1	1
581	к концу	1	1
582	в лучшем	1	1
583	своему содержанию	1	1
584	как вообще	1	1
585	быть сказано	1	1
586	его изучение	1	1
587	все зависит	1	1
588	как например	5	1
589	тот же	1	1
590	в какой	4	1
591	но чрезвычайно	1	1
592	те связи	1	1
593	в стороне	1	1
594	времени и	4	1
595	все той	1	1
596	всяком случае	3	1
597	и ее	4	1
598	времени как	1	1
599	с одной	4	1
600	именно на	2	1
601	нечто иное	1	1
602	с какой	1	1
603	человеческой личности	1	1
604	есть в	1	1
605	литературы не	1	1
606	на всем	1	1
607	литературы в	3	1
608	и у	1	1
609	уже в	5	1
610	в жизни	1	1
611	не одного	1	1
612	не дает	1	1
613	этого процесса	1	1
614	когда оно	1	1
615	но совершенно	1	1
616	в но	2	1
617	его и	1	1
618	но для	1	1
619	человека на	1	1
620	этот взгляд	1	1
621	ни с	2	1
622	одно из	5	1
623	характер но	1	1
624	представить себе	5	1
625	и та	1	1
626	иначе как	1	1
627	произведения и	2	1
628	ее не	1	1
629	сказано не	1	1
630	и никогда	1	1
631	отличие от	3	1
632	в текстах	3	1
633	рядом с	2	1
634	в особенности	4	1
635	из двух	2	1
636	говорится что	1	1
637	и из	1	1
638	легче и	1	1
639	и тех	1	1
640	еще и	3	1
641	слово но	1	1
642	обратиться к	1	1
643	можно назвать	1	1
644	к человеку	1	1
645	связано с	1	1
646	них и	2	1
647	одной стороны	4	1
648	потом в	1	1
649	из наиболее	4	1
650	не на	1	1
651	и своим	1	1
652	в руках	1	1
653	философской мысли	2	1
654	главе с	1	1
655	писателя не	1	1
656	что мы	2	1
657	жизнь в	1	1
658	его биографии	1	1
659	конечной целью	1	1
660	так называемых	4	1
661	не видит	1	1
662	в далеком	1	1
663	русской литературы	1	1
664	как это	5	1
665	однако для	1	1
666	речь не	1	1
667	например когда	1	1
668	но все	3	1
669	из которых	2	1
670	о чем	4	1
671	в данном	11	1
672	она есть	5	1
673	в положении	1	1
674	в ряду	1	1
675	и другой	1	1
676	не умели	1	1
677	быть не	1	1
678	только о	2	1
679	него в	2	1
680	самом же	1	1
681	но это	1	1
682	в который	1	1
683	не мог	2	1
684	до уровня	1	1
685	своим слушателям	1	1
686	отношения между	1	1
687	центре внимания	2	1
688	как уже	2	1
689	тем более	2	1
690	конце концов	2	1
691	мы должны	1	1
692	прямо противоположный	1	1
693	идет об	2	1
694	сказано о	1	1
695	хотя в	2	1
696	есть продукт	1	1
697	самому и	1	1
698	давно уже	1	1
699	нами не	2	1
700	и прямо	1	1
701	о своем	1	1
702	сведения о	1	1
703	от своего	1	1
704	сказать что	5	1
705	и внутренне	1	1
706	в свою	1	1
707	взгляда на	4	1
708	первом случае	2	1
709	чем иным	1	1
710	культуры в	5	1
711	в свое	2	1
712	для которой	1	1
713	время не	1	1
714	ли они	1	1
715	и другие	1	1
716	и эта	1	1
717	во всяком	3	1
718	все что	1	1
719	этой точки	1	1
