N	2gram	Bakhtin_Fr_6	Myslijsy
1	потому что	3	49
2	для нас	2	31
3	то есть	24	30
4	и в	41	24
5	может быть	2	23
6	то что	10	20
7	и не	3	19
8	в том	2	18
9	а не	2	18
10	что в	7	16
11	не только	10	15
12	по себе	1	15
13	того же	4	14
14	при этом	3	13
15	не в	4	13
16	было бы	3	13
17	то же	5	12
18	но не	2	12
19	мы можем	1	12
20	не может	4	12
21	мы не	2	11
22	таким образом	17	11
23	вместе с	6	11
24	что и	1	11
25	что мы	2	11
26	только в	3	11
27	как в	4	10
28	в себе	5	10
29	для него	1	10
30	тогда когда	2	10
31	так что	2	10
32	так как	10	10
33	в нем	16	9
34	вовсе не	7	9
35	но и	13	9
36	как бы	7	9
37	и на	9	8
38	в этом	12	8
39	более или	1	8
40	том что	7	8
41	или менее	1	8
42	могут быть	1	8
43	под влиянием	1	8
44	а в	4	8
45	в чем	3	7
46	во всех	17	7
47	с этим	3	7
48	как и	7	7
49	между собою	5	7
50	того как	1	7
51	не могут	2	7
52	прежде всего	10	7
53	тем что	5	7
54	того что	3	7
55	между двумя	1	6
56	что если	2	6
57	и как	4	6
58	и того	1	6
59	одного и	2	6
60	в то	6	6
61	не имеет	1	6
62	связи с	2	6
63	есть только	3	6
64	между тем	2	6
65	в одном	5	6
66	с другой	4	6
67	не было	1	6
68	этого слова	1	6
69	по поводу	1	6
70	если б	2	5
71	что они	2	5
72	все же	4	5
73	уже в	4	5
74	бы не	1	5
75	не менее	1	5
76	с ним	4	5
77	так и	5	5
78	о том	9	5
79	с другими	3	5
80	а потому	1	5
81	тот же	4	5
82	таких же	1	5
83	из них	5	5
84	в них	7	5
85	для того	1	5
86	в природе	1	5
87	что не	3	5
88	и их	3	5
89	представляется нам	1	5
90	только для	1	5
91	в которой	1	5
92	сам по	1	4
93	в самом	10	4
94	еще не	1	4
95	одним словом	1	4
96	удовольствия и	2	4
97	но в	8	4
98	уже не	1	4
99	из этих	2	4
100	как он	2	4
101	так сказать	2	4
102	и если	1	4
103	то все	1	4
104	с тем	1	4
105	в котором	4	4
106	место в	1	4
107	сих пор	3	4
108	одном из	1	4
109	между прочим	1	4
110	они не	3	4
111	образом в	2	4
112	одна из	1	4
113	от их	1	4
114	в некоторых	1	4
115	то время	1	4
116	никогда не	8	4
117	без сомнения	1	4
118	и что	5	4
119	что он	6	4
120	с одной	4	4
121	в других	1	4
122	до сих	3	4
123	влияние на	1	4
124	там где	5	4
125	от него	2	4
126	во время	9	4
127	в таком	1	4
128	например в	6	3
129	человека и	2	3
130	и то	2	3
131	тем же	1	3
132	с таким	1	3
133	той же	5	3
134	полагает что	1	3
135	есть нечто	2	3
136	то это	1	3
137	что его	1	3
138	хотя и	2	3
139	что это	5	3
140	в целом	1	3
141	думать что	1	3
142	мы чувствуем	1	3
143	во многих	1	3
144	имеет для	1	3
145	чем сильнее	1	3
146	при виде	1	3
147	не как	1	3
148	человека в	1	3
149	его не	1	3
150	на все	3	3
151	его в	1	3
152	это не	1	3
153	и тем	1	3
154	кажется что	2	3
155	рядом с	5	3
156	далеко не	1	3
157	и тогда	1	3
158	в эту	2	3
159	в этих	2	3
160	себе в	2	3
161	того кто	1	3
162	в ней	4	3
163	на него	1	3
164	которых мы	2	3
165	если мы	2	3
166	те же	3	3
167	мог бы	1	3
168	том как	1	3
169	и вообще	4	3
