N	3gram	Propp_Isto_4	Myshleni
1	с другой стороны	4	9
2	о том что	2	6
3	вместе с тем	1	5
4	в целом и	1	5
5	по сравнению с	3	5
6	так же как	12	5
7	не может быть	4	5
8	в то время	1	5
9	же как и	4	4
10	до сих пор	5	4
11	то время как	1	4
12	но вместе с	1	4
13	можно сказать что	1	4
14	смысле этого слова	2	3
15	на то что	3	3
16	то же самое	2	3
17	к тому что	1	3
18	привели нас к	2	3
19	и тем самым	1	3
20	и то же	1	2
21	указывает на то	1	2
22	в зависимости от	1	2
23	является то что	1	2
24	независимо от того	1	2
25	он показывает что	1	2
26	в приложении к	1	2
27	на этот вопрос	2	2
28	одно и то	1	2
29	так как он	2	2
30	в данном случае	3	2
31	в наши задачи	1	2
32	таким образом и	1	2
33	только тогда когда	1	2
34	потому что он	1	1
35	то что и	1	1
36	совершенно то же	1	1
37	и с помощью	1	1
38	было бы назвать	1	1
39	в свете этих	2	1
40	тем более что	1	1
41	и не может	1	1
42	что он не	1	1
43	но и в	1	1
44	как мы увидим	1	1
45	тех случаях когда	2	1
46	представить себе что	1	1
47	что так же	1	1
48	этом мы скажем	1	1
49	они представляют собой	1	1
50	точно так же	5	1
51	может привести к	1	1
52	и тем что	1	1
53	и то что	5	1
54	все эти черты	1	1
55	в этой связи	1	1
56	содержит в себе	2	1
57	никакой связи с	1	1
58	но и это	1	1
59	если бы мы	1	1
60	не только в	2	1
61	как это легко	1	1
62	не только как	1	1
63	таким же образом	1	1
64	указать еще на	1	1
65	мы видели что	3	1
66	в тех случаях	2	1
67	не может входить	1	1
68	в общих чертах	1	1
69	как и все	1	1
70	мы не можем	1	1
71	таким образом мы	1	1
72	с этих пор	1	1
73	об этом мы	1	1
74	еще одно обстоятельство	1	1
75	и вместе с	1	1
76	что у него	1	1
77	в связь с	1	1
78	он не имеет	1	1
79	что в данном	1	1
80	и социальным развитием	1	1
81	но все же	4	1
82	вопрос о связи	1	1
83	целом и его	1	1
84	в том числе	1	1
85	и т д	24	1
86	тем не менее	2	1
87	мы уже знаем	1	1
88	как и в	1	1
89	приводит нас к	4	1
