N	2gram	Vygotskiy__5	Myshleni
1	в том	27	42
2	том что	21	35
3	с помощью	2	31
4	в процессе	1	27
5	таким образом	20	25
6	в этом	14	24
7	точки зрения	7	24
8	в качестве	2	21
9	и в	30	20
10	что в	24	19
11	заключается в	8	18
12	в основе	7	17
13	то же	7	16
14	не только	16	15
15	то что	37	15
16	что они	5	14
17	как мы	5	13
18	в их	3	12
19	при этом	8	12
20	может быть	11	12
21	с другой	9	12
22	потому что	23	12
23	с точки	2	11
24	в его	4	11
25	так же	13	11
26	этого слова	1	11
27	в целом	5	11
28	мы должны	3	11
29	и то	9	10
30	в себе	5	10
31	в отношении	2	10
32	того что	8	10
33	мы видим	8	10
34	только в	5	10
35	если мы	16	10
36	так как	9	10
37	того же	2	9
38	и другие	3	9
39	могли бы	4	9
40	и как	7	9
41	согласно которому	1	9
42	как и	6	9
43	между тем	1	9
44	мы могли	4	9
45	что и	3	9
46	тот же	3	9
47	с одной	12	9
48	слова в	1	9
49	одной стороны	12	9
50	как это	7	9
51	те и	1	9
52	другой стороны	5	9
53	но и	6	9
54	и тем	6	8
55	было бы	5	8
56	этом смысле	2	8
57	тогда когда	1	8
58	и что	23	8
59	вместе с	12	8
60	и не	6	8
61	в результате	4	8
62	самом деле	8	7
63	собственном смысле	1	7
64	один и	1	7
65	и тот	1	7
66	в своей	4	7
67	с другом	3	7
68	могут быть	8	7
69	же самое	5	7
70	того чтобы	20	7
71	в собственном	1	7
72	тем что	6	7
73	этом отношении	3	7
74	а не	8	7
75	что мы	11	7
76	смысле этого	1	7
77	как бы	19	7
78	друг с	3	7
79	же как	2	6
80	в самом	14	6
81	той же	3	6
82	и на	3	6
83	тому же	1	6
84	этот процесс	1	6
85	одно и	3	6
86	с тем	8	6
87	мы видели	1	6
88	одного и	2	6
89	к тому	8	6
90	можно было	3	6
91	в силу	3	6
92	что он	17	6
93	уже в	6	6
94	и между	3	6
95	не может	9	6
96	сказать что	9	6
97	речь идет	1	5
98	мы имели	1	5
99	мы уже	6	5
100	между собой	2	5
101	как в	3	5
102	с этим	2	5
103	все же	7	5
104	перед нами	2	5
105	целый ряд	3	5
106	и к	4	5
107	в действительности	1	5
108	увидим что	9	5
109	все эти	2	5
110	на то	17	5
111	одной и	2	5
112	это не	3	5
113	это положение	1	5
114	и того	2	5
115	только не	5	5
116	и его	6	5
117	не является	2	5
118	никогда не	9	5
119	так и	3	5
120	если бы	11	5
121	о том	10	5
122	говорит он	2	5
123	обе эти	2	5
124	мы можем	7	5
125	для того	20	5
126	в частности	4	5
127	что слова	1	5
128	что такое	1	5
129	тем же	3	4
130	этой теории	2	4
131	в сущности	12	4
132	первый план	3	4
133	видим таким	1	4
134	в своем	6	4
135	показали что	2	4
136	в нашем	2	4
137	нами в	1	4
138	как он	2	4
139	состоит в	3	4
140	как они	2	4
