N	3gram	Vinokur_St_2	Psycholo
1	для того чтобы	5	19
2	на то что	2	16
3	в том что	16	14
4	в сущности говоря	1	8
5	что в этом	1	6
6	в зависимости от	1	6
7	о том что	11	6
8	заключается в том	1	6
9	к тому что	5	6
10	в самом деле	2	5
11	до сих пор	5	5
12	с другой стороны	3	5
13	по сравнению с	1	4
14	тот факт что	4	4
15	друг к другу	1	4
16	не только не	2	4
17	по этому поводу	2	4
18	иметь в виду	3	3
19	одним и тем	1	3
20	сам по себе	1	3
21	вместе с тем	5	3
22	с тем что	2	3
23	на этот вопрос	1	3
24	одно и то	1	3
25	и то же	1	3
26	то что он	2	3
27	и тем же	1	3
28	с самого начала	3	3
29	и т п	3	3
30	и т д	6	3
31	в этом отношении	9	3
32	в этом случае	1	2
33	с точки зрения	2	2
34	принять во внимание	2	2
35	в отличие от	2	2
36	то что в	2	2
37	обратить внимание на	4	2
38	так же как	3	2
39	в данном случае	1	2
40	сами по себе	2	2
41	в том чтобы	1	2
42	в конце концов	1	2
43	что в трагедии	1	2
44	вопрос о том	3	2
45	по его мнению	1	2
46	и в результате	1	2
47	на самом деле	1	2
48	в основе трагедии	1	2
49	том что она	1	1
50	том что в	2	1
51	он попал в	1	1
52	только потому что	2	1
53	дело в том	4	1
54	по отношению к	1	1
55	того чтобы показать	1	1
56	более или менее	2	1
57	шекспира но и	1	1
58	в этом смысле	1	1
59	ни на чем	1	1
60	том что он	5	1
61	и как он	1	1
62	них как на	1	1
63	и в этом	2	1
64	в одной из	2	1
65	в другом месте	2	1
66	что он не	4	1
67	этому поводу что	1	1
68	как на его	1	1
69	и именно в	1	1
70	но он не	1	1
71	в каждом данном	1	1
72	в приложении к	1	1
73	и др в	1	1
74	не то что	1	1
75	он никогда не	1	1
76	не могло быть	1	1
77	во внимание что	1	1
78	о том в	1	1
79	факт что в	1	1
80	той точки зрения	1	1
81	и что он	1	1
82	которого ничего не	1	1
83	без всякого внимания	1	1
84	потому что оно	1	1
85	принадлежат к числу	1	1
86	трагедии дело в	1	1
87	как и вообще	1	1
88	на них как	1	1
89	но вместе с	1	1
90	и в трагедии	1	1
91	именно в этом	1	1
92	для своей трагедии	1	1
93	что у него	1	1
94	и в том	1	1
95	потому что они	1	1
96	что действующие лица	1	1
97	ни в каком	1	1
98	который говорил что	1	1
99	внимание на тот	1	1
100	по мнению автора	1	1
101	то обстоятельство что	4	1
102	в то время	1	1
103	сих пор в	1	1
104	в свою очередь	1	1
105	виде как она	1	1
106	после того как	4	1
107	ничего общего с	1	1
108	речь идет о	3	1
109	что он просто	1	1
110	в которой пушкину	1	1
111	в том смысле	2	1
112	говорит об этом	2	1
113	в ответ на	1	1
114	вместо того чтобы	1	1
115	если принять во	2	1
116	в письме к	5	1
117	и в другом	1	1
