N	3gram	Vinokur_St_1	Istorich
1	с другой стороны	6	8
2	и т д	21	8
3	с одной стороны	2	7
4	в этом случае	2	6
5	в том что	17	5
6	до сих пор	7	4
7	не только в	4	4
8	о том что	11	4
9	о том как	1	3
10	в данном случае	6	3
11	то время как	1	3
12	в то время	2	3
13	не может быть	5	3
14	потому что он	1	2
15	том что в	3	2
16	но и в	2	2
17	только то что	1	2
18	что в нем	2	2
19	точно так же	1	2
20	т е в	2	2
21	во всяком случае	6	2
22	по отношению к	3	2
23	но все же	3	2
24	после того как	1	2
25	можно было бы	8	2
26	как и в	2	2
27	что и в	4	2
28	должны были бы	1	1
29	однако и в	1	1
30	в другом месте	1	1
31	как производное от	1	1
32	на том что	1	1
33	в обоих случаях	1	1
34	что должны быть	1	1
35	по так называемым	1	1
36	в прямом смысле	1	1
37	если таким образом	1	1
38	в которых он	1	1
39	но то что	1	1
40	так как в	2	1
41	в том числе	2	1
42	том что он	1	1
43	же как и	1	1
44	в одной из	1	1
45	тем что в	2	1
46	сих пор не	1	1
47	и не может	1	1
48	в зависимости от	1	1
49	мне кажется что	2	1
50	что в одном	1	1
51	т д но	4	1
52	таким образом в	1	1
53	том числе и	2	1
54	еще не означает	1	1
55	если бы она	1	1
56	но это не	1	1
57	на этот вопрос	1	1
58	а иногда и	2	1
59	прямом смысле этого	1	1
60	то или иное	3	1
61	и то что	2	1
62	это может быть	1	1
63	так же как	3	1
64	и мн др	3	1
65	вообще не существует	2	1
66	на эти вопросы	3	1
67	это прежде всего	2	1
68	а также и	2	1
69	а с другой	1	1
70	всяком случае не	1	1
71	так или иначе	2	1
72	они есть в	1	1
73	это не значит	3	1
74	всяком случае в	2	1
75	и в том	2	1
76	что от этого	1	1
77	в том смысле	2	1
78	в свое время	2	1
79	надо сказать что	1	1
80	так например в	4	1
81	и некоторые другие	1	1
82	к концу жизни	1	1
83	том смысле что	1	1
84	так и в	4	1
85	и что от	1	1
86	речь идет о	2	1
87	с этой стороны	1	1
88	на то что	4	1
89	в какой-то степени	1	1
90	из этих двух	2	1
91	не значит что	3	1
92	но в целом	2	1
93	так как по	1	1
94	тем не менее	2	1
95	для того чтобы	10	1
96	что у нас	1	1
97	т д в	1	1
98	смысле этого слова	1	1
