N	2gram	Tiupa_Hudo_2	StatiiOP
1	и в	28	44
2	в том	15	36
3	и т	4	30
4	что в	5	30
5	том что	19	29
6	в этом	13	21
7	т д	2	21
8	вовсе не	2	19
9	не только	11	18
10	то что	6	18
11	было бы	3	17
12	о том	12	17
13	а в	6	17
14	а не	14	16
15	и не	18	16
16	может быть	8	15
17	т е	2	15
18	в области	1	14
19	в данном	2	14
20	как в	5	13
21	можно было	3	13
22	не в	13	12
23	в тексте	5	12
24	самом деле	3	11
25	в этой	5	11
26	того чтобы	4	11
27	точки зрения	2	11
28	но в	2	10
29	для того	4	10
30	что он	8	10
31	только в	4	10
32	но и	9	10
33	также и	1	9
34	как и	11	9
35	в то	6	9
36	так и	8	9
37	во второй	2	9
38	если бы	6	9
39	того что	1	9
40	в его	11	9
41	т п	2	9
42	с другой	3	9
43	например в	1	8
44	во всех	1	8
45	все же	2	8
46	но ведь	1	8
47	это не	6	8
48	из них	2	8
49	с точки	2	8
50	и его	5	8
51	не может	4	8
52	я не	7	7
53	что они	4	7
54	в самом	5	7
55	другой стороны	1	7
56	для нас	3	7
57	и об	2	7
58	этом отношении	1	7
59	до сих	2	7
60	прежде всего	3	7
61	сих пор	2	7
62	сказать что	2	7
63	по поводу	3	7
64	со стороны	3	6
65	из этих	2	6
66	в своей	6	6
67	потому что	2	6
68	данном случае	2	6
69	что и	4	6
70	так что	1	6
71	для него	5	6
72	именно в	2	6
73	дело в	1	6
74	в той	1	6
75	что же	2	6
76	но это	1	6
77	хотя бы	2	6
78	и то	2	5
79	то же	6	5
80	той же	2	5
81	все эти	1	5
82	в нем	3	5
83	г в	1	5
84	в слове	1	5
85	в котором	6	5
86	не менее	5	5
87	никогда не	5	5
88	ср в	1	5
89	так как	1	5
90	тем что	6	5
91	и даже	1	5
92	там где	1	5
93	xix в	1	5
94	все это	3	5
95	была бы	3	5
96	совершенно не	1	5
97	жизни и	6	5
98	так же	3	5
99	как это	7	4
100	это и	1	4
101	в которой	1	4
102	столь же	3	4
103	бы и	4	4
104	что это	5	4
105	что она	7	4
106	по словам	1	4
107	но все	1	4
108	том как	2	4
109	дело не	2	4
110	же время	4	4
111	как будто	4	4
112	в ее	18	4
113	что у	3	4
114	и что	1	4
115	заключается в	1	4
116	во втором	2	4
117	в качестве	4	4
118	же и	2	4
119	как раз	4	4
120	не было	6	4
121	к которому	1	4
122	в частности	7	4
123	как бы	5	4
124	еще более	1	4
125	или иного	2	4
126	того или	2	4
127	это в	1	4
128	гораздо более	2	4
129	же как	2	3
130	в ней	3	3
131	еще не	3	3
132	он был	1	3
133	своего рода	16	3
134	но не	4	3
135	не все	3	3
136	ответ на	2	3
137	по отношению	7	3
138	или иное	1	3
139	как к	1	3
140	это просто	1	3
141	то в	4	3
