N	2gram	Bakhtin_Fr_7	slovoVRo
1	и в	41	41
2	в нем	7	30
3	то есть	20	26
4	в романе	7	21
5	во всех	3	17
6	не только	5	16
7	и не	7	16
8	точки зрения	5	16
9	но и	9	16
10	а не	2	15
11	то же	13	14
12	и на	4	14
13	в то	10	14
14	и его	9	14
15	может быть	4	14
16	и др	2	14
17	не может	3	14
18	слова и	1	13
19	в сущности	4	13
20	в его	12	13
21	в этом	15	12
22	до конца	2	12
23	же время	9	12
24	как бы	7	12
25	так и	10	11
26	язык и	1	10
27	в большинстве	2	10
28	в той	3	10
29	себя в	1	9
30	все эти	13	9
31	таким образом	19	9
32	точка зрения	2	8
33	как в	5	8
34	но в	8	8
35	с точки	3	8
36	как мы	11	8
37	в особенности	2	8
38	или в	2	8
39	слова в	1	8
40	прежде всего	11	8
41	отношение к	2	7
42	все же	1	7
43	в слове	1	7
44	в своей	3	7
45	не в	9	7
46	вовсе не	7	7
47	с ним	2	7
48	на фоне	1	7
49	все они	6	7
50	во всяком	2	7
51	того же	3	6
52	при этом	3	6
53	в плане	5	6
54	это не	6	6
55	в них	7	6
56	в отношении	3	6
57	оно не	2	6
58	только в	6	6
59	большинстве случаев	2	6
60	и даже	1	6
61	по своим	1	6
62	а в	5	6
63	и к	5	5
64	в самом	1	5
65	он в	1	5
66	так сказать	3	5
67	далеко не	2	5
68	всяком случае	1	5
69	все это	10	5
70	в основе	1	5
71	со своим	1	5
72	не на	3	5
73	к нему	5	5
74	как его	1	5
75	и непосредственно	1	5
76	еще более	2	5
77	почти вовсе	1	5
78	ту же	2	4
79	одним из	1	4
80	в ней	5	4
81	еще не	2	4
82	с его	2	4
83	за пределы	1	4
84	перед нами	2	4
85	и наконец	4	4
86	в которой	2	4
87	но именно	3	4
88	не как	1	4
89	в каждом	1	4
90	связанных с	3	4
91	и с	4	4
92	как и	14	4
93	автора и	1	4
94	в их	3	4
95	речи в	1	4
96	том же	1	4
97	в процессе	2	4
98	преимущественно в	1	4
99	и для	5	4
100	с ее	3	4
101	ничего не	4	4
102	о нем	3	4
103	все его	3	4
104	один из	1	4
105	оно и	2	4
106	ли он	1	4
107	рядом с	4	4
108	и все	14	4
109	и потому	3	4
110	мы сказали	1	4
111	и формы	1	4
112	и от	8	4
113	кроме того	3	4
114	здесь в	1	4
115	также и	2	3
116	в первом	1	3
117	эта форма	1	3
118	данном случае	1	3
119	в своем	9	3
120	более или	2	3
121	выражение в	3	3
122	все слова	1	3
123	в себе	11	3
124	связанные с	3	3
125	и может	2	3
126	его в	3	3
127	было бы	4	3
128	он не	4	3
129	или менее	2	3
130	и ее	2	3
131	которые в	1	3
132	не должно	3	3
133	на всю	2	3
134	а иногда	1	3
135	она не	1	3
136	следовательно и	2	3
137	никогда не	2	3
138	в разных	2	3
139	и здесь	4	3
140	не могут	1	3
141	в других	1	3
142	к тому	2	3
143	смысле в	1	3
144	и этим	1	3
145	образом в	1	3
146	но здесь	1	3
147	тем чем	1	3
148	о том	6	3
149	и во	2	3
150	у рабле	18	3
151	переходит в	1	3
152	все время	2	3
153	в него	1	3
154	того что	2	3
155	в том	11	3
156	словом и	1	3
157	поэтому и	3	3
158	бы ни	1	3
159	в качестве	9	3
160	и других	2	3
161	из них	3	3
162	его и	1	3
163	для него	6	3
164	так как	3	3
165	у него	6	3
166	выходит за	1	3
167	именно в	2	3
168	в свою	3	3
169	по всей	1	3
170	не было	3	3
171	более того	1	3
172	в истории	1	3
173	но оно	1	3
174	не были	1	3
175	с этим	2	3
176	в данном	2	3
177	и оценок	2	3
178	и там	1	3
179	по существу	8	3
180	с этой	1	3
181	как только	1	3
182	в основном	1	3
183	при всем	1	3
184	мы найдем	3	3
185	в результате	2	3
186	формах и	2	3
187	лишь как	1	3
188	одной из	2	3
189	с ними	3	3
190	из этого	1	3
191	в свое	2	3
192	но эти	1	3
193	которая не	1	3
194	например в	3	2
195	на самом	2	2
196	в чисто	1	2
197	в котором	1	2
198	оно было	2	2
199	мы уже	12	2
200	той же	3	2
201	а как	1	2
202	мы не	2	2
203	время как	1	2
204	это отношение	1	2
205	они были	1	2
206	конечно и	1	2
207	и заставляет	2	2
208	свою очередь	3	2
209	дает им	1	2
210	и то	2	2
211	по своему	2	2
212	в ее	1	2
213	он может	3	2
214	но не	1	2
215	абстрактный момент	1	2
216	что они	1	2
217	как к	1	2
218	хотя и	4	2
219	от этой	1	2
220	от этого	3	2
221	есть для	1	2
222	нами в	1	2
223	другом случае	1	2
224	и те	3	2
225	не могла	1	2
226	время и	1	2
227	они в	2	2
228	различные формы	1	2
229	том и	2	2
230	и по	3	2
231	на этом	5	2
232	одно и	2	2
233	на все	1	2
234	и иных	1	2
235	для них	1	2
236	том что	4	2
237	в этих	2	2
238	но он	4	2
239	уже сказали	1	2
240	где нет	1	2
241	даже в	1	2
242	остановимся на	2	2
243	и форм	1	2
244	дело не	2	2
245	все свои	2	2
246	явление в	2	2
247	в сознании	1	2
248	ему не	1	2
249	у нас	1	2
250	вокруг него	1	2
251	правда не	2	2
252	и самое	1	2
253	поколений и	1	2
254	и о	1	2
255	но по	2	2
256	зрения не	1	2
257	при всех	1	2
258	так в	1	2
259	роль в	2	2
260	на том	2	2
261	можно было	3	2
262	не с	1	2
263	эта игра	1	2
264	иногда в	3	2
265	из одного	4	2
266	в построении	2	2
267	в другом	1	2
268	одного из	2	2
269	а также	2	2
270	нас в	3	2
271	этот элемент	1	2
272	наконец в	1	2
273	слов и	4	2
274	в лучшем	1	2
275	и самая	2	2
276	здесь не	1	2
277	мы видим	6	2
278	осмысления и	1	2
279	между тем	1	2
280	и тем	1	2
281	с которыми	1	2
282	так что	1	2
283	связи с	1	2
284	он их	1	2
285	уже не	2	2
286	и у	5	2
287	если мы	1	2
288	только на	2	2
289	в виде	1	2
290	или даже	1	2
291	характерно что	2	2
292	в известной	1	2
293	в одном	3	2
294	свое выражение	1	2
295	исторического становления	1	2
296	в другой	1	2
297	оно лишь	1	2
298	не есть	2	2
299	на которые	1	2
300	а на	2	2
301	для романа	1	2
302	знает только	1	2
303	что все	2	2
304	и глубокое	2	2
305	связь с	1	2
306	возможности в	1	2
307	в частности	1	2
308	так же	5	2
309	его как	2	2
310	в речах	1	2
311	этого типа	1	2
312	такого рода	1	2
313	романного целого	1	2
314	должно быть	4	2
315	в контексте	1	2
316	и слово	1	2
317	ибо он	1	2
318	одна из	4	2
319	имеет дело	2	2
320	у них	2	2
321	интерес к	2	2
322	потому что	5	2
323	ни было	2	2
324	между ними	1	2
325	с ней	1	2
326	сказать что	1	2
327	они как	2	2
328	автора в	1	2
329	одновременно и	2	2
330	первом случае	1	2
331	бы его	1	2
332	и эта	3	2
333	к этому	5	2
334	с жизнью	1	1
335	и через	1	1
336	не остается	1	1
337	названных нами	3	1
338	сын и	1	1
339	тех же	1	1
340	между всеми	1	1
341	к данному	1	1
342	и есть	3	1
343	из самых	3	1
344	речи на	1	1
345	и до	6	1
346	и внешне	1	1
347	и степени	1	1
348	ведь и	1	1
349	с таким	1	1
350	а напротив	1	1
351	свой мир	1	1
352	его не	1	1
353	из всех	2	1
354	в несколько	1	1
355	со всех	2	1
356	мы имеем	2	1
357	брань и	2	1
358	что между	2	1
359	именно к	1	1
360	место в	4	1
361	оба эти	1	1
362	для рабле	2	1
363	но она	1	1
364	но даже	1	1
365	и со	2	1
366	внешние признаки	1	1
367	речь эта	1	1
368	героев в	1	1
369	всех сторон	1	1
370	форма построения	1	1
371	на другом	2	1
372	он был	3	1
373	именно эти	1	1
374	разобранных нами	1	1
375	заложены в	1	1
376	которое он	2	1
377	этим не	1	1
378	там и	1	1
379	его так	1	1
380	а следовательно	2	1
381	как целое	1	1
382	предмета его	1	1
383	а только	2	1
384	есть своя	1	1
385	со всеми	2	1
386	свою жизнь	1	1
387	менее всего	1	1
388	в новом	1	1
389	иногда и	1	1
390	отличие от	1	1
391	в едином	1	1
392	и ограничений	2	1
393	в настоящем	1	1
394	характер и	1	1
395	в одной	2	1
396	его на	1	1
397	и языки	1	1
398	в значительной	2	1
399	в течение	2	1
400	первых двух	2	1
401	и где	1	1
402	и слова	1	1
403	целый ряд	4	1
404	что по	1	1
405	их они	1	1
406	его к	3	1
407	может объединять	1	1
408	них он	1	1
409	где все	2	1
410	в себя	2	1
411	к другому	1	1
412	этот новый	1	1
413	имеем в	2	1
414	в этой	13	1
415	время этот	1	1
416	чем его	1	1
417	лица и	3	1
418	вследствие этого	1	1
419	все ее	1	1
420	в переводе	1	1
421	к миру	1	1
422	всем своем	1	1
423	чем у	1	1
424	жизнью и	1	1
425	мир как	1	1
426	формы его	1	1
427	характерное для	1	1
428	поэтому оно	1	1
429	своего времени	2	1
430	в нее	3	1
431	по аналогии	1	1
432	именно это	1	1
433	в основу	1	1
434	человека в	2	1
435	значительной степени	2	1
436	в состоянии	2	1
437	перехода из	1	1
438	здесь как	2	1
439	есть не	2	1
440	особенно в	2	1
441	из разновидностей	1	1
442	может стать	2	1
443	действительности в	1	1
444	форму и	1	1
445	но их	2	1
446	в свой	1	1
447	его образа	1	1
448	в жизни	1	1
449	смерть и	1	1
450	в ином	1	1
451	ни в	6	1
452	но уже	1	1
453	логических и	1	1
454	этого не	1	1
455	и разнообразие	2	1
456	и уже	1	1
457	несмотря на	3	1
458	мы видели	5	1
459	чем в	1	1
460	на этот	1	1
461	лживой серьезности	1	1
462	и некоторые	1	1
463	лишь абстрактный	1	1
464	и становится	1	1
465	об особом	1	1
466	места в	2	1
467	от своего	1	1
468	таким же	3	1
469	это ощущение	1	1
470	как все	1	1
471	наших дней	1	1
472	и без	1	1
473	самого слова	1	1
474	мы говорили	1	1
475	мы называем	1	1
476	в которых	2	1
477	одном из	4	1
478	из области	1	1
479	эпиграфом к	1	1
480	мир и	1	1
481	жив и	1	1
482	же мы	1	1
483	и вся	3	1
484	и по-новому	1	1
485	эпох в	1	1
486	всем формам	1	1
487	свое время	2	1
488	самого начала	1	1
489	правда в	1	1
490	одной плоскости	1	1
491	здесь на	2	1
492	ее с	1	1
493	взглянуть на	1	1
494	весь роман	1	1
495	но только	1	1
496	определенного и	1	1
497	на котором	1	1
498	дело в	2	1
499	связанное с	2	1
500	только и	1	1
501	с одним	1	1
502	слиты и	1	1
503	показывает как	1	1
504	к концу	1	1
505	видим что	1	1
506	по своей	1	1
507	и лживой	1	1
508	все явления	2	1
509	во всем	1	1
510	объединять в	1	1
511	так называемый	2	1
512	входят в	2	1
513	этом отношении	2	1
514	в каком	1	1
515	вставные новеллы	1	1
516	к той	1	1
517	глубокое различие	2	1
518	в стиле	1	1
519	среди них	1	1
520	очень часто	3	1
521	все то	3	1
522	есть только	1	1
523	во все	2	1
524	слове но	1	1
525	не знаем	2	1
526	его за	1	1
527	всего в	5	1
528	здесь они	1	1
529	встречаются и	1	1
530	и свое	1	1
531	основной особенности	1	1
532	время он	1	1
533	должен быть	2	1
534	и это	5	1
535	полной очевидностью	1	1
536	в виду	4	1
537	и чистым	1	1
538	с сохранением	1	1
539	определяется его	1	1
540	для всего	1	1
541	смерти в	3	1
542	с самого	2	1
543	культуры и	1	1
544	на свой	1	1
545	дано в	1	1
546	различие между	1	1
547	слово о	1	1
548	и которые	1	1
549	того и	1	1
550	и лица	1	1
551	на которую	1	1
552	и глубины	1	1
553	как два	1	1
554	принимая его	1	1
555	остаться в	1	1
556	вне ее	1	1
557	и ничем	1	1
558	жизнь и	2	1
559	он к	1	1
560	иного порядка	1	1
561	находится в	2	1
562	все дело	1	1
563	именно потому	1	1
