1	и в	19	37
2	в пределах	2	25
3	точки зрения	10	23
4	что в	3	21
5	не только	32	18
6	с точки	2	17
7	в то	3	16
8	то же	4	15
9	хотя бы	4	15
10	же время	4	14
11	но в	6	14
12	в качестве	21	14
13	но и	23	14
14	и не	20	14
15	в своем	2	14
16	в этом	17	12
17	в области	1	11
18	в том	18	11
19	в их	1	11
20	так и	9	10
21	в смысле	1	9
22	отнюдь не	5	9
23	не может	10	9
24	только в	4	9
25	так же	2	9
26	прежде всего	4	9
27	в себе	8	9
28	в ее	3	8
29	было бы	4	8
30	к тому	7	8
31	одной стороны	7	8
32	между тем	3	8
33	с одной	7	8
34	по своему	1	7
35	с другой	8	7
36	как и	7	7
37	также и	1	7
38	а также	7	7
39	того что	1	7
40	то есть	19	6
41	вслед за	4	6
42	том что	14	6
43	как бы	4	6
44	вовсе не	1	6
45	то что	11	6
46	во всех	1	6
47	и даже	3	6
48	и на	3	6
49	с этой	1	6
50	может быть	25	6
51	в последние	2	6
52	от этого	1	5
53	столь же	3	5
54	не в	14	5
55	в частности	14	5
56	и потому	2	5
57	и по	1	5
58	в россии	1	5
59	тем самым	6	5
60	как нам	1	5
61	но не	6	5
62	одной из	4	5
63	этой точки	2	5
64	же как	3	5
65	в той	6	5
66	со стороны	9	5
67	как мы	3	5
68	несмотря на	2	4
69	само по	1	4
70	мира в	5	4
71	для нас	1	4
72	как это	6	4
73	культуры в	1	4
74	тем более	2	4
75	сказать что	4	4
76	той или	4	4
77	к ней	1	4
78	в некотором	1	4
79	не имеет	2	4
80	то ни	3	4
81	культурной жизни	1	4
82	даже в	2	4
83	по себе	5	4
84	в самом	1	4
85	в ней	3	4
86	то в	6	4
87	именно в	6	4
88	западной европе	1	4
89	или иного	2	4
90	или иной	5	4
91	ни было	3	4
92	на всем	1	4
93	не на	2	4
94	в процессе	1	4
95	бы то	3	4
96	можно сказать	5	4
97	того или	2	4
98	мы не	1	4
99	независимо от	2	4
100	мы можем	1	3
101	потому что	1	3
102	идет о	2	3
103	отметить что	1	3
104	с другом	1	3
105	в культуре	2	3
106	в свою	3	3
107	на себя	3	3
108	место в	1	3
109	тем что	3	3
110	как было	3	3
111	ту или	2	3
112	мира и	2	3
113	и для	2	3
114	того же	1	3
115	известном смысле	2	3
116	ни на	1	3
117	в прошлом	3	3
118	говорит о	2	3
119	никогда не	3	3
120	и прежде	1	3
121	ли это	1	3
122	в результате	2	3
123	в таком	2	3
124	очевидно что	1	3
125	не дает	1	3
126	дело в	1	3
127	когда он	3	3
128	известной степени	1	3
129	и тем	4	3
130	и со	1	3
131	не будет	3	3
132	можно было	2	3
133	в данном	5	3
134	обстоит дело	1	3
135	что и	1	3
136	и к	1	3
137	как в	7	3
138	в них	1	3
139	является ли	1	3
140	время в	2	3
141	этом смысле	1	3
142	в будущем	2	3
143	во второй	2	3
144	не является	8	3
145	из них	3	3
146	этом отношении	3	3
147	себе не	2	3
148	и от	1	3
149	о том	6	3
150	в которых	1	3
151	в общем	1	3
152	или иную	2	3
153	представляет собой	12	3
154	мы видели	1	3
155	в известном	2	3
