1	в то же	5	9
2	то же время	5	9
3	в том что	2	6
4	но в то	2	5
5	в связи с	1	5
6	в том числе	4	4
7	и в эпоху	1	4
8	так же как	1	4
9	и во всех	1	3
10	до сих пор	8	3
11	в нем не	1	3
12	мысли и слова	1	2
13	здесь перед нами	1	2
14	мы находим в	2	2
15	также и в	1	2
16	дело в том	2	2
17	с точки зрения	9	2
18	в отличие от	3	2
19	же как и	1	2
20	к тому же	1	2
21	друг с другом	5	2
22	обычной жизненной колеи	1	2
23	том числе и	3	2
24	можно было бы	2	2
25	не может быть	8	2
26	то есть в	4	2
27	потому что она	1	2
28	как бы в	3	2
29	в известной мере	1	2
30	можно сказать что	2	2
31	в средние века	1	2
32	они вовсе не	1	2
33	в данном случае	1	2
34	у нее нет	1	2
35	в большинстве случаев	8	2
36	и не в	2	2
37	и мысли и	1	1
38	встречи человека с	1	1
39	игры в кости	1	1
40	со смертью и	1	1
41	как своего рода	1	1
42	в строгом смысле	2	1
43	это вовсе не	2	1
44	а именно в	1	1
45	ровно ничего не	1	1
46	на части тела	1	1
47	после того как	1	1
48	так и в	1	1
49	но дело в	1	1
50	то перед нами	4	1
51	здесь ничего не	1	1
52	как раз и	3	1
53	в общем не	1	1
54	при всей ее	1	1
55	как мы сказали	3	1
56	может быть и	1	1
57	друг от друга	1	1
58	в мировой литературе	1	1
59	образов и во	1	1
60	в своей жизни	1	1
61	и все остальные	1	1
62	на самой границе	3	1
63	хотя и не	2	1
64	и в то	1	1
65	средние века и	1	1
66	разъятие на части	1	1
67	и всегда будет	1	1
68	является одним из	1	1
69	иногда бывает трудно	1	1
70	в значительной степени	1	1
71	это конечно не	1	1
72	у рабле в	1	1
73	внешней и внутренней	1	1
74	не могло быть	1	1
75	на самом же	1	1
76	между собою и	1	1
77	и все действие	1	1
78	в той или	1	1
79	превращается в карнавальную	1	1
80	по отношению к	5	1
81	одна из самых	1	1
82	радикальных смен и	1	1
83	те же самые	1	1
84	от него не	1	1
85	и т.п характерна	1	1
86	века и в	1	1
87	из обычной жизненной	1	1
88	эта как и	1	1
89	в приведенном отрывке	2	1
90	конечно не в	2	1
91	мы не поймем	1	1
92	в настоящей главе	1	1
93	концы с концами	1	1
94	в карнавальную атмосферу	1	1
95	таким образом как	1	1
96	мы уже сказали	2	1
97	как мы уже	2	1
98	самом же деле	1	1
99	той или иной	2	1
100	в самом деле	4	1
101	и вообще всех	1	1
102	сих пор не	2	1
103	такой же характер	1	1
104	из своих писем	1	1
105	на площадь и	1	1
106	она и не	1	1
107	не знаете что	1	1
108	о том что	2	1
109	на том же	1	1
110	односторонняя серьезность и	1	1
111	между тем как	1	1
112	и в формах	1	1
113	и в самой	2	1
114	как и в	3	1
115	особой точки зрения	1	1
116	сохраняются конечно и	1	1
117	пафосом смен и	1	1
118	и т.п в	1	1
119	как и все	4	1
120	в духе карнавальной	1	1
121	в обычной жизни	1	1
122	органически сочетаются с	1	1
123	падает именно на	1	1
124	у шекспира и	1	1
125	мы говорим здесь	1	1
