N	3gram	Losev_Prob_1	Stilisti
1	в то же	4	9
2	для того чтобы	8	7
3	мы никогда не	3	5
4	с точки зрения	3	5
5	того или иного	2	5
6	и то же	1	4
7	то же самое	9	4
8	одно и то	1	4
9	то что мы	6	4
10	той или иной	4	4
11	на самом деле	4	3
12	в этом случае	2	3
13	бы мы ни	1	3
14	то или иное	1	3
15	не только в	1	3
16	в конце концов	4	3
17	внутренней и внешней	1	3
18	мы уже видели	1	3
19	но для того	1	3
20	и тем самым	3	3
21	как мы уже	1	3
22	как мы видели	1	3
23	само собой разумеющееся	1	2
24	само собой разумеется	1	2
25	и в то	1	2
26	вместе с тем	1	2
27	как мы увидим	2	2
28	не было бы	1	2
29	в этом отношении	1	2
30	же самое время	4	2
31	тот или иной	1	2
32	только потому что	2	2
33	но в то	1	2
34	при этом конечно	1	2
35	мы не знаем	1	2
36	на первый взгляд	1	2
37	и на его	2	2
38	не может быть	2	2
39	что же такое	1	2
40	есть не что	2	2
41	и как бы	2	2
42	не что иное	2	2
43	связи с этим	1	2
44	и тем же	1	2
45	о том что	5	2
46	между внутренней и	1	2
47	что иное как	2	2
48	мы будем говорить	1	2
49	можно сказать что	3	2
50	в связи с	4	2
51	к тому что	1	2
52	тех или иных	2	2
53	и того же	2	1
54	до наших дней	1	1
55	нужно помнить что	1	1
56	уже содержит в	1	1
57	и к тому	1	1
58	что мы в	1	1
59	одним и тем	1	1
60	более или менее	3	1
61	окружающей нас действительности	1	1
62	не говоря уже	2	1
63	и нет ничего	1	1
64	говоря уже об	1	1
65	в самом деле	2	1
66	той же действительности	1	1
67	в скрытой форме	1	1
68	сколько бы мы	2	1
69	как раз и	7	1
70	было бы говорить	1	1
71	в дальнейшем мы	1	1
72	вещи и как	1	1
73	о которой мы	1	1
74	на один из	1	1
75	до сих пор	3	1
76	и во всех	1	1
77	из них в	1	1
78	мы в нем	1	1
79	если мы попробуем	1	1
80	можно было бы	2	1
81	и молот являются	1	1
82	также при помощи	1	1
83	по крайней мере	2	1
84	а в действительности	1	1
85	не говоря ни	1	1
86	если мы возьмем	1	1
87	является не просто	2	1
88	ни на один	1	1
89	тем что он	1	1
90	тому или иному	1	1
91	остановимся только на	1	1
92	как мы это	1	1
93	и в этом	2	1
94	тем не менее	18	1
95	и никак не	1	1
96	но даже и	1	1
97	тех или других	1	1
98	иметь в виду	3	1
99	о том какое	1	1
100	мы говорили выше	2	1
101	уже видели что	1	1
102	тем что его	1	1
103	же самое и	1	1
104	содержит в себе	7	1
105	в том насколько	1	1
106	но и вообще	1	1
107	к окружающей нас	1	1
108	таким образом в	1	1
109	в определенный момент	1	1
110	даже и в	1	1
111	мы увидим ниже	2	1
112	но то что	1	1
113	не только не	3	1
114	и тем более	1	1
115	только тогда когда	1	1
116	говоря ни слова	1	1
117	и как мы	1	1
118	с другой стороны	3	1
119	одного и того	2	1
120	понимать как нечто	2	1
121	указывать на нечто	2	1
122	том что такое	1	1
123	вовсе не является	3	1
124	в том что	5	1
125	перед нами не	1	1
126	конечно мы не	1	1
127	как и в	1	1
128	серп и молот	4	1
129	в разговоре с	1	1
