N	3gram	Losev_Prob_2	Mirosoze
1	не может быть	3	17
2	вместе с тем	1	5
3	но и в	3	4
4	это и есть	2	4
5	то нет и	1	3
6	это значит что	3	3
7	не может не	1	2
8	к учению о	1	2
9	он не может	1	2
10	до сих пор	4	2
11	и не может	1	2
12	хотя бы и	3	2
13	для человеческого сознания	1	2
14	к тому чтобы	1	2
15	то время как	1	2
16	не только в	2	2
17	в конце концов	7	2
18	как будто бы	5	2
19	в то время	1	2
20	тем что он	1	2
21	и переходит в	1	2
22	для того чтобы	2	2
23	на том что	1	1
24	что иное как	3	1
25	и есть то	2	1
26	а вовсе не	1	1
27	что дважды два	1	1
28	имеем в виду	2	1
29	в самом деле	2	1
30	будет ли она	1	1
31	потому что не	1	1
32	вот оказывается что	1	1
33	том случае если	1	1
34	в зависимости от	1	1
35	и когда мы	1	1
36	он не был	1	1
37	но это не	1	1
38	вовсе не так	1	1
39	и потому в	1	1
40	есть то что	2	1
41	в том случае	2	1
42	настаивать на том	1	1
43	может быть и	2	1
44	но и самый	1	1
45	что во всяком	1	1
46	вообще не существует	1	1
47	но всегда в	1	1
48	это прежде всего	1	1
49	что в конце	1	1
50	потому что ведь	1	1
51	и ничего не	1	1
52	с разных сторон	1	1
53	который так и	1	1
54	в этих словах	1	1
55	все более и	1	1
56	она все же	1	1
57	друг к другу	2	1
58	во всяком случае	10	1
59	когда мы говорим	2	1
60	что до сих	1	1
61	между тем как	1	1
62	хотя бы даже	1	1
63	в глубине самого	1	1
64	от того что	1	1
65	даже и в	3	1
66	ни с чем	1	1
67	потому что мы	1	1
68	ставить и решать	2	1
69	мы имеем в	1	1
70	о том что	14	1
71	самого себя и	1	1
72	в вопросе о	1	1
73	есть прежде всего	4	1
74	для нас в	1	1
75	более и более	1	1
76	может быть так	1	1
77	не что иное	3	1
78	можно было бы	2	1
79	во многих отношениях	1	1
80	в себе в	2	1
81	в том что	4	1
