N	3gram	Propp_Morf_1	Myshleni
1	для того чтобы	2	14
2	по отношению к	4	12
3	в том что	3	11
4	с точки зрения	2	9
5	друг с другом	1	7
6	в этом отношении	1	5
7	с самого начала	1	5
8	можно сказать что	1	5
9	подобно тому как	5	4
10	то время как	3	4
11	в то время	3	4
12	о том что	1	4
13	это значит что	1	4
14	состоит в том	2	3
15	в этом случае	8	3
16	вместо того чтобы	1	3
17	до сих пор	1	3
18	с одной стороны	1	3
19	не может быть	9	3
20	таким образом что	1	2
21	в тот момент	1	2
22	потому что в	1	2
23	том что он	1	2
24	функций между собой	1	2
25	о том как	1	2
26	а потому что	1	2
27	что он может	1	2
28	связи функций между	1	2
29	является то что	1	2
30	ответить на вопрос	1	2
31	должно быть поставлено	1	2
32	в высшей степени	1	2
33	мы нашли что	1	2
34	то что он	1	2
35	с другой стороны	4	2
36	но все же	3	2
37	тот момент когда	1	2
38	мы видим что	9	2
39	но если мы	1	2
40	по своему строению	1	1
41	между собой функции	1	1
42	и может быть	1	1
43	и в новой	1	1
44	в обоих случаях	2	1
45	на первом месте	1	1
46	мы видим таким	1	1
47	мы должны будем	1	1
48	также должно быть	1	1
49	мы имеем в	1	1
50	более или менее	2	1
51	на самом деле	4	1
52	во всем ее	1	1
53	мы постараемся показать	1	1
54	и в какой	1	1
55	для этой цели	1	1
56	является одним из	1	1
57	как мы увидим	4	1
58	прежде чем перейти	1	1
59	но прежде чем	1	1
60	независимо от того	3	1
61	в собственном смысле	3	1
62	так и здесь	1	1
63	одно и то	1	1
64	чем перейти к	1	1
65	постараемся показать что	1	1
66	но это и	1	1
67	так как во	1	1
68	и многие другие	1	1
69	и не с	1	1
70	в первом случае	3	1
71	один из них	1	1
72	могут быть названы	1	1
73	это было бы	1	1
74	и то же	1	1
75	не могут быть	2	1
76	в какой степени	1	1
77	все более и	1	1
78	в связи с	8	1
79	чисто эмпирическим путем	1	1
80	к нему в	1	1
81	связи с изучением	1	1
82	друг к другу	2	1
83	собственном смысле слова	3	1
84	во всяком случае	2	1
85	такое же развитие	1	1
86	в этом и	1	1
87	и как они	1	1
88	с помощью этого	1	1
89	по существу мысль	1	1
90	тем не менее	4	1
91	образом мы видим	3	1
92	в тех случаях	2	1
93	и таким образом	2	1
94	тем и другим	2	1
95	между собой и	1	1
96	мы не можем	1	1
97	может возникнуть вопрос	1	1
98	таким образом мы	5	1
99	не влияет на	1	1
100	все эти явления	1	1
101	это и не	2	1
102	и что следовательно	1	1
103	видим таким образом	1	1
104	более и более	1	1
105	из которых один	1	1
106	они ни были	1	1
107	видим что в	1	1
108	тех случаях когда	2	1
109	в другом случае	1	1
110	к тому что	3	1
111	тех или иных	1	1
112	а если мы	1	1
