N	2gram	Voloshinov_1	Russkaja
1	не может	8	22
2	и не	8	19
3	в том	2	17
4	в этом	2	17
5	и в	13	14
6	то что	6	13
7	то же	4	11
8	точки зрения	7	11
9	таким образом	6	11
10	в то	1	10
11	же время	1	10
12	но и	3	10
13	в себе	3	9
14	не только	6	9
15	том что	2	9
16	с точки	5	9
17	может быть	8	9
18	того чтобы	1	8
19	прежде всего	9	8
20	самом деле	3	7
21	отнюдь не	1	7
22	и если	1	7
23	в данном	2	7
24	к тому	2	7
25	мы должны	6	7
26	в своем	1	6
27	и к	2	6
28	в своих	2	6
29	и при	2	6
30	если бы	2	6
31	все это	4	6
32	и для	3	6
33	для того	1	6
34	что он	1	6
35	для всех	1	6
36	для него	2	6
37	на самом	1	6
38	вопрос о	1	5
39	на то	1	5
40	в нем	2	5
41	при этом	2	5
42	было бы	4	5
43	в своей	4	5
44	никогда не	3	5
45	потому что	1	5
46	между тем	2	5
47	только в	6	5
48	хотя бы	5	5
49	конечно не	1	5
50	себя и	1	5
51	а в	2	5
52	и то	3	4
53	но не	1	4
54	все же	5	4
55	более или	1	4
56	не в	3	4
57	в этой	1	4
58	в совершенно	1	4
59	что такой	1	4
60	его в	1	4
61	как и	3	4
62	которой он	1	4
63	или менее	1	4
64	в их	3	4
65	точку зрения	3	4
66	во всем	2	4
67	а лишь	1	4
68	в мире	1	4
69	можно было	1	4
70	и т.д	5	4
71	в его	7	4
72	так как	3	4
73	вместе с	1	4
74	что же	3	4
75	как бы	6	4
76	что в	3	4
77	вряд ли	3	3
78	и этот	2	3
79	говорить о	3	3
80	еще не	1	3
81	что они	2	3
82	в самом	2	3
83	ни одна	1	3
84	на том	1	3
85	в другом	2	3
86	лишь в	4	3
87	для них	1	3
88	о которых	1	3
89	несмотря на	2	3
90	должно быть	1	3
91	но если	1	3
92	одна из	1	3
93	связи с	1	3
94	в сознании	4	3
95	то это	1	3
96	данном случае	2	3
97	не произойдет	1	3
98	для этого	1	3
99	сводится к	1	3
100	но мы	4	3
101	в значительной	1	3
102	борьбе с	1	3
103	одной из	1	3
104	в виде	1	3
105	в конце	1	3
106	тем что	2	3
107	только к	1	3
108	не было	1	3
109	ко всем	1	3
110	да и	3	3
111	или в	1	3
112	и как	1	3
113	себя как	1	2
114	зависимость от	1	2
115	и есть	1	2
116	на себя	1	2
117	но даже	1	2
118	в ней	2	2
119	время в	1	2
120	по отношению	3	2
121	с этим	3	2
122	последнее время	1	2
123	и наконец	5	2
124	но в	4	2
125	не можем	1	2
126	все эти	2	2
127	и тот	1	2
128	раз навсегда	1	2
129	состоит в	1	2
130	и вот	1	2
131	мы уже	2	2
132	того или	2	2
133	по себе	1	2
134	и тем	2	2
135	ведь в	1	2
136	и тогда	1	2
137	что такое	1	2
138	и более	1	2
139	их в	1	2
140	тому что	1	2
141	людей и	1	2
142	и является	2	2
143	в области	2	2
144	если только	1	2
145	для себя	2	2
146	и о	1	2
147	значительной мере	1	2
148	в борьбе	1	2
149	разумеется что	2	2
150	и должно	2	2
151	и что	1	2
152	вне всякой	2	2
153	от него	1	2
154	к нему	1	2
155	вся эта	1	2
156	отметить что	1	2
157	быть и	1	2
158	этот вопрос	1	2
159	только на	1	2
160	в начале	1	2
161	является не	1	2
162	его и	1	2
163	мы можем	4	2
164	только с	1	2
165	и вместе	1	2
166	даже и	1	2
167	в некоторых	1	2
168	у других	1	2
169	а не	2	2
170	на эту	1	2
171	так же	2	2
172	в течение	2	2
173	или иного	2	2
174	но это	1	2
175	но для	3	2
176	если не	1	2
177	пути к	2	2
178	ее в	2	2
179	того же	1	1
180	совокупность элементов	1	1
181	это и	1	1
182	ту же	1	1
183	можно лишь	1	1
184	особенно часто	1	1
185	в зависимости	2	1
186	также и	1	1
187	есть не	2	1
188	мы не	4	1
189	же как	1	1
190	на место	1	1
191	до такой	1	1
192	событий и	1	1
193	основании что	1	1
194	же особенно	1	1
195	себе что	2	1
196	с большим	1	1
197	они считают	1	1
198	это направление	1	1
199	именно этого	1	1
200	столь же	1	1
201	совершенно иных	1	1
202	к этому	1	1
203	пищи и	1	1
204	в общем	2	1
205	наблюдается у	1	1
206	всю достижимую	1	1
207	которые не	1	1
208	в истории	1	1
209	в одной	1	1
210	что касается	1	1
211	в полном	2	1
212	с понятием	1	1
213	себе на	1	1
214	для которой	1	1
215	от этого	2	1
216	из ранних	1	1
217	этой возможностью	1	1
218	в которой	3	1
219	ни один	3	1
220	ставить в	1	1
221	выражение в	1	1
222	но ведь	5	1
223	что к	1	1
224	если он	1	1
225	вследствие этого	1	1
226	он всегда	1	1
227	тем не	1	1
228	творца и	1	1
229	к одному	3	1
230	же остается	1	1
231	его можно	1	1
232	лишь с	1	1
233	поскольку она	1	1
234	это конечно	1	1
235	здесь мы	3	1
236	этим самым	1	1
237	этой внутренней	1	1
238	эпохи не	1	1
239	борьбы и	1	1
240	об этом	1	1
241	говорить не	1	1
242	или даже	1	1
243	и задача	2	1
244	входит в	2	1
245	заключается в	1	1
246	те или	1	1
247	которая как	1	1
248	привести только	1	1
249	остановиться на	1	1
250	из нее	1	1
251	этого слова	1	1
252	она и	1	1
253	все равно	1	1
254	не всегда	1	1
255	нет и	1	1
256	еще одну	1	1
257	такой же	1	1
258	отчасти в	1	1
259	от своего	2	1
260	может лишь	1	1
261	в такой	1	1
262	возможностью и	1	1
263	не столько	3	1
264	представление о	1	1
265	в которых	1	1
266	он весь	1	1
267	том основании	1	1
268	для данного	1	1
269	возможно только	1	1
270	который мы	2	1
271	необходимо чтобы	1	1
272	вовсе не	2	1
273	это особенно	1	1
274	лишен всякого	1	1
275	не менее	2	1
276	что эта	2	1
277	строя и	1	1
278	и другое	1	1
279	самого начала	2	1
280	к новым	1	1
281	в основе	1	1
282	иметь в	1	1
283	та или	1	1
284	в какую-то	1	1
285	однако если	1	1
286	найти в	1	1
287	в разных	1	1
288	именно с	1	1
289	с одним	1	1
290	этом отношении	1	1
291	или иных	1	1
292	могут быть	2	1
293	же самое	1	1
294	должны быть	1	1
295	всего в	1	1
296	что при	1	1
297	и это	1	1
298	оно может	1	1
299	с ее	1	1
300	но при	1	1
301	на нем	1	1
302	в ее	3	1
303	языка и	5	1
304	в собственном	1	1
305	только то	1	1
306	в себя	1	1
307	с самого	2	1
308	в индии	1	1
309	роль в	2	1
310	некоторых других	1	1
311	ли вообще	1	1
312	на службу	1	1
313	так и	3	1
314	те же	2	1
315	мог бы	2	1
316	остается только	1	1
317	мы в	1	1
318	быть может	1	1
319	в эпоху	1	1
320	из одного	1	1
321	в определенной	1	1
322	может в	2	1
323	иное как	2	1
324	другом месте	1	1
325	для целей	3	1
326	в различных	1	1
327	с другой	2	1
328	должно было	1	1
329	борьба с	1	1
330	которые и	1	1
331	воздействия на	1	1
332	переходит в	1	1
333	свою новую	1	1
334	может иметь	2	1
335	мышление и	1	1
336	по своей	1	1
337	один из	1	1
338	с ними	2	1
339	может привести	1	1
340	и оба	1	1
341	и у	1	1
342	вопроса о	4	1
343	vi мы	1	1
344	и других	1	1
345	в действительном	1	1
346	считают себя	1	1
347	и их	7	1
348	которое является	1	1
349	явствует что	1	1
350	превращается в	3	1
351	ведь уже	1	1
352	само собой	1	1
353	природы и	1	1
354	в свои	1	1
355	главное и	1	1
356	его себе	1	1
357	говорить и	1	1
358	к которому	1	1
359	собой разумеется	1	1
360	как же	1	1
361	еще и	4	1
362	к полной	1	1
363	с единым	1	1
364	а на	1	1
365	до конца	1	1
366	не на	2	1
367	которой остается	1	1
368	понятие о	1	1
369	для человека	1	1
370	и заняться	1	1
371	ясное и	1	1
372	в связи	2	1
373	в руках	2	1
374	связь с	1	1
375	конечно мы	2	1
376	в самой	1	1
377	как это	1	1
