N	3gram	Bakhtin_Pr_1	SlovoVZh
1	по отношению к	19	11
2	не может быть	11	7
3	в нашем примере	2	7
4	можно сказать что	2	5
5	дело в том	1	4
6	в том что	3	4
7	и не может	2	3
8	тем не менее	3	3
9	бы то ни	3	3
10	может быть и	1	3
11	до сих пор	1	3
12	это как бы	1	3
13	и не в	1	3
14	то ни было	2	3
15	в художественном произведении	4	3
16	контекста в котором	1	2
17	форма должна быть	1	2
18	на самом деле	3	2
19	с другой стороны	4	2
20	то же самое	2	2
21	одной стороны и	1	2
22	как в нашем	1	2
23	с точки зрения	6	2
24	до известной степени	1	2
25	в ней как	1	2
26	конечно не может	1	2
27	мы можем сказать	2	2
28	но отнюдь не	7	2
29	в котором слово	1	2
30	в данном случае	4	2
31	в настоящее время	1	2
32	не довлеет себе	2	2
33	формы и содержания	2	2
34	художественную форму как	1	2
35	выходят за пределы	1	2
36	с одной стороны	3	2
37	независимо от него	1	1
38	отношению к которому	1	1
39	а между тем	1	1
40	и другие формальные	1	1
41	и в этом	1	1
42	является таким образом	1	1
43	становится только в	1	1
44	в чем не	2	1
45	следует отметить что	1	1
46	и менее всего	1	1
47	или хотя бы	1	1
48	имеем дело с	1	1
49	в нашем случае	1	1
50	имеет дело с	4	1
51	автора к содержанию	1	1
52	на один шаг	1	1
53	произведения и его	1	1
54	и к предмету	1	1
55	или о чем	1	1
56	незаместимое место в	1	1
57	мы имеем дело	2	1
58	все эти моменты	2	1
59	в этом направлении	1	1
60	вне искусства в	1	1
61	не должна быть	1	1
62	то время как	1	1
63	бы они ни	1	1
64	на содержание с	1	1
65	формы дело в	1	1
66	художественном произведении как	2	1
67	первого же взгляда	1	1
68	в самом деле	3	1
69	здесь же мы	1	1
70	и созерцателя в	1	1
71	еще не вполне	1	1
72	в этом смысле	3	1
73	самом же деле	1	1
74	бы не было	1	1
75	творца и не	1	1
76	для историка литературы	1	1
77	между тем как	5	1
78	моменты произведения в	1	1
79	форму как форму	3	1
80	по себе не	1	1
81	так называемый формальный	1	1
82	как форма материала	3	1
83	в нем и	1	1
84	помощью определенного материала	2	1
85	можно определить как	1	1
86	в то время	1	1
87	хотя бы только	1	1
88	в свои права	1	1
89	от всех моментов	1	1
90	не может предопределить	1	1
91	так относится к	1	1
92	ни в чем	2	1
93	искусства может быть	1	1
94	для эстетики как	1	1
95	с так называемой	1	1
96	могут быть только	1	1
97	относящейся к содержанию	1	1
98	художественную форму в	1	1
99	дело и с	5	1
100	равно как и	1	1
101	и должна быть	1	1
102	и проч и	1	1
103	и умирает в	1	1
104	сами по себе	1	1
105	ни в коем	2	1
106	отношению к материалу	4	1
107	не есть форма	1	1
108	свою связь с	1	1
109	в свою очередь	1	1
110	и осознает себя	1	1
111	но и в	2	1
112	и др и	1	1
113	на этом основании	1	1
114	и независимо от	1	1
115	и проч все	3	1
116	на самом же	1	1
117	и отнюдь не	1	1
118	в этом отношении	2	1
119	не обходится без	1	1
120	но несмотря на	1	1
121	лингвистической точки зрения	1	1
122	по аналогии с	1	1
123	она как бы	1	1
124	в творчестве достоевского	1	1
125	в конечном счете	4	1
126	только там где	2	1
127	называемый формальный метод	1	1
128	ни в какой	1	1
129	взаимодействия творца и	1	1
130	и прежде всего	5	1
131	можно было бы	3	1
132	в поэтическом произведении	1	1
133	если бы не	1	1
134	то же время	3	1
135	подобно тому как	1	1
136	как мы уже	1	1
137	не может стать	1	1
138	творчестве и в	1	1
139	миру и к	1	1
140	только на основе	1	1
141	отношению к содержанию	3	1
142	в основе своей	3	1
143	не к материалу	1	1
144	в противном случае	3	1
145	в лучшем случае	2	1
146	можно найти в	1	1
147	они ни были	1	1
148	проч все эти	2	1
149	со всех сторон	2	1
150	согласием или несогласием	1	1
151	может быть только	3	1
152	в то же	3	1
153	в нем но	1	1
154	события и его	1	1
155	все моменты произведения	1	1
156	отнюдь не является	1	1
157	в коем случае	2	1
158	и в частности	2	1
159	что не к	1	1
160	в том и	1	1
161	в значительной степени	1	1
162	с помощью определенного	2	1
163	и в нем	3	1
164	относится не к	1	1
165	должна быть понята	1	1
166	в двух направлениях	1	1
167	не совпадает с	2	1
168	не только его	1	1
169	за его пределы	2	1
170	она не может	1	1
171	как и в	1	1
172	далеко не всегда	3	1
173	из общего для	1	1
174	позицию по отношению	4	1
175	быть понята и	1	1
176	но в то	1	1
177	едва ли кто-нибудь	1	1
178	к вопросу о	1	1
179	отнюдь не совпадает	1	1
180	автор как бы	1	1
181	в высшей степени	5	1
182	поэтики художественное произведение	1	1
183	в том же	2	1
184	с первого же	1	1
