N	2gram	Berdyaev_M_1	Psycholo
1	в том	6	37
2	и в	28	32
3	и что	2	22
4	то есть	3	21
5	том что	3	21
6	потому что	16	21
7	в искусстве	1	21
8	то что	5	21
9	что в	10	20
10	может быть	30	18
11	так же	1	18
12	точки зрения	4	17
13	что и	4	17
14	не может	28	17
15	самом деле	1	16
16	что она	1	16
17	того чтобы	2	14
18	в этом	20	13
19	для того	2	13
20	что он	10	13
21	в самом	11	12
22	заключается в	1	12
23	не только	29	12
24	так как	3	12
25	было бы	10	11
26	с тем	9	11
27	в основе	2	11
28	и т	1	10
29	когда он	3	10
30	но и	25	10
31	как и	5	10
32	и не	11	10
33	как в	2	9
34	никогда не	14	9
35	тем что	4	9
36	в своих	1	9
37	с таким	1	8
38	не в	16	8
39	не менее	1	8
40	т п	1	8
41	того что	7	8
42	что они	1	7
43	и как	2	7
44	говорит что	1	7
45	все эти	2	7
46	и его	9	7
47	как будто	2	7
48	к тому	3	7
49	можно было	1	7
50	только в	6	7
51	а не	25	7
52	сказать что	2	7
53	в этой	6	6
54	целый ряд	1	6
55	он не	24	6
56	если бы	2	6
57	о том	2	6
58	все время	1	6
59	и мы	2	6
60	к психологии	1	6
61	и из	1	6
62	как бы	2	6
63	на самом	1	5
64	и на	6	5
65	на все	1	5
66	искусства в	1	5
67	все это	6	5
68	в то	2	5
69	есть только	2	5
70	в ней	15	5
71	и даже	1	5
72	до сих	2	5
73	сих пор	2	5
74	ту же	1	4
75	есть не	4	4
76	мы имеем	1	4
77	с этим	3	4
78	все же	2	4
79	с той	1	4
80	и те	2	4
81	в нем	13	4
82	к одному	1	4
83	и по	4	4
84	том случае	1	4
85	и с	3	4
86	в жизни	3	4
87	и более	1	4
88	не имеет	3	4
89	ничего не	3	4
90	и до	1	4
91	и для	2	4
92	могут быть	2	4
93	и это	12	4
94	и когда	2	4
95	и сам	1	4
96	и поэтому	1	4
97	между тем	1	4
98	мы видим	2	4
99	от того	1	4
100	а на	1	4
101	когда она	1	4
102	произведения искусства	1	4
103	в творчестве	10	4
104	наряду с	1	4
105	с этой	4	4
106	случае если	1	4
107	и все	10	4
108	а в	4	4
109	жизни и	2	4
110	отношении к	2	3
111	и то	1	3
112	приходит к	1	3
113	мы не	1	3
114	время как	2	3
115	то это	1	3
116	и он	12	3
117	во всех	1	3
118	относится к	2	3
119	которые не	1	3
120	как говорит	1	3
121	как к	1	3
122	и к	2	3
123	но в	7	3
124	та же	1	3
125	он в	2	3
126	творчества и	1	3
127	он все	1	3
128	не к	4	3
129	не как	4	3
130	и вот	3	3
131	на этом	3	3
132	об этом	1	3
133	это было	1	3
134	к области	1	3
135	в своей	15	3
136	в их	4	3
137	в которых	4	3
138	но он	9	3
139	в отношении	1	3
140	во всем	1	3
141	в каком	2	3
142	свое собственное	1	3
143	не могут	5	3
144	и заключается	1	3
145	на это	1	3
146	в виду	2	3
147	то время	2	3
148	так и	1	3
149	жизнь и	1	3
150	бы и	3	3
151	значит что	4	3
152	один из	4	3
153	этот вопрос	1	3
154	действующих лиц	1	3
155	действительной жизни	1	3
156	и ее	1	3
157	так что	1	3
158	в нашей	1	3
159	что не	1	3
160	и их	3	3
161	в конце	7	3
162	до конца	14	3
163	в частности	1	3
164	по своему	2	3
165	что же	1	3
166	это значит	3	3
167	это исследование	1	3
168	в смысле	1	3
169	еще более	1	3
170	конце концов	2	3
171	хотя бы	3	3
172	в свою	2	3
173	также и	2	2
174	не остается	2	2
175	и без	1	2
176	к людям	1	2
177	и этот	4	2
178	еще не	1	2
179	из всех	1	2
180	ни у	1	2
181	в первый	1	2
182	с его	3	2
183	в ее	3	2
184	и загадки	2	2
185	но не	8	2
186	к которой	1	2
187	если в	1	2
188	ответ на	1	2
189	себе и	2	2
190	отличие от	1	2
191	обнаруживается в	1	2
192	увидим что	4	2
193	из самых	8	2
194	в которой	6	2
195	бы не	2	2
196	в себе	7	2
197	как он	2	2
198	имеем в	1	2
199	что без	2	2
200	как совершенно	1	2
201	заключает в	3	2
202	в каждом	1	2
203	подход к	1	2
204	значение в	1	2
205	была в	1	2
206	это не	5	2
