N	2gram	Kanaev_Sov_1	Myshleni
1	с помощью	4	42
2	в процессе	1	27
3	и в	7	25
4	в развитии	4	24
5	в том	4	23
6	и речи	1	20
7	том что	1	20
8	таким образом	11	17
9	так же	1	17
10	что в	2	17
11	как и	6	15
12	в его	2	15
13	в этом	7	14
14	вместе с	4	14
15	между собой	3	13
16	может быть	12	13
17	в целом	4	13
18	так как	4	12
19	и что	2	10
20	было бы	3	10
21	только в	1	10
22	как бы	4	10
23	и не	6	10
24	мы не	9	9
25	связи с	1	9
26	ни в	1	9
27	как мы	2	8
28	не является	1	8
29	все эти	5	7
30	по себе	1	7
31	в области	3	7
32	уже в	3	7
33	мы можем	6	7
34	помощью которых	2	7
35	же как	1	6
36	того же	1	6
37	зависимости от	4	6
38	но не	1	6
39	не только	4	6
40	не может	17	6
41	мы видели	4	6
42	точки зрения	12	6
43	в отличие	2	6
44	не в	3	6
45	не менее	2	6
46	самого начала	3	6
47	с самого	3	6
48	можно было	1	6
49	один из	1	6
50	отличие от	2	6
51	со всеми	2	6
52	и у	1	6
53	с другой	1	6
54	в связи	1	6
55	благодаря этому	1	6
56	все это	3	6
57	все же	3	6
58	мы должны	4	6
59	человека и	1	5
60	ли оно	2	5
61	в зависимости	4	5
62	мы уже	1	5
63	с ее	1	5
64	и к	3	5
65	что это	2	5
66	что она	3	5
67	при этом	3	5
68	к одному	1	5
69	и по	2	5
70	факт что	1	5
71	на этой	3	5
72	тем не	2	5
73	но это	1	5
74	с другом	2	5
75	могут быть	2	5
76	и т.д	3	5
77	о том	1	5
78	этой стадии	2	5
79	если бы	1	5
80	в этой	3	5
81	с одной	2	5
82	именно в	1	5
83	тот факт	1	5
84	из которых	2	5
85	одной стороны	1	5
86	друг с	2	5
87	мы имели	1	4
88	тем же	2	4
89	мы имеем	1	4
90	еще не	3	4
91	отнюдь не	3	4
92	в своем	1	4
93	из этих	2	4
94	в известном	1	4
95	он не	1	4
96	в основу	1	4
97	совпадают с	1	4
98	той же	2	4
99	что с	1	4
100	в то	1	4
101	стадии развития	1	4
102	и снова	1	4
103	никогда не	1	4
104	то и	2	4
105	не могут	2	4
106	и это	1	4
107	приводит к	2	4
108	с ним	1	4
109	значит что	1	4
110	в какой	1	4
111	всяком случае	2	4
112	из них	4	4
113	мы знаем	2	4
114	прежде всего	5	4
115	там где	1	4
116	нет никаких	1	4
117	независимо от	1	4
118	с этим	2	4
119	это значит	1	4
120	и все	3	4
121	а в	4	4
122	сказать что	1	4
123	во всяком	2	4
124	которая не	1	4
125	как известно	2	3
126	мы получили	1	3
127	видели что	3	3
128	но как	1	3
129	если в	1	3
130	по отношению	1	3
131	его развития	3	3
132	в самом	2	3
133	остановиться на	1	3
134	этот процесс	1	3
135	как он	3	3
136	отдельных элементов	1	3
137	на этом	2	3
138	значение в	2	3
139	его в	1	3
140	понятия и	1	3
141	которые в	1	3
142	их в	4	3
143	но только	1	3
144	отличается от	3	3
145	для развития	2	3
146	ничего общего	1	3
147	своего развития	1	3
148	когда в	1	3
149	мы видим	2	3
150	этот вопрос	1	3
151	не можем	7	3
152	если мы	4	3
153	в виде	2	3
154	и их	1	3
155	сами по	1	3
156	или иной	2	3
157	к которому	1	3
158	в живом	2	3
159	этих процессов	1	3
160	в результате	6	3
161	с понятием	1	3
162	между ними	1	3
163	в свою	2	3
164	к этому	1	3
165	функции в	1	2
166	но тем	1	2
167	между двумя	1	2
168	к другому	1	2
169	то же	3	2
170	и могут	1	2
171	готовом виде	1	2
172	совершенно так	1	2
173	мы называем	3	2
174	средства с	1	2
175	процесс развития	1	2
176	с его	1	2
177	хотя и	1	2
178	метод в	1	2
179	но все	2	2
180	нами в	1	2
181	в себе	3	2
182	на его	2	2
183	одной и	1	2
184	заключает в	1	2
185	в нем	3	2
186	в совершенно	1	2
187	в мире	1	2
188	конечно в	2	2
189	в новое	1	2
190	к области	1	2
191	в один	2	2
192	в эту	1	2
193	таким же	1	2
194	и той	1	2
195	в корне	1	2
196	но они	1	2
197	на котором	2	2
198	одна из	3	2
199	вытекает из	1	2
200	отдельных конкретных	1	2
201	и его	1	2
202	очень часто	1	2
203	что задача	1	2
204	той или	1	2
205	самый тип	1	2
206	не будет	1	2
207	свою очередь	2	2
208	и может	1	2
209	ясно что	3	2
210	еще в	1	2
211	мы в	1	2
212	экспериментальном материале	3	2
213	поэтому в	1	2
214	значительно позже	1	2
215	не представляет	1	2
216	что каждый	1	2
217	одного из	1	2
218	и во	2	2
219	и только	1	2
220	все время	1	2
221	этом смысле	1	2
222	этот метод	1	2
223	известном смысле	1	2
224	мы будем	1	2
