N	3gram	Propp_Isto_1	Mirosoze
1	не может быть	7	17
2	вместе с тем	2	5
3	но и в	2	4
4	мы увидим что	5	3
5	и в нем	1	3
6	и в конце	1	2
7	прежде всего в	1	2
8	по отношению к	3	2
9	уже не только	1	2
10	до сих пор	5	2
11	но он не	1	2
12	к тому чтобы	1	2
13	то время как	3	2
14	не только в	1	2
15	в иной мир	3	2
16	как будто бы	2	2
17	не могут быть	1	2
18	это не значит	1	2
19	на этом пути	1	2
20	он живет в	1	2
21	а не только	1	2
22	в то время	3	2
23	никогда не может	1	2
24	для того чтобы	1	2
25	что иное как	1	1
26	никогда не было	1	1
27	а иногда и	1	1
28	ключ к пониманию	1	1
29	это потому что	1	1
30	но оно не	1	1
31	может быть назван	2	1
32	они не могут	1	1
33	этом он очень	1	1
34	в своей книге	1	1
35	в зависимости от	2	1
36	в иных случаях	1	1
37	в отличие от	2	1
38	и т п	1	1
39	и потому в	1	1
40	в том случае	1	1
41	для него как	1	1
42	в значительной степени	1	1
43	не только для	1	1
44	не в том	1	1
45	ставит его в	1	1
46	что они не	1	1
47	должна быть признана	1	1
48	с того что	3	1
49	что и в	1	1
50	о том что	3	1
51	вступает в новый	1	1
52	только в начале	1	1
53	не значит что	1	1
54	не что иное	1	1
55	увидим что он	1	1
56	можно было бы	3	1
57	по сравнению со	1	1
58	в том что	4	1
59	все это не	1	1
60	но и с	1	1
