N	3gram	Tiupa_Anal_3	Problemy
1	с точки зрения	2	8
2	в большинстве случаев	1	8
3	до сих пор	1	7
4	по отношению к	7	5
5	сам по себе	1	5
6	то же время	3	5
7	с самим собою	1	5
8	в то же	3	5
9	в одном слове	1	4
10	в отличие от	2	4
11	сама по себе	2	4
12	не может быть	1	4
13	в самом деле	1	4
14	как бы в	1	4
15	в той или	1	3
16	к себе самому	1	3
17	в эту минуту	1	3
18	к тому же	3	3
19	с другой стороны	5	3
20	той или иной	3	3
21	о себе самом	1	3
22	как и в	4	3
23	хотя и не	1	2
24	пор совершенно не	1	2
25	из этих трех	1	2
26	как нам кажется	2	2
27	в этом смысле	1	2
28	том что он	2	2
29	что он ничего	1	2
30	слово здесь двуголосое	1	2
31	на этот вопрос	1	2
32	как если бы	1	2
33	по себе еще	1	2
34	тем не менее	2	2
35	друг от друга	1	2
36	человека и его	1	2
37	себе еще не	1	2
38	если бы он	1	1
39	я и мир	1	1
40	а между тем	1	1
41	в этом мире	1	1
42	уже не может	1	1
43	то есть не	1	1
44	дело в том	2	1
45	как бы не	1	1
46	и даже отчасти	1	1
47	по крайней мере	4	1
48	слове рассказчика слово	1	1
49	в таком случае	1	1
50	а не как	1	1
51	хотя бы и	1	1
52	что он не	1	1
53	одна из существеннейших	1	1
54	между тем как	1	1
55	мы оставляем в	1	1
56	из уст в	1	1
57	что было бы	1	1
58	но в таком	1	1
59	в значительной степени	2	1
60	этих трех случаев	1	1
61	оно никогда не	1	1
62	с одной стороны	2	1
63	в связи с	1	1
64	в романе достоевского	1	1
65	в равной степени	1	1
66	так или иначе	1	1
67	своей любви к	1	1
68	и ведет себя	1	1
69	во всяком случае	2	1
70	уст в уста	1	1
71	себя самого все	1	1
72	лишь в одном	1	1
73	о том что	5	1
74	не менее чем	1	1
75	рассказчика слово здесь	1	1
76	в слове рассказчика	1	1
77	здесь не только	1	1
78	крайней мере не	1	1
79	единственный раз во	1	1
80	так и в	1	1
81	само по себе	1	1
82	на самом деле	1	1
83	то что не	1	1
84	в одном из	1	1
85	не только не	3	1
86	в пределах одной	1	1
87	каждом из этих	1	1
88	в художественном мире	1	1
89	можно сказать что	2	1
90	они как бы	1	1
91	в каждом из	1	1
92	в сущности не	1	1
93	о своей любви	1	1
94	оставляем в стороне	1	1
95	в том что	7	1
96	бы он и	1	1
