N	3gram	Propp_Isto_6	Myslijsy
1	по отношению к	2	8
2	в том что	5	7
3	в этом случае	6	5
4	не может быть	3	5
5	о том что	4	5
6	мере того как	1	4
7	по мере того	1	4
8	до сих пор	4	4
9	с тем что	1	4
10	и то что	1	4
11	можно сказать что	1	4
12	на то что	1	4
13	для того чтобы	1	4
14	тем не менее	1	4
15	вместе с тем	3	3
16	во всяком случае	2	3
17	и т д	8	3
18	от того что	1	3
19	что иное как	1	2
20	только потому что	1	2
21	подобно тому как	1	2
22	то и другое	1	2
23	в таком случае	1	2
24	в этих случаях	1	2
25	в том смысле	1	2
26	на этот вопрос	1	2
27	в данном случае	3	2
28	в общих чертах	1	2
29	так или иначе	1	2
30	это не значит	1	2
31	и в том	1	2
32	таким образом мы	1	2
33	после того как	2	2
34	что и в	2	2
35	потому что мы	1	2
36	не что иное	1	2
37	таким образом если	1	1
38	том смысле что	1	1
39	лицом к лицу	1	1
40	отсюда видно что	2	1
41	говорит так как	1	1
42	но так как	3	1
43	и по-видимому не	1	1
44	там где еще	1	1
45	в том числе	1	1
46	о том как	3	1
47	со всех сторон	1	1
48	а потом и	1	1
49	также имеет свою	1	1
50	и то и	1	1
51	но и в	2	1
52	что все эти	1	1
53	есть своего рода	1	1
54	что в нем	2	1
55	к тому чтобы	1	1
56	и не может	1	1
57	но и эта	1	1
58	точно так же	2	1
59	и др в	1	1
60	не может считаться	1	1
61	выше мы видели	1	1
62	играет ту же	1	1
63	здесь мы имеем	4	1
64	или как говорит	1	1
65	с одной стороны	7	1
66	меня в этом	1	1
67	чтобы ответить на	1	1
68	на первый взгляд	1	1
69	от своего собственного	1	1
70	еще не имеет	1	1
71	смысле этого слова	1	1
72	может быть решен	1	1
73	как один из	1	1
74	но при этом	1	1
75	мы можем предположить	1	1
76	очень сложное и	1	1
77	то что все	1	1
78	каждый раз когда	1	1
79	с другой стороны	8	1
80	в свое время	1	1
81	же роль что	1	1
82	сих пор не	1	1
83	есть не что	1	1
84	можем предположить что	1	1
85	таким образом в	1	1
86	более чем в	1	1
87	в то время	3	1
88	и вместе с	1	1
89	и не могу	1	1
90	речь идет о	1	1
91	том числе и	1	1
92	не менее в	1	1
93	и тем более	1	1
94	кроме того что	1	1
95	случае если бы	1	1
96	в сравнении с	1	1
97	в них не	1	1
98	как и в	2	1
99	ту же роль	1	1
100	но еще не	1	1
101	что же она	1	1
102	как бы он	1	1
103	мы видели что	3	1
