N	3gram	Potebnia_M_3	Myshleni
1	в том что	16	19
2	по отношению к	5	10
3	для того чтобы	3	8
4	к тому что	2	7
5	от того что	5	6
6	в то время	4	6
7	можно сказать что	2	6
8	то же самое	1	6
9	в силу того	1	5
10	то время как	1	5
11	силу того что	1	5
12	заключается в том	1	5
13	и тем самым	1	5
14	друг с другом	1	5
15	потому что он	3	4
16	по самой своей	1	4
17	на то что	1	4
18	самой своей природе	1	4
19	как мы видели	1	4
20	и той же	2	3
21	те же самые	1	3
22	том что оно	2	3
23	до сих пор	3	3
24	в этом отношении	2	3
25	из того что	1	3
26	отношения понятия к	1	3
27	одной и той	2	3
28	в первом случае	2	3
29	тем что оно	1	2
30	в том же	2	2
31	и там где	1	2
32	каждой из этих	1	2
33	представить себе что	1	2
34	только то что	1	2
35	как увидим ниже	1	2
36	вместе с тем	4	2
37	и то что	1	2
38	только в силу	1	2
39	его отношение к	1	2
40	отношение слова к	1	2
41	не могут быть	2	2
42	на первых порах	2	2
43	что все эти	1	2
44	с другой стороны	4	2
45	том смысле что	1	2
46	то что мы	2	2
47	скажем только что	1	2
48	не только не	2	2
49	именно потому что	1	2
50	с тем и	2	2
51	в том смысле	3	2
52	не может быть	3	2
53	таким образом что	1	1
54	один и тот	1	1
55	было бы невозможно	1	1
56	если б мы	1	1
57	то что я	2	1
58	нам остается только	1	1
59	но и по	2	1
60	не только по	3	1
61	зависит от того	2	1
62	была бы невозможна	1	1
63	самого себя это	1	1
64	на самом деле	1	1
65	так что в	1	1
66	друг от друга	1	1
67	потому что появляется	1	1
68	что как бы	1	1
69	но все это	1	1
70	только в том	3	1
71	в данную минуту	1	1
72	именно то что	2	1
73	сами по себе	1	1
74	что он не	3	1
75	самих по себе	2	1
76	по себе и	1	1
77	лишь тогда когда	1	1
78	в собственном смысле	2	1
79	на каждом шагу	1	1
80	значение слова или	1	1
81	вместе с этим	2	1
82	что в первом	1	1
83	то и другое	1	1
84	что мы не	2	1
85	сам по себе	5	1
86	нечто такое что	1	1
87	в нем те	1	1
88	в данном случае	1	1
89	оно само не	1	1
90	в понятии и	1	1
91	между тем сам	1	1
92	не только в	4	1
93	в первый раз	1	1
94	с одной стороны	3	1
95	и тот же	1	1
96	что в каждой	1	1
97	те или другие	1	1
98	что именно в	1	1
99	ко всем другим	1	1
100	в его сознании	1	1
101	потому что в	1	1
102	но вместе с	2	1
103	в разной мере	1	1
104	заключить что в	1	1
105	а не как	1	1
106	потому что они	1	1
107	относиться ко всем	1	1
108	сливается с ними	1	1
109	потому что и	2	1
110	в ряду других	1	1
111	было бы совершенно	1	1
112	только тогда когда	7	1
113	что происходит в	1	1
114	мы не можем	2	1
115	стороны значение слова	1	1
116	как и в	2	1
117	в свою очередь	3	1
118	с потому что	1	1
119	видно уже из	1	1
120	в самом деле	1	1
121	в каждой из	1	1
122	заключать в себе	1	1
123	возможно только в	2	1
124	смысле этого слова	7	1
125	то время когда	1	1
126	но не в	1	1
127	после того как	1	1
128	что оно не	1	1
129	не прямо а	1	1
130	что с другой	1	1
131	понятия отличается от	1	1
132	в приведенном выше	1	1
133	тем не менее	3	1
134	подобно тому как	2	1
135	ничего общего с	1	1
136	что и в	3	1
137	своей природе они	1	1
138	восприятий и образов	1	1
139	не может стать	1	1
140	потому что эта	1	1
141	направлении и в	1	1
