N	2gram	Medvedev_F_2	slovoVRo
1	и в	38	39
2	может быть	23	37
3	и т	14	35
4	и его	21	33
5	т п	9	33
6	не только	9	24
7	и не	20	22
8	но и	13	21
9	не может	14	20
10	в нем	13	19
11	до конца	2	17
12	в этом	27	16
13	все это	3	16
14	его слово	1	15
15	так и	8	15
16	а не	6	14
17	отличие от	2	13
18	как в	4	13
19	в процессе	9	13
20	в пределах	12	13
21	слова в	3	13
22	во всех	5	12
23	литературного языка	3	12
24	в отличие	2	12
25	в истории	6	11
26	слово в	2	11
27	вовсе не	11	10
28	к своему	1	9
29	и с	9	9
30	не в	15	9
31	языка и	12	9
32	таким образом	20	8
33	оно не	4	8
34	прежде всего	15	8
35	слова и	7	8
36	точки зрения	8	8
37	с его	11	7
38	языком и	2	7
39	при этом	9	7
40	в этих	2	7
41	для него	7	7
42	с ним	2	7
43	никогда не	2	7
44	могут быть	6	7
45	как мы	7	7
46	язык и	7	7
47	в его	10	7
48	языка как	11	7
49	слово как	2	7
50	и даже	4	7
51	как бы	4	7
52	в сущности	4	6
53	но не	2	6
54	в своем	1	6
55	все же	8	6
56	и к	4	6
57	но в	4	6
58	все эти	6	6
59	удельный вес	1	6
60	так сказать	3	6
61	значительной степени	3	6
62	в них	1	6
63	в слове	5	6
64	как и	9	6
65	она не	2	6
66	языка в	9	6
67	в значительной	3	6
68	язык в	2	6
69	в большинстве	4	6
70	там где	4	6
71	слова от	1	6
72	этом случае	1	6
73	жизни и	3	6
74	например в	3	5
75	это не	2	5
76	том что	2	5
77	по себе	7	5
78	мышления и	1	5
79	слово и	2	5
80	не могут	7	5
81	но все	3	5
82	той или	1	5
83	с другой	3	5
84	один из	2	5
85	в том	11	5
86	с ними	2	5
87	с одной	1	5
88	конечно не	1	5
89	уже не	7	5
90	языка а	5	5
91	слова его	1	5
92	и их	3	5
93	одной стороны	1	5
94	большинстве случаев	3	5
95	в плане	2	5
96	остается в	1	5
97	и для	5	5
98	только в	6	5
99	для нас	1	5
100	от него	2	5
101	и все	3	5
102	и наконец	4	5
103	языку и	1	4
104	в зависимости	3	4
105	его не	2	4
106	и на	3	4
107	отношение к	2	4
108	связанные с	1	4
109	всех этих	3	4
110	в узком	1	4
111	то же	6	4
112	его в	3	4
113	входит в	4	4
114	с другими	10	4
115	и иных	2	4
116	на почве	9	4
117	в новое	1	4
118	ни в	2	4
119	бытовых и	1	4
120	и языка	1	4
121	не менее	1	4
122	поэтическое слово	1	4
123	в то	5	4
124	в основе	5	4
125	эти формы	1	4
126	же время	5	4
127	во всем	1	4
128	зависимости от	3	4
129	что оно	4	4
130	здесь не	4	4
131	поэтического слова	3	4
132	для этого	2	4
133	этого языка	1	4
134	борьба с	2	4
135	поэтому и	1	4
136	для всех	1	4
137	и других	2	4
138	языка но	2	4
139	так как	4	4
140	даже и	4	4
141	особый язык	1	4
142	и др	3	4
143	языка не	2	4
144	с помощью	10	4
145	на фоне	4	4
146	узком смысле	1	4
147	в той	2	4
148	как предмет	2	4
149	в смысле	1	4
150	язык не	1	4
151	а в	6	4
152	слова с	1	4
153	в таком	2	4
154	литературный язык	6	3
155	как это	2	3
156	в чисто	1	3
157	п все	1	3
158	должна быть	5	3
159	собственном смысле	1	3
160	той же	1	3
161	язык как	8	3
162	говорить о	5	3
163	и идеологического	1	3
164	в чем	2	3
165	сама по	1	3
166	в собственном	1	3
167	к новому	1	3
168	перед нами	2	3
169	и как	3	3
170	не приходится	3	3
171	с их	1	3
172	борьбы с	2	3
173	со всею	2	3
174	высказываний в	1	3
175	на этом	2	3
176	материала и	4	3
177	лишь в	7	3
178	язык но	1	3
179	с точки	7	3
180	не столько	4	3
181	не была	2	3
182	идеологического творчества	1	3
183	его от	4	3
184	связи с	13	3
185	этом отношении	7	3
186	в ней	6	3
187	исторической жизни	1	3
188	с установкой	1	3
189	языке как	4	3
190	к нему	3	3
191	между тем	2	3
192	что и	8	3
193	слов и	1	3
194	быть и	3	3
195	или даже	2	3
196	него нет	1	3
197	идеологического мира	1	3
198	отметить что	2	3
199	рядом с	1	3
200	в особенности	4	3
201	точек зрения	1	3
202	здесь в	1	3
203	и создает	1	3
204	в свою	1	3
205	может иметь	1	3
206	в некоторых	4	3
207	смысла и	2	3
208	материал в	1	3
209	стремится к	1	3
210	материал и	3	3
211	если она	1	3
212	установкой на	2	3
213	новому материалу	1	3
214	и там	1	3
215	как к	3	3
216	в контексте	1	3
217	и от	2	3
218	но это	2	3
219	слово для	1	3
220	как для	1	3
221	идеологическая позиция	1	3
222	что в	7	3
223	из себя	1	3
224	истории литературы	6	3
225	хотя бы	6	3
226	сказать что	2	3
227	речи и	3	3
228	языка то	2	3
229	героя в	1	3
230	во всяком	5	3
231	можно говорить	2	2
232	одним из	1	2
233	языка с	1	2
234	оно входит	1	2
235	это и	5	2
236	установка на	2	2
237	игры с	2	2
238	ведь и	1	2
239	оно было	1	2
240	на материале	1	2
241	и само	1	2
242	мы не	3	2
243	но она	1	2
244	становится объектом	1	2
245	конечно и	1	2
246	подчеркнуть что	1	2
247	другой язык	2	2
248	на них	1	2
249	одним словом	4	2
250	но как	2	2
251	точка зрения	1	2
252	что язык	1	2
253	менее всего	3	2
254	и речи	5	2
255	за пределы	1	2
256	изображения и	1	2
257	с этим	5	2
258	кроме того	2	2
259	хотя и	3	2
260	более или	1	2
261	в нашем	1	2
262	от действительности	1	2
263	в себе	1	2
264	роль в	3	2
265	на территории	1	2
266	как он	1	2
267	с языком	1	2
268	а вовсе	1	2
269	т д	5	2
270	он не	6	2
271	в виде	1	2
272	борьбу с	1	2
273	и более	2	2
274	и связанные	1	2
275	из него	2	2
276	значение в	1	2
277	как особый	2	2
278	за ней	1	2
