N	3gram	Tiupa_Narr_2	Problema
1	с точки зрения	2	11
2	той или иной	3	11
3	тем не менее	4	10
4	в том что	8	8
5	в той или	1	7
6	то же самое	1	6
7	то есть в	1	6
8	в данном случае	6	5
9	можно было бы	1	4
10	не только в	6	4
11	во всяком случае	1	4
12	не только не	2	4
13	мы имеем дело	2	3
14	на самом деле	2	3
15	в этом смысле	1	3
16	точно так же	2	3
17	в зависимости от	1	3
18	и с точки	1	3
19	в связи с	1	3
20	того или иного	3	3
21	о том что	4	3
22	в том виде	1	2
23	хотя и не	2	2
24	что иное как	1	2
25	у меня в	1	2
26	и в других	1	2
27	в том смысле	1	2
28	здесь не в	1	2
29	то время как	1	2
30	в том или	1	2
31	здесь мы имеем	1	2
32	уж во всяком	1	2
33	а также и	1	2
34	для того чтобы	1	2
35	в смысловом отношении	1	2
36	более или менее	1	2
37	есть не что	1	2
38	не что иное	1	2
39	в то время	1	2
40	в то же	3	2
41	к тому же	4	2
42	в виду и	1	1
43	и нет никакого	1	1
44	на том что	1	1
45	в чем не	1	1
46	сказать что он	1	1
47	и как именно	1	1
48	дело здесь не	1	1
49	иметь в виду	1	1
50	одной из этих	1	1
51	никак не может	1	1
52	свидетельствует о том	1	1
53	как раз и	1	1
54	по сравнению с	1	1
55	себя не только	2	1
56	и не может	2	1
57	и в то	1	1
58	времени и пространства	2	1
59	которое отнюдь не	1	1
60	ни в чем	1	1
61	для указания на	1	1
62	ничего подобного не	1	1
63	в основе своей	1	1
64	том смысле как	1	1
65	с этой точки	1	1
66	характером в то	1	1
67	в таком случае	1	1
68	до сих пор	1	1
69	не могли бы	1	1
70	все это свидетельствует	1	1
71	на эту тему	1	1
72	так же как	2	1
73	и уже давно	1	1
74	собой но что	1	1
75	с одной стороны	5	1
76	на первый взгляд	1	1
77	в чем же	1	1
78	в том как	2	1
79	из этих сторон	1	1
80	имеем дело с	2	1
81	не в том	1	1
82	или иной области	1	1
83	несмотря на свой	1	1
84	в новое и	1	1
85	тип в том	1	1
86	человеческой жизни а	1	1
87	этой точки зрения	1	1
88	смысле как мы	1	1
89	а в том	2	1
90	в известном смысле	3	1
91	здесь не только	1	1
92	так и в	1	1
93	не может существовать	1	1
94	и т п	2	1
95	начало и конец	1	1
96	и тем самым	2	1
97	в каждой из	1	1
98	и вполне закономерно	1	1
99	к тому что	3	1
100	это свидетельствует о	1	1
