N	4gram	Vinokur_Ku_2	Myshleni
1	заключается в том что	1	6
2	в то время как	1	4
3	состоит в том что	1	3
4	с этой точки зрения	2	2
5	одной и той же	1	2
6	только в том что	1	2
7	с первого же момента	1	1
8	бы то ни было	1	1
9	только потому что оно	1	1
10	не что иное как	1	1
11	состоящий в том что	1	1
12	не только потому что	2	1
13	как это имеет место	1	1
14	приводит к тому что	1	1
15	одном и том же	1	1
16	и в том что	1	1
17	с помощью которого оно	1	1
18	прежде всего тем что	1	1
19	в связи с этим	1	1
20	есть не что иное	1	1
21	все более и более	1	1
22	не могут рассматриваться как	1	1
