N	3gram	Losev_Prob_4	VLabPisa
1	и т д	3	15
2	и т п	1	9
3	с другой стороны	6	8
4	по этому поводу	1	7
5	более или менее	2	6
6	в зависимости от	3	5
7	хотя бы и	2	5
8	в то же	2	5
9	в связи с	3	4
10	равно как и	1	4
11	в том что	8	4
12	в силу этого	1	3
13	о том как	1	3
14	и в то	1	3
15	в значительной мере	2	3
16	вместе с тем	3	3
17	бы и не	1	3
18	в этой области	1	3
19	это и есть	1	3
20	о том что	3	3
21	к тому что	1	3
22	в чем же	1	2
23	в том числе	1	2
24	до сих пор	1	2
25	только то что	1	2
26	точном смысле слова	1	2
27	можно было бы	4	2
28	и не может	1	2
29	одном и том	1	2
30	по крайней мере	6	2
31	в том чтобы	2	2
32	с одной стороны	1	2
33	в конце концов	1	2
34	и том же	1	2
35	уже по одному	2	2
36	во всяком случае	4	2
37	этой точки зрения	1	2
38	не только не	4	2
39	том числе и	1	2
40	для того чтобы	2	2
41	если бы он	1	1
42	чем отличается от	1	1
43	и может быть	1	1
44	бросается в глаза	1	1
45	том смысле что	1	1
46	чем же в	2	1
47	хотя и не	2	1
48	какой мере не	4	1
49	только два примера	1	1
50	в той или	7	1
51	только в пределах	2	1
52	в существе своем	1	1
53	это то что	1	1
54	в какой мере	4	1
55	иметь в виду	1	1
56	что они отнюдь	1	1
57	то время как	2	1
58	что перед нами	2	1
59	как это мы	1	1
60	но даже и	4	1
61	в виду именно	1	1
62	в этом смысле	3	1
63	между собою и	1	1
64	значит что он	1	1
65	же как и	1	1
66	это и значит	1	1
67	с этой точки	1	1
68	тот или иной	2	1
69	говоря уже о	1	1
70	в таком случае	1	1
71	сами по себе	2	1
72	в одном и	1	1
73	сама по себе	2	1
74	что он не	1	1
75	с бытием и	1	1
76	только в том	3	1
77	то что в	1	1
78	это вовсе не	1	1
79	по себе в	1	1
80	чем иным как	2	1
81	является не чем	1	1
82	одно и то	1	1
83	есть то что	1	1
84	ни в какой	4	1
85	в этом же	1	1
86	в ней не	1	1
87	ту или иную	1	1
88	даже и не	2	1
89	же в таком	1	1
90	крайней мере для	2	1
91	в том или	2	1
92	том что мы	1	1
93	не чем иным	2	1
94	в данном случае	5	1
95	может быть даже	1	1
96	не только в	4	1
97	л толстой в	1	1
98	ни к какому	1	1
99	человеческого познания и	1	1
100	то же самое	6	1
101	так же как	1	1
102	может обойтись без	2	1
103	имеет ничего общего	2	1
104	как будто бы	2	1
105	по сравнению с	1	1
106	стихах и в	1	1
107	объективного мира и	1	1
108	имеем дело с	1	1
109	не в том	1	1
110	они отнюдь не	1	1
111	сливается в единый	1	1
112	не случайно и	1	1
113	об этом свидетельствует	1	1
114	не имеет ничего	2	1
115	нет ни одного	1	1
116	того или иного	3	1
117	а в том	1	1
118	а вместе с	1	1
119	имеем в виду	3	1
120	в то время	2	1
121	не говоря уже	2	1
122	и вместе с	1	1
123	в свою очередь	1	1
124	те или иные	4	1
125	одной из этих	1	1
126	ничего общего с	2	1
127	не обходится без	2	1
128	но и для	1	1
129	две основные тенденции	1	1
130	вопрос о том	1	1
131	в вечном муже	2	1
132	является для него	2	1
133	в каждой из	1	1
134	когда говорят о	1	1
135	той или иной	11	1
136	не может обойтись	2	1
137	в новое время	1	1
138	или иной мере	3	1
139	в братьях карамазовых	1	1
140	в том смысле	2	1
141	характером и не	1	1
142	в художественном образе	1	1
143	мы имеем дело	3	1
144	мало чем отличается	1	1
145	в подавляющем большинстве	1	1
146	анализа и синтеза	1	1
147	мы только что	1	1
148	дело не в	2	1
149	к тому же	2	1
150	не значит что	1	1
151	и в искусстве	1	1
152	не только для	2	1
153	приведем только два	1	1
