N	2gram	Bakhtin_Pr_2	Problema
1	то есть	50	46
2	в его	22	43
3	и не	42	42
4	и в	45	38
5	познания и	1	30
6	не может	24	27
7	может быть	18	26
8	как бы	15	22
9	по отношению	8	21
10	в художественном	3	20
11	отношению к	8	19
12	и с	7	17
13	и его	8	16
14	в этом	20	15
15	в нем	20	15
16	только в	9	13
17	прежде всего	11	13
18	независимо от	1	13
19	но не	6	12
20	за пределы	5	12
21	художественного творчества	1	12
22	к материалу	1	11
23	художественного произведения	1	11
24	во всех	4	11
25	в области	2	11
26	ни в	2	11
27	и для	2	11
28	не входит	2	10
29	отношение к	8	10
30	таким образом	11	10
31	в их	4	10
32	художественном творчестве	1	10
33	к нему	11	10
34	не только	16	9
35	не имеет	3	9
36	его в	3	9
37	художественной формы	1	9
38	но и	15	9
39	и как	2	8
40	входит в	9	8
41	было бы	4	8
42	точки зрения	19	8
43	место в	1	8
44	произведения как	1	8
45	в том	8	8
46	и др	4	8
47	то что	5	8
48	еще не	9	7
49	в самом	13	7
50	вообще не	1	7
51	в плане	1	7
52	как и	14	7
53	и становится	2	7
54	не в	8	7
55	как мы	8	7
56	с другой	1	7
57	отметить что	2	7
58	слова в	4	7
59	с помощью	1	7
60	совершенно не	1	7
61	в своей	6	7
62	что в	6	7
63	отношения к	2	6
64	самом деле	4	6
65	на основе	2	6
66	там где	6	6
67	и наконец	1	6
68	в пределах	4	6
69	не всегда	1	6
70	с точки	9	6
71	не есть	2	6
72	можно только	1	6
73	ничего не	3	6
74	мы можем	4	6
75	должно отметить	1	6
76	все же	4	6
77	а в	3	6
78	высшей степени	1	5
79	отличие от	1	5
80	в своем	5	5
81	все эти	4	5
82	при этом	2	5
83	то же	5	5
84	это не	3	5
85	в них	4	5
86	рядом с	3	5
87	в высшей	1	5
88	далеко не	4	5
89	в отличие	1	5
90	так и	3	5
91	произведения в	1	5
92	его целом	3	5
93	в основе	2	5
94	и о	2	5
95	никогда не	17	5
96	с ним	8	5
97	может иметь	1	5
98	и прежде	2	5
99	конечно не	6	5
100	большинстве случаев	2	5
101	в большинстве	2	5
102	не на	4	5
103	а не	10	5
104	со словом	1	5
105	могут быть	4	5
106	быть только	2	5
107	должно быть	4	5
108	все они	4	5
109	на самом	1	4
110	должна быть	3	4
111	конечно и	2	4
112	в виду	2	4
113	в ней	7	4
114	но конечно	1	4
115	относится к	2	4
116	не входят	1	4
117	как в	4	4
118	но в	6	4
119	в нашем	2	4
120	в себе	5	4
121	перестает быть	3	4
122	в данном	1	4
123	не должна	3	4
124	не менее	2	4
125	тем самым	2	4
126	в то	5	4
127	должны быть	1	4
128	здесь не	2	4
129	позицию по	1	4
130	в ее	3	4
131	данном случае	1	4
132	в произведении	5	4
133	можно было	2	4
134	не с	1	4
135	о том	3	4
136	своим предметом	1	4
137	с ними	4	4
138	принципиально не	2	4
139	в других	1	4
140	в форме	2	4
141	и только	1	4
142	что не	5	4
143	в романе	3	4
144	более того	5	4
145	материал в	2	4
146	не способна	1	4
147	и потому	6	4
148	в более	1	4
149	себя самого	1	4
150	лишь как	1	4
151	хотя бы	5	4
152	вне себя	1	4
153	между ними	4	4
154	сказать что	5	4
155	другой стороны	1	4
156	например в	2	3
157	на материале	3	3
158	которую мы	2	3
159	говорить о	1	3
160	эстетики и	1	3
161	на них	2	3
162	мы будем	1	3
163	точка зрения	7	3
164	менее всего	1	3
165	иногда и	1	3
166	нет и	3	3
167	значение имеет	1	3
168	значение для	3	3
169	кроме того	1	3
170	и к	2	3
171	в целом	5	3
172	вследствие этого	1	3
173	к миру	1	3
174	он не	9	3
175	произведении как	1	3
176	момент художественного	1	3
177	как момент	1	3
178	в мире	3	3
179	а как	4	3
180	с другими	7	3
181	может стать	2	3
182	в слове	1	3
183	несмотря на	1	3
184	том что	7	3
185	тем не	1	3
186	на него	2	3
187	как его	2	3
188	же время	3	3
189	или как	1	3
190	все то	2	3
191	как только	1	3
192	хотя и	2	3
193	и от	3	3
194	приводит к	1	3
195	в дальнейшем	2	3
196	дано в	1	3
197	ясно что	1	3
198	если бы	2	3
199	но здесь	1	3
200	и должно	1	3
201	к действительности	2	3
202	и сделать	1	3
203	на ее	1	3
204	творчества в	2	3
205	на почве	4	3
206	этом смысле	5	3
207	но с	3	3
208	одной из	2	3
209	как вещи	1	3
210	с одной	1	3
211	входят в	1	3
212	и даже	3	3
213	бытия в	2	3
214	себя и	2	3
215	его как	1	3
216	связь с	2	3
217	в область	1	3
218	и на	7	3
219	да и	1	3
220	слова и	1	3
221	но это	2	3
222	все это	5	3
223	не является	3	3
224	она может	1	3
225	и другими	2	3
226	от него	3	3
227	и все	1	3
228	не знает	4	3
229	в таком	3	3
230	все что	3	3
231	они не	2	3
232	относится и	2	2
233	лишь там	2	2
234	он может	2	2
235	и есть	1	2
236	в котором	7	2
237	др в	1	2
238	значение но	1	2
239	его не	1	2
240	их и	3	2
241	есть не	1	2
242	со всех	1	2
243	можно и	1	2
244	мы имеем	2	2
245	правильного понимания	2	2
246	единство и	1	2
247	совпадает с	1	2
248	я не	6	2
249	и он	3	2
250	не остается	1	2
251	оно может	1	2
252	предметом и	1	2
253	оценок и	1	2
254	в чем	2	2
255	с его	8	2
256	художник и	2	2
257	но как	2	2
258	а только	2	2
259	не все	1	2
260	ивана карамазова	4	2
261	в едином	2	2
262	в истории	2	2
263	дело идет	6	2
264	показать что	2	2
265	как к	2	2
266	себе не	1	2
267	и у	2	2
268	момент его	1	2
269	бы не	3	2
270	ни одна	1	2
271	нами в	4	2
272	на то	2	2
273	не имеют	1	2
274	быть поняты	1	2
275	на этом	1	2
276	всех своих	1	2
277	человека в	5	2
278	в каждом	4	2
279	здесь мы	1	2
280	опираются на	2	2
281	лишь в	2	2
282	и других	3	2
283	не совпадает	1	2
284	форму и	1	2
285	и своеобразие	1	2
286	переходим к	2	2
287	как таковой	1	2
288	или точнее	1	2
289	и художественно	2	2
290	и более	2	2
291	войти в	1	2
292	не могли	1	2
293	можем сказать	2	2
294	раз и	1	2
295	этой области	2	2
296	а иногда	1	2
297	что эта	2	2
298	она не	5	2
299	дело в	1	2
300	одна из	3	2
301	в единство	3	2
302	того чтобы	1	2
303	словом но	1	2
304	слово и	2	2
305	в самой	3	2
306	все стороны	1	2
307	во всем	1	2
308	а лишь	3	2
309	связи с	1	2
310	здесь же	1	2
311	этом отношении	2	2
312	у нас	2	2
313	не могут	1	2
314	есть только	4	2
315	отличается от	1	2
316	что оно	1	2
317	для того	1	2
318	приходится иметь	1	2
319	выносится за	1	2
320	что все	3	2
321	самим собою	1	2
322	только при	1	2
323	она только	1	2
324	с самим	2	2
325	здесь нет	2	2
326	ибо только	1	2
327	и здесь	2	2
328	в другом	1	2
329	другими словами	2	2
330	и что	2	2
331	логику и	1	2
332	до простого	1	2
333	от них	2	2
334	автор как	2	2
335	нем и	1	2
336	человека как	2	2
337	в лучшем	1	2
338	будем называть	1	2
339	в него	1	2
340	мир в	2	2
341	и мир	5	2
342	в каких	1	2
343	того что	3	2
344	в современной	1	2
345	что он	7	2
346	в какой	1	2
347	и ее	7	2
348	на мир	2	2
349	себя в	2	2
350	в виде	1	2
351	в начале	2	2
352	не дает	1	2
353	ни с	2	2
354	что и	5	2
355	вовсе не	7	2
356	произведения и	1	2
357	в некоторых	2	2
358	тем что	2	2
359	лишь для	1	2
360	в особенности	2	2
361	без всякой	1	2
362	чем в	1	2
363	или иной	3	2
364	здесь в	2	2
365	характерно для	1	2
366	и пр	2	2
367	не было	2	2
368	но лишь	1	2
369	именно поэтому	1	2
370	человек в	3	2
371	в частности	1	2
372	как это	2	2
373	подхода к	1	2
374	и оценки	1	2
375	из которых	2	2
376	характера и	2	2
377	нет а	1	2
378	по существу	1	2
379	для понимания	2	2
380	можно сказать	2	2
381	лучшем случае	1	2
382	или в	2	2
383	о котором	1	2
384	той или	3	2
385	находит свое	1	2
386	я нахожу	1	2
387	мы должны	4	2
388	ибо в	1	2
389	но зато	1	2
390	в этих	4	2
391	в равной	1	2
392	всего человека	1	2
393	жанровые формы	1	2
394	слово в	3	2
395	в свою	1	2
396	была бы	3	2
397	к его	1	2
398	творчестве не	1	2
399	и другие	4	2
400	в своих	4	2
401	по поводу	1	2
402	и эта	3	2
403	к этому	4	2
404	только она	2	2
405	бы все	1	1
406	лежат в	1	1
407	в сфере	2	1
408	для построения	2	1
409	человека и	2	1
410	оно ощущается	1	1
411	все остальное	1	1
412	целое произведения	1	1
413	дело обстоит	1	1
414	это и	1	1
415	мере в	1	1
416	и принципиально	1	1
417	от своей	1	1
418	в чисто	2	1
419	в первом	1	1
420	как необходимый	1	1
421	нем нет	1	1
422	нем но	1	1
423	из его	1	1
424	все те	2	1
425	и могут	2	1
426	который в	1	1
427	из подполья	4	1
428	рядом в	1	1
429	и ничего	1	1
430	за них	1	1
431	связан с	2	1
432	мир не	1	1
433	вне художественного	1	1
434	свою любовь	1	1
435	так чтобы	2	1
436	время как	1	1
437	нет дела	1	1
438	с ее	3	1
439	бы ни	1	1
440	свой предмет	1	1
441	подчеркнуть что	3	1
442	в каждой	1	1
443	основе этого	1	1
444	собою и	1	1
445	меньшей степени	2	1
446	оценки которые	1	1
447	целого не	1	1
448	стороны его	2	1
449	и возможности	1	1
450	вырождается и	1	1
451	остались бы	1	1
452	но далеко	1	1
453	как таковая	1	1
454	ними в	1	1
455	и высказать	1	1
456	отказ от	1	1
457	к слову	1	1
458	вступают в	2	1
459	моменте мы	1	1
460	смысловое единство	1	1
461	в свои	1	1
462	преступление и	2	1
463	идет о	2	1
464	стороны и	1	1
