N	4gram	Medvedev_F_3	Psycholo
1	с этой точки зрения	1	4
2	одной и той же	1	3
3	во всяком случае в	2	2
4	в собственном смысле слова	1	2
5	с другой стороны и	1	2
6	и тем не менее	1	1
7	дело в том что	1	1
8	арифметическое значение его числителя	1	1
9	ту или другую сторону	1	1
10	с другой стороны в	1	1
11	есть чистая форма оно	1	1
12	в той мере в	1	1
13	одного и того же	1	1
14	значение его числителя и	1	1
15	и т п в	2	1
16	чистая форма оно есть	1	1
17	знаменателя важно их отношение	1	1
18	вовсе не следует что	1	1
19	в искусстве и в	1	1
20	дело не в том	1	1
21	числителя и знаменателя важно	1	1
22	в том числе и	1	1
23	той мере в какой	1	1
24	в ту или другую	1	1
25	одни и те же	3	1
26	ясно что при этом	1	1
27	один и тот же	1	1
28	но в таком случае	1	1
29	камню равны между собой	1	1
30	литературное произведение есть чистая	1	1
31	в том или ином	1	1
32	только при условии если	1	1
33	мира миру или кошки	1	1
34	шутливые трагические мировые комнатные	1	1
35	не в том что	1	1
36	коем случае не может	1	1
37	трагические мировые комнатные произведения	1	1
38	миру или кошки камню	1	1
39	и знаменателя важно их	1	1
40	в коем случае не	1	1
41	до сих пор недостаточно	1	1
42	оно есть не вещь	1	1
43	может быть только социологией	1	1
44	форма оно есть не	1	1
45	или кошки камню равны	1	1
46	в одной плоскости с	1	1
47	важно их отношение шутливые	1	1
48	отношение шутливые трагические мировые	1	1
49	то же самое и	1	1
50	к тому чтобы создать	1	1
51	их отношение шутливые трагические	1	1
52	произведение есть чистая форма	1	1
53	ни в коем случае	1	1
54	одним и тем же	2	1
55	каждой из этих областей	1	1
56	кошки камню равны между	1	1
57	его числителя и знаменателя	1	1
