N	2gram	Bakhtin_Pr_1	Problemy
1	и в	38	43
2	и не	42	29
3	может быть	26	23
4	как бы	22	22
5	не может	27	18
6	в пределах	6	16
7	как и	7	14
8	но и	9	14
9	и т	14	13
10	в этом	15	13
11	точки зрения	8	13
12	что он	2	13
13	в нем	15	12
14	в одном	1	12
15	слова в	7	12
16	слова и	3	12
17	не только	9	11
18	в каждом	2	11
19	не в	7	11
20	по себе	1	11
21	и на	3	10
22	но в	4	10
23	как мы	7	10
24	в его	43	10
25	прежде всего	13	10
26	еще не	7	9
27	он не	3	9
28	слово и	2	9
29	никогда не	5	9
30	в большинстве	5	9
31	т п	13	9
32	то же	5	8
33	лишь в	2	8
34	для него	1	8
35	с точки	6	8
36	и его	16	8
37	с самим	2	8
38	большинстве случаев	5	8
39	или в	2	8
40	слово в	2	8
41	свой предмет	1	7
42	в самом	7	7
43	к себе	2	7
44	в то	4	7
45	слова с	2	7
46	в другом	2	7
47	в него	2	7
48	до сих	1	7
49	а не	5	7
50	сих пор	1	7
51	то что	8	7
52	и наконец	6	6
53	при этом	5	6
54	к одному	1	6
55	не как	1	6
56	в этих	2	6
57	здесь не	4	6
58	приводит к	3	6
59	в том	8	6
60	в котором	2	6
61	и все	3	6
62	самом деле	6	5
63	к другому	1	5
64	и он	2	5
65	но не	12	5
66	по отношению	21	5
67	хотя и	3	5
68	в себе	4	5
69	все эти	5	5
70	но ведь	1	5
71	на то	2	5
72	да и	3	5
73	таким образом	10	5
74	и с	17	5
75	было бы	8	5
76	рядом с	5	5
77	в слове	3	5
78	самим собою	2	5
79	но здесь	3	5
80	о том	4	5
81	и что	2	5
82	же время	3	5
83	к нему	10	5
84	мы увидим	3	5
85	вовсе не	2	5
86	в той	1	5
87	все это	3	5
88	бы в	1	5
89	а в	6	5
90	на фоне	3	5
91	отношению к	19	5
92	а как	3	4
93	так чтобы	1	4
94	я не	2	4
95	с его	2	4
96	во всех	11	4
97	себе и	1	4
98	отличие от	5	4
99	там где	6	4
100	в своем	5	4
101	словом в	1	4
102	своему предмету	1	4
103	в произведении	4	4
104	т д	1	4
105	человека в	2	4
106	может стать	3	4
107	в них	5	4
108	далеко не	5	4
109	должно быть	5	4
110	в своей	7	4
111	в отличие	5	4
112	но он	1	4
113	том же	2	4
114	как его	3	4
115	в самой	2	4
116	или как	3	4
117	к тому	1	4
118	и это	3	4
119	этот вопрос	1	4
120	только в	13	4
121	точек зрения	1	4
122	с другой	7	4
123	на этот	1	4
124	до конца	1	4
125	более того	4	4
126	не на	5	4
127	то есть	46	4
128	не могут	2	4
129	но это	3	4
130	в результате	1	4
131	между ними	4	4
132	совершенно не	7	4
133	себе самому	1	4
134	что в	7	4
135	но эти	1	4
136	себя как	5	3
137	также и	3	3
138	должна быть	4	3
139	обойтись без	1	3
140	мы уже	1	3
