N	2gram	Losev_Prob_1	Formalny
1	т е	1	32
2	и не	31	30
3	вовсе не	35	28
4	и в	32	27
5	может быть	14	25
6	не может	8	24
7	так и	12	21
8	и его	3	19
9	в этом	19	18
10	таким образом	6	18
11	а не	15	17
12	самом деле	6	16
13	точки зрения	3	16
14	то же	10	15
15	в нем	13	15
16	в процессе	1	15
17	и пр	4	15
18	на самом	6	14
19	как и	3	14
20	с точки	3	14
21	не в	4	12
22	если бы	4	12
23	и т	11	11
24	в самом	6	11
25	в жизни	3	11
26	и от	1	11
27	художественное произведение	1	11
28	не могут	2	10
29	место в	1	10
30	но и	9	10
31	в действительности	3	9
32	не только	17	9
33	лишь в	1	9
34	как его	2	9
35	так как	11	9
36	так же	9	9
37	отнюдь не	10	8
38	как бы	14	8
39	при этом	6	8
40	входит в	4	8
41	ни в	7	8
42	как мы	7	8
43	в пределах	1	8
44	только в	7	8
45	как раз	13	8
46	то что	42	8
47	и все	7	8
48	что в	12	8
49	художественного произведения	1	7
50	тем же	1	7
51	с тем	5	7
52	не менее	19	7
53	потому что	16	7
54	его в	6	7
55	между тем	2	7
56	в его	6	7
57	в том	9	7
58	для них	2	7
59	если мы	11	7
60	все это	7	7
61	совершенно не	6	7
62	в то	6	7
63	в искусстве	3	7
64	здесь и	1	6
65	действительности и	5	6
66	еще не	9	6
67	но в	14	6
68	все эти	8	6
69	т д	10	6
70	в своей	8	6
71	и ее	8	6
72	всяком случае	3	6
73	все время	2	6
74	было бы	8	6
75	в литературе	4	6
76	что он	7	6
77	с другой	3	6
78	вместе с	2	6
79	в данном	9	6
80	все же	1	6
81	и для	4	6
82	хотя бы	3	6
83	во всяком	7	6
84	совсем не	4	5
85	но не	9	5
86	в истории	4	5
87	в одной	1	5
88	в художественном	1	5
89	в каждом	1	5
90	войти в	1	5
91	ни было	1	5
92	того чтобы	9	5
93	сводится к	1	5
94	если же	1	5
95	что они	3	5
96	в дальнейшем	4	5
97	никогда не	7	5
98	его понимают	1	5
99	связи с	5	5
100	и их	1	5
101	т п	1	5
102	друг друга	1	5
103	тем что	7	5
104	и потому	2	5
105	тому как	2	5
106	что же	9	5
107	не является	5	5
108	в результате	2	5
109	другой стороны	3	5
110	не есть	29	4
111	в конкретном	2	4
112	мы не	2	4
113	смысл и	3	4
114	он был	1	4
115	бы то	1	4
116	как в	4	4
117	и как	6	4
118	и те	1	4
119	но ведь	3	4
120	а вовсе	1	4
121	на ее	1	4
122	подобно тому	2	4
123	то ни	1	4
124	данном случае	8	4
125	в ее	3	4
126	мы знаем	1	4
127	том что	12	4
128	по себе	15	4
129	она не	2	4
130	в смысле	1	4
131	тогда когда	1	4
132	мы можем	4	4
133	и является	7	4
134	могут быть	2	4
135	к тому	3	4
136	следовательно и	2	4
137	о том	11	4
138	как ее	1	4
139	же и	3	4
140	конечно не	1	4
141	уже в	3	4
142	только на	4	4
143	ориентации в	1	4
144	для того	8	4
145	со стороны	1	4
146	прежде всего	10	4
147	произведение в	1	4
148	в связи	4	4
149	мы видели	1	4
150	как это	6	4
151	да и	3	4
152	слова и	1	4
153	в романе	1	4
154	от всех	2	4
155	жизни и	1	4
156	художественном произведении	1	3
157	одним из	1	3
158	же как	2	3
159	функции в	4	3
160	того же	3	3
161	должна быть	1	3
162	мы уже	5	3
163	той же	1	3
164	мы и	4	3
165	в виду	6	3
166	литературы и	4	3
167	и на	8	3
168	в которых	3	3
169	во всех	7	3
170	как таковая	1	3
171	то мы	1	3
172	то он	2	3
173	нет и	2	3
174	самое понятие	1	3
175	бы и	1	3
176	что это	3	3
177	в себе	15	3
178	сливаются в	3	3
179	и с	2	3
180	это не	6	3
