N	2gram	Propp_Morf_1	Problemy
1	и в	13	34
2	и не	12	29
3	как бы	3	27
4	что он	4	23
5	в его	1	22
6	может быть	52	19
7	не может	14	19
8	и все	1	19
9	как и	3	18
10	в этом	14	16
11	но в	2	16
12	и его	1	16
13	он не	3	15
14	и с	1	15
15	прежде всего	9	15
16	то же	7	14
17	к нему	3	14
18	самом деле	4	13
19	для него	1	13
20	и к	4	12
21	в то	3	12
22	потому что	3	12
23	но и	4	12
24	т е	21	12
25	на самом	4	11
26	в сущности	3	11
27	вовсе не	4	11
28	с другим	1	11
29	то что	8	11
30	не только	4	10
31	не в	3	9
32	а не	11	9
33	и т	41	8
34	с самого	1	8
35	самого начала	1	8
36	в другом	2	8
37	себя и	2	8
38	так же	3	8
39	что же	2	8
40	и для	2	8
41	точки зрения	2	8
42	к герою	3	7
43	на него	3	7
44	как будто	2	7
45	как мы	6	7
46	и даже	1	7
47	что не	1	7
48	там где	5	7
49	все же	7	7
50	что в	8	7
51	мы уже	1	6
52	и на	1	6
53	с его	2	6
54	отношение к	1	6
55	что они	2	6
56	в пределах	3	6
57	так и	6	6
58	в себе	1	6
59	только в	2	6
60	стремится к	1	6
61	от него	1	6
62	с ними	1	6
63	не знает	1	6
64	которым он	1	6
65	отношению к	4	6
66	он сам	1	5
67	в чем	1	5
68	по отношению	4	5
69	и наконец	1	5
70	и у	1	5
71	что это	1	5
72	в целом	3	5
73	и вот	1	5
74	но все	3	5
75	с тем	2	5
76	даже в	1	5
77	таким образом	21	5
78	к тому	4	5
79	и что	2	5
80	что и	7	5
81	это не	6	5
82	того что	3	5
83	так что	1	5
84	из них	3	5
85	всяком случае	2	5
86	в одном	1	5
87	дело идет	1	5
88	мы должны	3	5
89	хотя бы	4	5
90	а в	7	5
91	героя в	4	5
92	во всяком	2	5
93	из его	2	4
94	еще не	3	4
95	бы то	3	4
96	но не	4	4
97	но как	2	4
98	как в	3	4
99	все эти	2	4
100	но на	1	4
101	на его	4	4
102	при этом	1	4
103	на этом	3	4
104	он старается	2	4
105	то ни	3	4
106	его в	2	4
107	с другими	1	4
108	переходим к	1	4
109	ни в	1	4
110	с точки	2	4
111	но это	6	4
112	меня не	1	4
113	ничего не	4	4
114	как раз	1	4
115	если бы	2	4
116	он говорил	1	4
117	на вопрос	2	4
118	только на	1	4
119	в виде	2	4
120	в начале	3	4
121	так как	16	4
122	у него	1	4
123	с другой	8	4
124	тем что	4	4
125	ни было	2	4
126	и вдруг	1	4
127	и то	1	3
128	ведь и	1	3
129	высшей степени	1	3
130	так чтобы	1	3
131	говорить о	3	3
132	в виду	1	3
133	что его	2	3
134	совсем не	3	3
135	в одной	1	3
136	вот как	1	3
137	хотя и	3	3
138	и как	5	3
139	героя из	2	3
140	их в	1	3
141	в каждом	1	3
142	это было	3	3
143	его и	2	3
144	в высшей	1	3
145	далеко не	5	3
146	этого не	2	3
147	должно быть	1	3
148	такой же	1	3
149	в своей	1	3
150	самого героя	1	3
151	не менее	5	3
152	но он	1	3
153	ивана в	3	3
154	что с	1	3
155	том что	4	3
156	во всем	1	3
157	с ее	1	3
158	еще в	1	3
159	в глаза	2	3
160	между тем	5	3
161	к концу	1	3
162	в него	1	3
163	но так	1	3
164	в том	6	3
165	большинстве случаев	3	3
166	от другого	2	3
167	как такового	1	3
168	а с	2	3
169	и своего	1	3
170	по своему	2	3
171	но для	2	3
172	если не	1	3
173	лишь о	1	3
174	только что	2	3
175	другой стороны	4	3
176	например в	2	2
177	он может	2	2
178	это и	2	2
179	и этот	1	2
180	та же	2	2
181	кто же	1	2
182	него он	1	2
183	в которых	2	2
184	во всех	4	2
185	бы не	1	2
186	друг на	2	2
187	герой не	2	2
188	отличие от	1	2
189	с этим	11	2
190	показать что	4	2
191	не удалось	1	2
192	увидим что	1	2
193	в этот	1	2
194	к чему	3	2
195	в которой	3	2
196	в большинстве	3	2
197	можно лишь	1	2
198	героя к	1	2
199	вообще не	1	2
200	т д	39	2
201	а вовсе	1	2
202	он должен	2	2
203	свои собственные	1	2
204	друг с	1	2
205	подобно тому	6	2
206	бы они	2	2
207	же не	1	2
208	те же	1	2
209	входит в	2	2
210	было бы	3	2
211	то все	1	2
212	лишь на	2	2
213	мог бы	1	2
214	кажется что	1	2
215	по всему	2	2
216	в них	1	2
217	он обращается	1	2
218	что такое	3	2
219	она в	2	2
220	которые в	1	2
221	тем не	5	2
222	однако в	2	2
223	между двумя	1	2
224	в той	1	2
225	тому что	4	2
226	во время	6	2
227	этом случае	8	2
228	к ней	1	2
229	как на	1	2
230	же он	1	2
231	с другом	1	2
232	и со	1	2
233	он отвечает	1	2
234	очень часто	6	2
235	не является	3	2
236	этого и	1	2
237	всего этого	1	2
238	и говорит	1	2
239	всей своей	1	2
240	конечно в	1	2
241	собой и	1	2
242	находится в	1	2
243	о том	2	2
244	надо было	1	2
245	или как	1	2
246	рассказа к	1	2
247	на одном	1	2
248	в форме	6	2
249	быть и	2	2
250	один из	5	2
251	но с	1	2
252	отца не	1	2
253	мы увидим	8	2
254	что даже	1	2
255	то в	3	2
256	и ее	3	2
257	со всеми	1	2
258	в эти	1	2
259	не входит	1	2
260	уже не	2	2
261	другим что	1	2
262	слова не	1	2
263	за ним	1	2
264	друг друга	3	2
265	как его	1	2
266	нет в	1	2
267	были бы	1	2
268	и создает	1	2
269	он во	1	2
270	на друга	2	2
271	других для	1	2
272	точек зрения	1	2
273	о чем	1	2
274	вступает в	1	2
275	себя за	2	2
276	тому как	5	2
277	самого себя	2	2
278	вне этой	1	2
279	ты еще	1	2
280	или другого	1	2
281	с этой	1	2
282	благодаря этому	3	2
283	у вас	1	2
284	нисколько не	1	2
285	это уже	3	2
286	вопрос о	7	2
287	в другой	1	2
288	обращается к	1	2
289	не с	2	2
290	сказать что	2	2
291	в последнем	2	2
292	того или	1	2
293	ту же	2	1
294	можно говорить	1	1
295	одним из	1	1
296	также и	4	1
297	начинается с	3	1
298	которые также	1	1
299	утверждение что	1	1
300	тех же	4	1
301	ясно что	5	1
302	от самого	1	1
303	в первом	3	1
304	сестры и	1	1
305	что эти	2	1
306	в доме	1	1
307	где я	1	1
308	по его	1	1
309	или наоборот	1	1
310	приводят к	1	1
311	время как	3	1
312	но она	1	1
313	эта функция	4	1
314	не происходит	3	1
315	то это	3	1
316	не совсем	1	1
317	из которых	3	1
318	и заставляет	1	1
319	начала в	1	1
320	такое же	1	1
321	и был	1	1
322	ее руку	1	1
323	собой в	2	1
324	он был	1	1
325	тем как	1	1
326	не все	6	1
327	а и	3	1
328	вступают в	3	1
329	герой как	1	1
