N	3gram	Voloshinov_1	Problema
1	о том что	2	14
2	во всяком случае	3	10
3	по крайней мере	3	6
4	в этом смысле	3	5
5	в данном случае	1	5
6	с одной стороны	1	5
7	в связи с	1	5
8	то же самое	1	5
9	до сих пор	3	4
10	есть прежде всего	1	4
11	в том что	1	4
12	что иное как	1	3
13	на первый план	1	3
14	и в этом	2	3
15	не может быть	3	3
16	можно сказать что	3	3
17	не что иное	1	3
18	на самом деле	4	2
19	всяком случае не	1	2
20	в самом деле	2	2
21	с самого начала	4	2
22	бы то ни	1	2
23	а может быть	1	2
24	можно было бы	1	2
25	может быть только	1	2
26	для того чтобы	1	2
27	в этой работе	1	2
28	имеем в виду	1	2
29	один из моментов	1	2
30	и ни в	1	2
31	это и есть	1	2
32	связи с этим	1	2
33	подобно тому как	1	2
34	и прежде всего	1	2
35	мы еще не	1	2
36	несколько слов о	1	1
37	а в конце	1	1
38	в психике не	1	1
39	или что оно	1	1
40	он может быть	1	1
41	но даже и	1	1
42	чем иным как	1	1
43	нам кажется что	2	1
44	что на этом	1	1
45	же как и	1	1
46	обратим внимание на	1	1
47	он не был	1	1
48	мы утверждаем что	1	1
49	в этом отношении	1	1
50	своему качеству и	1	1
51	вместе с тем	1	1
52	эти понятия и	1	1
53	конечно не следует	1	1
54	так же как	2	1
55	не чем иным	1	1
56	то ни было	1	1
57	очень важный момент	1	1
58	что может быть	1	1
59	на первый взгляд	1	1
60	но оно в	1	1
61	как один из	1	1
62	по своему качеству	1	1
63	а с другой	1	1
64	уже и теперь	1	1
65	но вместе с	1	1
66	а на самом	1	1
67	не существовало бы	2	1
68	мы не можем	1	1
69	говорить о том	1	1
70	так и в	1	1
71	именно то что	1	1
72	но отнюдь не	2	1
73	той или иной	1	1
74	мы имеем в	1	1
75	тому как мы	1	1
76	случае не может	1	1
77	и входит в	1	1
78	в свое время	1	1
79	может быть даже	1	1
