N	2gram	Ircho_Kome_2	Analitik
1	в качестве	5	31
2	может быть	11	29
3	в том	11	27
4	не может	3	22
5	и не	14	21
6	в частности	4	19
7	и в	26	18
8	но и	10	17
9	а не	1	17
10	представляет собой	1	16
11	отнюдь не	2	15
12	не только	7	15
13	не в	2	14
14	в этом	10	13
15	как и	4	13
16	в его	4	13
17	том что	9	12
18	текста в	1	12
19	в себе	1	11
20	но не	3	10
21	то же	3	9
22	в то	6	9
23	а в	3	9
24	в принципе	2	8
25	в мире	2	8
26	но в	3	8
27	нуждается в	1	8
28	в той	2	8
29	том чтобы	1	7
30	тем самым	1	7
31	к тому	12	7
32	перед лицом	2	6
33	мы имеем	2	6
34	в сущности	1	6
35	по отношению	3	6
36	отличие от	2	6
37	в самом	4	6
38	это не	2	6
39	точки зрения	4	6
40	в своей	3	6
41	в отличие	2	6
42	в основе	1	6
43	по своей	1	6
44	той или	1	6
45	должен быть	1	6
46	в себя	1	6
47	времени и	1	6
48	же время	3	6
49	только в	4	6
50	себя в	3	6
51	то что	6	6
52	или иной	1	6
53	прежде всего	4	6
54	в их	3	5
55	и на	7	5
56	и как	1	5
57	в целом	4	5
58	в этой	3	5
59	и его	12	5
60	о том	6	5
61	сводится к	1	5
62	между тем	4	5
63	такого рода	1	5
64	как бы	2	5
65	отношению к	3	5
66	что в	9	5
67	того же	3	4
68	из того	1	4
69	столь же	9	4
70	более чем	4	4
71	все же	4	4
72	тому же	11	4
73	не следует	2	4
74	не всегда	2	4
75	с точки	1	4
76	и более	1	4
77	по себе	1	4
78	имеем дело	1	4
79	в области	1	4
80	ни в	5	4
81	так и	12	4
82	не с	1	4
83	с ним	1	4
84	как правило	3	4
85	в другом	1	4
86	с другой	2	4
87	дело с	3	4
88	конечном счете	1	4
89	для того	5	4
90	именно в	1	4
91	вместе с	9	4
92	из которых	3	4
93	в литературе	1	4
94	исходя из	1	4
95	не более	2	4
96	ни было	2	4
97	как известно	2	3
98	и т	2	3
99	одним из	2	3
100	мере в	1	3
101	и есть	2	3
102	с текстом	1	3
103	место в	4	3
104	в полной	1	3
105	бы то	2	3
106	во внешнем	1	3
107	если в	2	3
108	в наиболее	4	3
109	в рамках	1	3
110	в художественном	1	3
111	однако не	1	3
112	и к	2	3
113	автора и	1	3
114	в нашем	2	3
115	как он	3	3
116	в нем	6	3
117	он не	2	3
118	в силу	2	3
119	таким образом	6	3
120	то ни	2	3
121	бы быть	1	3
122	полной мере	1	3
123	того или	1	3
124	при встрече	1	3
125	даже в	2	3
126	ведет к	1	3
127	в котором	3	3
128	разного рода	1	3
129	однако в	2	3
130	того чтобы	6	3
131	т п	2	3
132	как будто	4	3
133	в состав	2	3
134	могла бы	3	3
135	в собственном	1	3
136	если бы	9	3
137	означает что	1	3
138	а также	1	3
139	к нему	3	3
140	с его	5	3
141	еще не	6	3
142	с одной	2	3
143	ни с	1	3
144	никто не	3	3
145	что и	7	3
146	одной стороны	2	3
147	а с	1	3
148	что не	1	3
149	быть не	1	3
150	и все	2	3
151	хотя бы	2	3
152	будто бы	1	3
153	что он	5	3
154	или иного	1	3
155	том числе	3	3
156	говоря о	1	2
157	отношения к	1	2
158	самом деле	1	2
159	в первом	2	2
160	едва ли	14	2
161	той же	3	2
162	на себя	7	2
163	х годов	2	2
164	и самого	1	2
165	же мере	1	2
166	между собой	1	2
167	на основе	1	2
168	то он	1	2
169	не все	1	2
170	отношение к	2	2
171	не просто	1	2
172	нет и	2	2
173	что именно	2	2
174	как к	1	2
175	как уже	1	2
176	не являются	1	2
177	в которой	5	2
178	все эти	1	2
179	из этих	4	2
180	думать что	1	2
181	на его	1	2
182	свидетельствует о	1	2
183	на этом	2	2
184	и с	5	2
185	самим собой	1	2
186	на все	1	2
187	из них	7	2
188	вовсе не	2	2
189	так как	4	2
190	несмотря на	1	2
191	для него	1	2
192	от своего	1	2
193	не должен	1	2
194	не столько	1	2
195	вопрос о	3	2
196	только для	1	2
197	которые в	2	2
198	никогда не	1	2
199	из четырех	2	2
200	и является	1	2
201	потому что	6	2
202	в сознании	1	2
203	отличается от	1	2
204	для себя	1	2
205	как мы	4	2
206	роль в	2	2
207	ни одно	1	2
208	мысль о	1	2
209	в пределах	1	2
210	в искусстве	1	2
211	и сам	3	2
212	одного из	1	2
213	еще в	4	2
214	не говоря	2	2
215	на примере	1	2
216	и та	1	2
217	за пределами	1	2
218	с целью	1	2
219	каждом из	1	2
220	является по	1	2
221	один из	5	2
222	в двух	6	2
223	в т	1	2
224	в начале	4	2
225	выступает в	1	2
226	не о	1	2
227	может служить	1	2
228	со стороны	2	2
229	было бы	8	2
230	но о	1	2
231	соответствии с	1	2
232	что из	2	2
233	мира в	4	2
234	на фоне	1	2
235	как от	1	2
236	что же	1	2
237	первом случае	1	2
238	и тогда	1	2
239	см ниже	1	2
240	не является	2	2
241	это как	1	2
242	тем более	1	2
243	нет ничего	1	2
244	другой стороны	1	2
245	была бы	1	2
246	в какой	2	2
247	то на	1	1
248	речь идет	3	1
249	например в	3	1
250	с кем	1	1
251	тех же	3	1
252	отношения между	1	1
253	сам автор	1	1
254	не имеют	1	1
255	в какой-то	2	1
256	видеть в	1	1
257	внутренний мир	1	1
258	по его	1	1
259	обойтись без	1	1
260	в театре	2	1
261	мы не	2	1
262	впечатление от	1	1
263	из сказанного	1	1
264	равно как	1	1
265	не вполне	2	1
266	не происходит	1	1
267	как не	2	1
268	в ней	3	1
269	свою очередь	1	1
270	над ним	1	1
271	по этому	1	1
272	он был	2	1
273	и служит	1	1
274	в различных	1	1
275	в чем	1	1
276	служит для	1	1
277	что люди	1	1
278	во всех	3	1
279	говоря не	1	1
280	в ее	2	1
281	ведущие к	1	1
282	чем это	2	1
283	или по	1	1
284	находят в	1	1
285	первый взгляд	1	1
286	независимо от	5	1
287	как в	3	1
288	за этим	1	1
289	что касается	3	1
290	помнить что	1	1
291	в полном	1	1
292	не редкость	1	1
293	более или	1	1
294	юноши в	1	1
295	вступить с	1	1
296	первой из	1	1
297	со своей	3	1
298	не приходится	1	1
299	та же	1	1
300	время экспедиции	1	1
301	что это	4	1
302	и нравственности	1	1
303	двух других	2	1
304	не обходится	1	1
305	кажется не	1	1
306	в рамки	1	1
307	следует видеть	1	1
308	любой из	1	1
309	свою силу	1	1
310	возникающую из	1	1
311	его от	1	1
312	что ни	2	1
313	в основу	1	1
314	но все	3	1
315	от нее	1	1
316	а вместе	1	1
317	а затем	5	1
318	же не	2	1
319	в состоянии	1	1
320	ей в	1	1
321	том случае	1	1
322	его в	4	1
323	персонажей в	1	1
324	еще одно	1	1
325	из первых	1	1
326	поведения и	1	1
327	от отца	1	1
328	в них	4	1
329	героя или	1	1
330	с тем	5	1
331	и уже	1	1
332	одна и	1	1
333	он и	1	1
334	действительно не	1	1
335	над его	1	1
336	вопроса об	1	1
337	или менее	1	1
338	в этих	4	1
339	все более	1	1
340	себя внимание	5	1
341	во время	6	1
342	и при	1	1
343	поэтического творчества	1	1
344	наиболее полной	1	1
345	показательно что	3	1
346	этой связи	1	1
347	и ее	2	1
348	том же	1	1
349	молодого человека	9	1
350	из классических	1	1
351	в тогда	2	1
352	времени не	1	1
353	в диалоге	1	1
354	их в	1	1
355	не требуется	1	1
356	ним в	1	1
357	тому что	4	1
358	между людьми	1	1
359	не менее	4	1
360	из нас	1	1
361	в обоих	3	1
362	склонный к	1	1
363	одна из	2	1
364	возвращении в	1	1
365	однако если	1	1
366	последние десятилетия	5	1
367	ничего не	1	1
368	относят к	1	1
369	этих двух	1	1
370	ему было	1	1
371	иными словами	1	1
372	к концу	3	1
373	такая же	2	1
374	эти три	1	1
375	обращает на	5	1
376	одежду и	1	1
377	в каком	1	1
378	с другом	2	1
379	представляется нам	1	1
380	уже о	2	1
381	то о	1	1
382	к себе	1	1
383	значение только	1	1
384	числе и	1	1
385	всего в	2	1
386	факторы не	1	1
387	его с	1	1
388	в любых	1	1
389	как для	1	1
390	на это	2	1
391	говорит о	1	1
392	и был	2	1
393	опоры на	1	1
394	в виду	2	1
395	говоря уже	2	1
396	в в	4	1
397	встреча с	1	1
398	на свой	1	1
399	фоне которых	1	1
400	если они	1	1
401	реальной жизни	1	1
402	в последующих	1	1
403	первую из	1	1
404	является в	1	1
405	в разных	1	1
406	в самой	3	1
407	внимание на	1	1
408	но мы	1	1
409	и что	2	1
410	его жизни	1	1
411	даже у	1	1
412	на что	2	1
413	пор пока	1	1
414	на дорогу	1	1
415	времени в	2	1
416	это была	1	1
417	и во	2	1
418	восходит к	4	1
419	под именем	2	1
420	авторов в	1	1
421	в которую	1	1
422	искусства к	1	1
423	во всей	1	1
424	соединении с	1	1
425	наконец в	2	1
426	все время	2	1
427	играли в	1	1
428	в современной	1	1
429	тех пор	3	1
430	тот же	2	1
431	к внутреннему	1	1
432	последних десятилетий	1	1
433	что даже	1	1
434	друг друга	3	1
435	входит в	1	1
436	даже если	1	1
437	так что	5	1
438	внимание в	1	1
439	для всех	3	1
440	со своим	1	1
441	связи с	3	1
