N	3gram	Bakhtin_sl_2	Istorich
1	с другой стороны	1	8
2	и т д	2	8
3	с одной стороны	5	7
4	в этом случае	6	6
5	в том что	4	5
6	до сих пор	2	4
7	не только в	2	4
8	о том что	1	4
9	мы видели что	1	3
10	не может быть	15	3
11	том что в	1	2
12	влечет за собой	1	2
13	на первый план	1	2
14	но и в	1	2
15	во всяком случае	2	2
16	по отношению к	4	2
17	но все же	4	2
18	как и в	1	2
19	как мы видели	1	2
20	том что она	1	1
21	более или менее	2	1
22	и в особенности	2	1
23	в том числе	1	1
24	всегда остается в	1	1
25	том что он	1	1
26	одной стороны и	3	1
27	в частности в	1	1
28	сих пор не	2	1
29	и не может	1	1
30	в зависимости от	4	1
31	в этих случаях	1	1
32	для этой цели	1	1
33	иначе обстоит дело	1	1
34	таким образом в	1	1
35	том числе и	1	1
36	со всех сторон	1	1
37	как и вся	1	1
38	все этапы этого	1	1
39	а также и	2	1
40	как один из	1	1
41	уже не было	1	1
42	всяком случае не	1	1
43	это не значит	1	1
44	мы уже говорили	1	1
45	в этом направлении	1	1
46	если они не	1	1
47	в последнем случае	1	1
48	между этими двумя	1	1
49	по ту сторону	1	1
50	вместе с ним	1	1
51	так и в	3	1
52	речь идет о	1	1
53	не менее в	1	1
54	на то что	1	1
55	т д если	1	1
56	тем не менее	1	1
57	для того чтобы	2	1
58	в них не	1	1
59	и с другой	1	1
