N	2gram	Bakhtin_Fr_6	Dialekti
1	и не	3	30
2	по себе	1	25
3	и в	41	18
4	точки зрения	2	17
5	ничего не	1	17
6	может быть	2	17
7	в нем	16	16
8	ни в	1	15
9	не имеет	1	15
10	так что	2	15
11	потому что	3	14
12	а не	2	14
13	не только	10	13
14	и даже	4	13
15	то что	10	13
16	что в	7	13
17	в этом	12	12
18	было бы	3	12
19	с точки	2	12
20	и что	5	12
21	не может	4	12
22	что это	5	11
23	в себе	5	11
24	что он	6	11
25	так как	10	11
26	как бы	7	11
27	все это	11	11
28	то же	5	10
29	есть нечто	2	10
30	несмотря на	1	10
31	прежде всего	10	10
32	сказать что	6	10
33	и то	2	9
34	так и	5	9
35	это не	1	9
36	том что	7	9
37	никогда не	8	9
38	это есть	1	9
39	в том	2	9
40	ясно что	1	8
41	но это	3	8
42	к нему	3	8
43	также и	6	7
44	и как	4	7
45	то в	1	7
46	что не	3	7
47	как она	2	7
48	той или	1	7
49	не существует	1	7
50	мы находим	2	7
51	вовсе не	7	7
52	не просто	1	7
53	но и	13	7
54	сам по	1	6
55	его не	1	6
56	в чем	3	6
57	но в	8	6
58	с другой	4	6
59	и вот	1	6
60	нем есть	1	6
61	не в	4	6
62	в то	6	6
63	и образ	4	6
64	с ним	4	6
65	никак не	3	6
66	можно сказать	1	6
67	не было	1	6
68	да и	1	6
69	говорить о	2	5
70	и он	5	5
71	отношение к	1	5
72	в своем	5	5
73	все же	4	5
74	в противоположность	1	5
75	и с	16	5
76	в этих	2	5
77	но если	2	5
78	в отношении	1	5
79	ровно ничего	1	5
80	ни о	1	5
81	есть только	3	5
82	в дальнейшем	2	5
83	можно было	1	5
84	он сам	3	5
85	в особенности	7	5
86	говорит о	1	5
87	есть и	2	5
88	а в	4	5
89	это и	2	4
90	мы говорим	1	4
91	то это	1	4
92	как он	2	4
93	образ и	1	4
94	об этом	1	4
95	он есть	1	4
96	но лишь	1	4
97	нисколько не	1	4
98	это мы	1	4
99	же время	5	4
100	как мы	12	4
101	только то	1	4
102	и вообще	4	4
103	о том	9	4
104	от него	2	4
105	и об	1	4
106	мы видим	6	4
107	но не	2	4
108	в котором	4	4
109	в конце	2	4
110	мы можем	1	4
111	как раз	2	4
112	больше того	1	4
113	как это	2	4
114	хотя и	2	4
115	так же	5	4
116	другой стороны	2	4
117	самом деле	4	3
118	должна быть	2	3
119	в ней	4	3
120	мысли и	1	3
121	на самом	1	3
122	есть просто	1	3
123	что они	2	3
124	стороны и	2	3
125	более или	1	3
126	конечно не	3	3
127	но эта	2	3
128	в самом	10	3
129	та же	4	3
130	он не	2	3
131	всех этих	2	3
132	но все	1	3
133	в них	7	3
134	или менее	1	3
135	в их	1	3
136	точку зрения	1	3
137	и почти	1	3
138	даже в	4	3
139	в основе	4	3
140	но только	1	3
141	та или	1	3
142	или иная	1	3
143	ничто не	1	3
144	только с	3	3
145	могут быть	1	3
146	его с	1	3
147	и о	1	3
148	жизнь и	1	3
149	что и	1	3
150	один из	6	3
151	но с	2	3
152	только в	3	3
153	или иной	1	3
154	и из	1	3
155	еще и	1	3
156	что для	1	3
157	света и	1	3
158	ничем не	1	3
159	и потому	2	3
160	в данном	3	3
161	что же	1	3
162	в его	7	3
163	не является	1	3
164	он чувствовал	1	3
165	и все	9	3
166	у них	1	3
167	бы в	2	3
168	еще более	2	3
169	конце концов	1	3
170	состоит из	2	3
171	жизни и	3	3
172	думать что	1	3
173	явлений природы	1	2
174	чтобы не	1	2
175	ли оно	1	2
176	и больше	1	2
177	для своего	1	2
178	что если	2	2
179	что уже	1	2
180	почти все	1	2
181	и говорить	1	2
182	как один	3	2
183	но конечно	2	2
184	друг к	1	2
185	из этих	2	2
186	и всякий	1	2
187	себе и	1	2
188	что именно	2	2
189	с этим	3	2
190	что касается	1	2
191	о самом	1	2
192	не был	2	2
193	все эти	11	2
194	связанные с	1	2
195	не как	1	2
196	на земле	1	2
197	на этом	2	2
198	образа и	1	2
199	является не	1	2
200	это конечно	1	2
201	в каждом	1	2
202	к другу	1	2
203	рождается из	1	2
204	это было	2	2
205	с другими	3	2
206	форму и	1	2
207	но уже	2	2
208	с этой	3	2
209	как и	7	2
210	между собою	5	2
211	до сих	3	2
212	и тогда	1	2
213	не больше	1	2
214	в своей	2	2
215	то он	2	2
216	нас не	3	2
217	во всем	5	2
218	в которых	1	2
219	и другого	1	2
220	в корне	2	2
221	и от	4	2
222	вещей и	1	2
223	и осмысления	1	2
224	того кто	1	2
225	для нее	1	2
226	не знает	1	2
227	не менее	1	2
228	но они	4	2
229	или что	1	2
230	как о	2	2
231	к ним	1	2
232	что их	2	2
233	в идее	1	2
234	как здесь	1	2
235	себе самом	2	2
236	из того	2	2
237	этом отношении	3	2
238	и это	1	2
239	и образа	1	2
240	с внешним	1	2
241	в другом	4	2
242	мог бы	1	2
243	или на	1	2
244	с реальными	1	2
245	в эпоху	6	2
246	для этого	2	2
247	его самого	1	2
248	тех кто	1	2
249	на что	1	2
250	каждом из	1	2
251	для того	1	2
252	вслед за	1	2
253	в него	3	2
254	того что	3	2
255	эти последние	1	2
256	что здесь	1	2
257	с ними	1	2
258	мы увидим	3	2
259	и так	1	2
260	поэтому и	3	2
261	с одной	4	2
262	уже не	1	2
263	и у	2	2
264	если мы	2	2
265	об его	1	2
266	из них	5	2
267	для него	1	2
268	и их	3	2
269	никто не	2	2
270	ее на	1	2
271	как у	3	2
272	что человек	2	2
273	тот кто	1	2
274	именно в	4	2
275	здесь в	9	2
276	а с	1	2
277	а главное	1	2
278	о чем	1	2
279	он и	1	2
280	стороны в	1	2
281	в частности	2	2
282	как в	4	2
283	одной стороны	4	2
284	еще не	1	2
285	сих пор	3	2
286	даже больше	1	2
287	и для	3	2
288	тем более	2	2
289	и стало	1	2
290	находим в	1	2
291	значило бы	1	2
292	пространстве и	1	2
293	они были	3	2
294	и сейчас	2	2
295	в отдельности	1	2
296	что даже	2	2
297	этом совершенно	1	1
298	как известно	2	1
299	например в	6	1
300	категорий и	1	1
301	что образ	5	1
302	и неудовольствия	2	1
303	не остается	3	1
304	выражения в	1	1
305	тем же	1	1
306	из самых	2	1
307	мировоззрения и	1	1
308	и до	7	1
309	и нужно	1	1
310	той же	5	1
311	характер его	1	1
312	и само	2	1
313	это совершенно	1	1
314	мы не	2	1
315	общества и	1	1
316	из этого	4	1
317	он как	1	1
318	почти исключительно	1	1
319	в самих	1	1
320	может так	1	1
321	столько же	1	1
322	что по	1	1
323	на их	1	1
324	говорит и	1	1
325	в различных	1	1
326	во всех	17	1
327	его так	2	1
328	во внешнем	1	1
329	различия между	1	1
330	в ее	5	1
331	миром и	3	1
332	мы будем	3	1
333	в толк	1	1
334	друга и	1	1
335	нет и	1	1
336	один и	1	1
337	такого мира	1	1
338	чем же	1	1
339	и вовсе	2	1
340	эта связь	1	1
341	в той	5	1
342	убеждены что	1	1
343	дает нам	2	1
344	только ее	1	1
345	в связи	1	1
346	вспомним что	1	1
347	однажды к	1	1
348	что нет	1	1
349	стихии и	1	1
350	и наконец	4	1
351	и к	1	1
352	следующим образом	1	1
353	есть ли	1	1
354	и отчасти	2	1
355	в которой	1	1
356	эту идею	1	1
357	здесь дается	2	1
358	бы не	1	1
359	и холодным	1	1
360	говорит не	1	1
361	этого образа	2	1
362	земле и	1	1
363	если он	1	1
364	не могла	1	1
365	есть но	1	1
366	и если	1	1
367	при этом	3	1
368	себе говорит	1	1
369	и эти	1	1
370	именно то	1	1
371	есть именно	2	1
372	котором мы	3	1
373	и вечно	2	1
374	и по	1	1
375	людей и	3	1
376	него и	1	1
377	различные явления	1	1
378	таким образом	17	1
379	однако они	2	1
380	что все	2	1
381	выражение и	1	1
382	же не	1	1
383	тем в	1	1
384	друг в	1	1
385	здесь он	3	1
386	есть все	1	1
387	же касается	1	1
388	мы уже	18	1
389	то есть	24	1
390	зрения на	1	1
391	его в	1	1
392	нечего и	1	1
393	то все	1	1
394	с жизнью	1	1
395	он воплощает	1	1
396	весь мир	3	1
397	и тем	1	1
398	в жизни	1	1
399	эти же	1	1
400	кажется что	2	1
401	он является	2	1
402	во-вторых мы	1	1
403	далеко не	1	1
404	в этой	8	1
405	луны и	1	1
406	со своими	1	1
407	отвращение к	1	1
408	в развитии	2	1
409	наконец с	2	1
410	себе все	1	1
411	сосредоточиться на	1	1
412	различаются между	1	1
413	что значит	1	1
414	сознания но	1	1
415	место в	1	1
416	представление о	2	1
417	большей степени	1	1
418	узким и	1	1
419	мы сказали	1	1
420	и они	1	1
421	внешнего и	1	1
422	не самый	1	1
423	мир и	1	1
424	еще пример	1	1
425	но он	5	1
426	действительно есть	1	1
427	не могли	1	1
428	общего и	1	1
429	где нет	1	1
430	мере и	1	1
431	вообще на	1	1
432	это особенно	1	1
433	и очень	2	1
434	выпученными глазами	1	1
435	о теории	1	1
436	до известной	1	1
437	холодное и	1	1
438	правда в	1	1
439	дело в	1	1
440	того как	1	1
441	она никогда	1	1
442	и именно	1	1
443	когда они	3	1
444	о них	1	1
445	можно судить	1	1
446	того чтобы	4	1
447	он с	1	1
448	сложнее и	1	1
449	по земле	1	1
450	и его	13	1
451	связи с	2	1
452	здесь же	2	1
453	акт в	1	1
454	и борьба	1	1
455	как будто	1	1
456	у меня	1	1
457	места для	1	1
458	не могут	2	1
459	это также	1	1
460	и часто	2	1
461	приведу еще	1	1
462	мы все	1	1
463	с полной	1	1
464	на это	1	1
465	если же	1	1
466	где он	1	1
467	этот акт	1	1
468	с образом	2	1
469	должен быть	2	1
470	и вещью	1	1
471	вещами и	1	1
472	нужно сказать	2	1
473	здесь не	1	1
474	лица не	1	1
475	характер и	2	1
476	нет никакой	1	1
477	и этим	2	1
478	то время	1	1
479	по способу	1	1
480	веру в	1	1
481	и когда	2	1
482	если они	1	1
483	и сам	3	1
484	в образе	6	1
485	на нее	1	1
486	времени и	2	1
487	есть также	1	1
488	и каждый	1	1
489	отдельные части	1	1
490	еще в	5	1
491	в результате	4	1
492	часто в	1	1
493	и весьма	2	1
494	ничего подобного	1	1
495	основана на	1	1
496	даны в	1	1
497	нас и	1	1
498	здесь люди	1	1
499	и смерть	2	1
500	связанное с	1	1
501	на плечах	1	1
502	каждый раз	1	1
503	и там	1	1
504	то они	1	1
505	им не	1	1
506	язык и	1	1
507	положения и	1	1
508	заключается в	2	1
509	обоих случаях	1	1
510	доходит до	2	1
511	между тем	2	1
512	переходит в	2	1
513	судить о	1	1
514	говорить об	1	1
515	а потому	1	1
516	вниз а	1	1
517	природы и	2	1
518	исторического развития	1	1
519	в ту	1	1
520	все время	4	1
521	его то	2	1
522	раз на	1	1
523	а именно	2	1
524	поэтому все	1	1
525	руки его	1	1
526	наконец и	2	1
527	есть такой	1	1
528	и неожиданное	1	1
529	как нечто	1	1
530	спускается в	1	1
531	это очень	1	1
532	все они	2	1
533	со всеми	2	1
534	себя в	2	1
535	было так	1	1
536	в глубины	4	1
537	о происхождении	2	1
538	есть в	3	1
539	да еще	2	1
540	бы у	1	1
541	уже в	4	1
542	море и	2	1
543	борьбы с	1	1
544	только чисто	1	1
545	образов мы	1	1
546	нужно еще	2	1
547	в одежде	1	1
