N	3gram	Bakhtin_Pr_5	Istorich
1	с другой стороны	3	8
2	в этом случае	1	6
3	в том что	2	5
4	до сих пор	1	4
5	о том что	1	4
6	о том как	1	3
7	вместе с тем	1	3
8	в данном случае	1	3
9	то время как	1	3
10	мы видели что	1	3
11	в то время	1	3
12	не может быть	3	3
13	здесь еще нет	1	2
14	что в нем	1	2
15	все больше и	1	2
16	во всяком случае	4	2
17	по отношению к	6	2
18	больше и больше	1	2
19	но все же	2	2
20	это еще не	1	2
21	можно было бы	2	2
22	как и в	1	2
23	что и в	1	2
24	как мы видели	1	2
25	увидим что это	1	1
26	с ними и	1	1
27	еще далеко не	1	1
28	лицом к лицу	1	1
29	но кто же	1	1
30	чтобы все его	1	1
31	ее но и	1	1
32	и в особенности	1	1
33	том что он	1	1
34	как бы два	1	1
35	того или другого	1	1
36	как бы с	1	1
37	знает что он	1	1
38	и не может	2	1
39	тому как он	1	1
40	друг на друга	2	1
41	на третий день	1	1
42	к тому чтобы	2	1
43	но и эта	1	1
44	а в виде	1	1
45	не может но	1	1
46	со всех сторон	1	1
47	здесь еще не	1	1
48	и то что	1	1
49	одно и то	3	1
50	и то же	3	1
51	всяком случае не	1	1
52	мы уже говорили	5	1
53	в этом направлении	1	1
54	мы сейчас увидим	1	1
55	как бы в	1	1
56	между этими двумя	1	1
57	всяком случае в	1	1
58	и в том	1	1
59	в свое время	1	1
60	по ту сторону	1	1
61	есть еще одна	1	1
62	так и в	2	1
63	и вместе с	1	1
64	есть своего рода	1	1
65	как нам кажется	1	1
66	подобно тому как	2	1
67	можно сказать что	1	1
68	как будто что-то	1	1
69	и что из	1	1
70	тем не менее	1	1
71	друг с другом	4	1
72	для того чтобы	1	1
73	в них не	1	1
74	мы наблюдали раньше	1	1
75	и как будто	1	1
76	смысле этого слова	2	1
