N	3gram	Tiupa_Anal_2	Istorich
1	в этих случаях	1	7
2	точно так же	1	5
3	и то что	2	5
4	с другой стороны	2	4
5	не может быть	1	4
6	что иное как	1	3
7	в этом случае	4	3
8	в данном случае	5	3
9	на то что	2	3
10	не что иное	1	3
11	о том что	6	2
12	то же самое	1	2
13	в таких случаях	1	2
14	не только в	2	2
15	содержит в себе	3	2
16	в тех случаях	1	2
17	т е к	2	2
18	тех случаях когда	1	2
19	в связи с	1	2
20	тем не менее	3	2
21	на этот вопрос	1	2
22	говорилось о том	1	1
23	характерно и то	1	1
24	между прочим и	1	1
25	подобно тому как	3	1
26	внимание на то	1	1
27	потому что я	1	1
28	имеется в виду	1	1
29	данном случае с	1	1
30	но и в	1	1
31	нельзя сказать что	1	1
32	одна из них	1	1
33	его как бы	1	1
34	этого персонажа и	1	1
35	и тем что	1	1
36	уже говорилось о	1	1
37	тогда как в	2	1
38	в этой связи	1	1
39	не говорит о	1	1
40	а не только	2	1
41	в тексте упоминаются	1	1
42	и то же	1	1
43	во всех этих	1	1
44	это своего рода	1	1
45	одни и те	1	1
46	одно и то	1	1
47	не случайно и	1	1
48	из них не	1	1
49	то что она	1	1
50	есть не что	1	1
51	и даже в	1	1
52	и полагает что	1	1
53	же самое что	1	1
54	и если бы	1	1
55	и тем самым	2	1
56	и те же	1	1
57	можно сказать что	1	1
58	ничего не говорит	1	1
59	к тому что	1	1
60	жизнью и смертью	1	1
61	во второй раз	1	1
62	с верой в	1	1
63	всех этих случаях	1	1
64	как и в	3	1
