N	2gram	Tiupa_Lite_1	Dialekti
1	не есть	2	40
2	и не	12	30
3	и в	8	18
4	точки зрения	6	17
5	может быть	13	17
6	и есть	3	16
7	в нем	2	16
8	не имеет	1	15
9	потому что	3	14
10	а не	16	14
11	не только	24	13
12	и даже	3	13
13	то что	10	13
14	что в	3	13
15	в этом	12	12
16	было бы	2	12
17	с точки	2	12
18	если бы	1	12
19	и что	1	12
20	не может	5	12
21	в себе	7	11
22	что он	5	11
23	так как	1	11
24	как бы	7	11
25	то же	5	10
26	есть нечто	1	10
27	несмотря на	3	10
28	что такое	2	10
29	прежде всего	11	10
30	сказать что	1	10
31	и то	2	9
32	отнюдь не	2	9
33	так и	4	9
34	это не	4	9
35	том что	14	9
36	никогда не	4	9
37	внутреннего и	1	9
38	в том	16	9
39	в каком	1	8
40	к нему	1	8
41	совершенно не	1	8
42	также и	3	7
43	и как	1	7
44	то в	1	7
45	что не	2	7
46	вовсе не	1	7
47	не просто	1	7
48	но и	17	7
49	хотя бы	2	6
50	в чем	1	6
51	но в	3	6
52	с другой	3	6
53	и вот	1	6
54	не в	8	6
55	она не	1	6
56	в то	5	6
57	никак не	1	6
58	можно сказать	1	6
59	не было	3	6
60	ни на	1	6
61	да и	3	6
62	и внешнего	1	6
63	говорить о	1	5
64	я не	7	5
65	и он	1	5
66	отношение к	1	5
67	общего с	2	5
68	в своем	11	5
69	все же	4	5
70	в противоположность	1	5
71	на то	1	5
72	идеи и	1	5
73	и с	1	5
74	и мы	1	5
75	в этих	1	5
76	в отношении	1	5
77	не нуждается	1	5
78	в виду	3	5
79	в дальнейшем	1	5
80	можно было	2	5
81	он сам	1	5
82	в особенности	1	5
83	или не	1	5
84	а в	3	5
85	то это	2	4
86	как он	2	4
87	но лишь	1	4
88	у тютчева	3	4
89	по крайней	1	4
90	и более	1	4
91	на всю	1	4
92	есть всегда	1	4
93	у пушкина	1	4
94	это мы	1	4
95	же время	5	4
96	не о	1	4
97	к тому	2	4
98	ничего общего	1	4
99	как мы	1	4
100	только то	2	4
101	быть может	1	4
102	о том	2	4
103	от него	1	4
104	тютчева и	1	4
105	крайней мере	1	4
106	внешнее и	1	4
107	но не	4	4
108	не мешает	1	4
109	и жизни	1	4
110	с какой	1	4
111	в котором	1	4
112	в конце	4	4
113	мы можем	1	4
114	как раз	4	4
115	как это	8	4
116	собственно говоря	1	4
117	может и	1	4
118	другой стороны	1	4
119	во всяком	3	4
120	самом деле	2	3
121	только потому	1	3
122	от самого	2	3
123	должна быть	2	3
124	есть не	1	3
125	на самом	1	3
126	а только	2	3
127	что они	1	3
128	в самом	3	3
129	та же	2	3
130	он не	1	3
131	которой не	1	3
132	но все	1	3
133	в одну	1	3
134	в них	1	3
135	и вы	1	3
136	должно быть	1	3
137	в их	3	3
138	что я	2	3
139	при условии	1	3
140	даже в	2	3
141	вплоть до	2	3
142	в основе	3	3
143	иметь в	1	3
144	но только	1	3
145	в сознании	2	3
146	только с	1	3
147	уже и	1	3
148	могут быть	2	3
149	и о	1	3
150	с наукой	1	3
151	сознания и	1	3
152	нуждается в	3	3
153	что и	1	3
154	один из	3	3
155	только в	8	3
156	только на	2	3
157	и внешнее	1	3
158	же это	2	3
159	или иной	2	3
160	еще и	3	3
161	что для	2	3
162	света и	1	3
163	внутреннее есть	1	3
164	в данном	5	3
165	что же	1	3
166	в его	7	3
167	тех или	1	3
168	не является	2	3
169	и все	1	3
170	у них	1	3
171	только что	1	3
172	отношении к	1	3
173	состоит из	1	3
174	была бы	1	3
175	жизни и	3	3
176	гораздо более	1	3
177	говоря о	1	2
178	же как	1	2
179	чтобы не	2	2
180	от всякой	2	2
181	для своего	2	2
182	и мифа	1	2
183	и состоит	1	2
184	вопрос о	1	2
185	в полной	1	2
186	быть в	1	2
187	как один	1	2
188	из этих	2	2
189	но как	1	2
190	относится к	2	2
191	просто как	1	2
192	не был	1	2
193	все эти	2	2
194	говорят о	1	2
195	тому же	2	2
196	в виде	1	2
197	не как	4	2
198	на этом	2	2
199	в каждом	1	2
200	в мире	2	2
201	это было	1	2
202	чаще всего	1	2
203	мы имеем	1	2
204	с этой	5	2
205	как и	6	2
206	между собою	1	2
207	до сих	1	2
208	со всей	1	2
209	в своей	4	2
210	то он	2	2
211	всяком случае	2	2
212	в которых	1	2
213	и от	1	2
214	ко всему	2	2
215	ни было	1	2
216	того кто	1	2
217	для нее	2	2
218	можно указать	1	2
219	не знает	1	2
220	раз и	2	2
221	если и	1	2
222	не менее	7	2
223	иной раз	1	2
224	как о	1	2
225	дело не	2	2
226	отличное от	1	2
227	и является	2	2
228	из того	2	2
229	этом отношении	2	2
230	которое в	1	2
231	отличается от	1	2
232	с внешним	1	2
233	как с	1	2
234	в другом	2	2
235	мог бы	1	2
236	в эпоху	1	2
237	для этого	4	2
238	это может	1	2
239	том или	1	2
240	вслед за	1	2
241	того что	6	2
242	чем он	1	2
243	не идет	1	2
244	может оказаться	1	2
245	с одной	2	2
246	в качестве	17	2
247	же и	3	2
248	уже не	7	2
249	и у	1	2
250	если мы	1	2
251	то и	2	2
252	из них	4	2
253	для него	2	2
254	никто не	1	2
255	наукой или	1	2
256	со стороны	4	2
257	тот кто	1	2
258	именно в	1	2
259	с той	1	2
260	а с	1	2
261	с ней	1	2
262	стремится к	1	2
263	только как	1	2
264	он и	3	2
265	в частности	15	2
266	объекта и	2	2
267	как в	5	2
268	одной стороны	2	2
269	еще не	4	2
270	как например	1	2
271	такой же	1	2
272	сих пор	1	2
273	тем более	2	2
274	не будучи	1	2
275	я в	5	2
276	о своем	2	2
277	что даже	1	2
278	к этому	1	2
279	этой точки	3	2
280	которая не	2	2
281	в объективном	1	1
282	я и	7	1
283	как известно	1	1
284	как все	2	1
285	в реальности	1	1
286	например в	3	1
287	появления и	1	1
288	от самой	1	1
289	не остается	2	1
290	никому и	1	1
291	и казалось	1	1
292	приступать к	1	1
293	к своей	2	1
294	показать что	1	1
295	перед лицом	1	1
296	тем же	3	1
297	к другому	1	1
298	в основании	1	1
299	то самое	1	1
300	и этот	1	1
301	той же	3	1
302	а как	2	1
303	и само	2	1
304	мы не	1	1
305	которую я	1	1
306	вот она	1	1
307	из этого	1	1
308	почему мы	1	1
309	на себя	2	1
310	почти исключительно	1	1
311	как я	1	1
312	но даже	1	1
313	не иметь	1	1
314	и самого	2	1
315	во-вторых это	1	1
316	разумеется не	1	1
317	столько же	1	1
318	столь же	4	1
319	от себя	2	1
320	в различных	1	1
321	во всех	1	1
322	совершенно особое	1	1
323	во внешнем	1	1
324	в ее	1	1
325	само бытие	1	1
326	и никто	1	1
327	с самой	1	1
328	в сторону	1	1
329	один и	1	1
330	которые могли	1	1
331	первый взгляд	1	1
332	в той	1	1
333	его на	1	1
334	в связи	4	1
335	мысль о	1	1
336	сознания в	12	1
337	могли бы	1	1
338	на нас	1	1
339	привносит в	1	1
340	если брать	1	1
341	следующим образом	2	1
342	есть ли	1	1
343	говорится в	2	1
344	и говорит	1	1
345	еще на	1	1
346	эпохи а	1	1
347	в которой	1	1
348	как то	1	1
349	так или	8	1
350	бы не	3	1
351	вы увидите	1	1
352	большей части	1	1
353	так в	1	1
354	по преимуществу	4	1
355	с их	3	1
356	проникает в	1	1
357	и если	1	1
358	его если	1	1
359	света не	1	1
360	с чем	2	1
361	при этом	19	1
362	и отчаянием	1	1
363	в понимании	1	1
364	свою собственную	1	1
365	к одному	1	1
366	не к	2	1
367	в силу	4	1
368	это надо	2	1
369	полной мере	1	1
370	остается лишь	1	1
371	надо для	1	1
372	постольку поскольку	1	1
373	и по	1	1
374	каковы например	1	1
375	так например	1	1
376	или иных	1	1
377	от других	1	1
378	таким образом	3	1
379	я вам	1	1
380	бы они	1	1
381	в состоянии	1	1
382	и вкус	1	1
383	а по	1	1
384	сознание есть	2	1
385	то есть	6	1
386	его в	3	1
387	не умеет	1	1
388	с жизнью	1	1
389	и тем	4	1
390	в жизни	6	1
391	кажется что	1	1
392	далеко не	3	1
393	в этой	4	1
394	этого не	2	1
395	всю жизнь	1	1
396	не всегда	1	1
397	основывается на	1	1
398	в москве	2	1
399	жизни но	1	1
400	с такой	1	1
401	его сердце	1	1
