N	3gram	Vygotskiy__1	Tragedij
1	то же время	2	5
2	в то же	2	5
3	в отличие от	1	2
4	о чем он	1	2
5	точно так же	1	2
6	и в частности	2	2
7	в данном случае	2	2
8	и как бы	1	2
9	между этими двумя	2	2
10	не в силах	1	2
11	о том что	6	2
12	но все же	1	2
13	в том что	15	2
14	предстает перед нами	1	1
15	том что он	2	1
16	и до конца	1	1
17	распадается на две	1	1
18	должно быть по	1	1
19	и не может	1	1
20	в своей книге	1	1
21	сам по себе	3	1
22	что он не	1	1
23	мы бы сказали	1	1
24	и то что	1	1
25	можно так выразиться	1	1
26	в известной мере	1	1
27	все эти черты	1	1
28	в этой связи	1	1
29	выходящее за пределы	1	1
30	во всяком случае	3	1
31	в высшей степени	4	1
32	в конце концов	1	1
33	не имеет для	1	1
34	смысле этого слова	3	1
35	ответа на вопрос	1	1
36	и не быть	1	1
37	в чем же	1	1
38	и в этом	1	1
39	по сравнению с	5	1
40	и при этом	1	1
41	тем не менее	1	1
42	связаны между собой	1	1
43	бы и не	1	1
44	если можно так	1	1
45	в ходе работы	1	1
46	с помощью этих	1	1
47	вместо того чтобы	2	1
48	не может быть	5	1
49	на вопрос о	2	1
50	сам автор в	1	1
51	как и все	1	1
52	и вместе с	1	1
53	в одном из	2	1
54	с самого начала	8	1
55	не только не	1	1
56	в самом деле	2	1
57	с тем и	1	1
58	на всем протяжении	2	1
59	к тому что	3	1
60	во всем его	1	1
61	как и в	1	1
62	могло бы и	1	1
63	и в ходе	1	1
