N	2gram	Bakhtin_Pr_2	Marksizm
1	точки зрения	19	34
2	может быть	18	26
3	и не	42	26
4	не может	24	24
5	с точки	9	20
6	и в	45	19
7	и его	8	19
8	таким образом	11	17
9	в этом	20	16
10	как бы	15	15
11	в процессе	2	14
12	как мы	8	13
13	прежде всего	11	13
14	как и	14	12
15	и пр	2	12
16	так и	3	11
17	связи с	1	11
18	и для	2	11
19	самом деле	4	10
20	в нем	20	10
21	в слове	1	10
22	и т.п	6	10
23	в самом	13	10
24	идеологического творчества	2	9
25	лишь в	2	9
26	только в	9	9
27	для него	9	9
28	индивидуальное сознание	1	9
29	в результате	3	9
30	на материале	3	8
31	все же	4	8
32	не только	16	8
33	при этом	2	8
34	о языке	1	8
35	друг друга	7	8
36	до сих	2	8
37	но и	15	8
38	в контексте	2	8
39	сих пор	2	8
40	то что	5	8
41	во всех	4	7
42	в ее	3	7
43	точка зрения	7	7
44	но в	6	7
45	психологии и	1	7
46	все эти	4	7
47	то же	5	7
48	в каждом	4	7
49	бытия в	2	7
50	а не	10	7
51	так же	5	7
52	кроме того	1	6
53	так сказать	7	6
54	мы не	1	6
55	и того	1	6
56	в науке	2	6
57	ничего не	3	6
58	в пределах	4	6
59	и здесь	2	6
60	в его	22	6
61	на почве	4	6
62	в том	8	6
63	с помощью	1	6
64	в основном	1	6
65	в смысле	2	6
66	другой стороны	1	6
67	того же	1	6
68	связи между	1	5
69	отличие от	1	5
70	конечно не	6	5
71	входит в	9	5
72	может стать	2	5
73	рядом с	3	5
74	одного и	2	5
75	в отличие	1	5
76	не в	8	5
77	того чтобы	1	5
78	ничего общего	2	5
79	те же	2	5
80	как ее	2	5
81	и все	1	5
82	этот вопрос	4	5
83	ясно что	1	5
84	в начале	2	5
85	в конце	4	5
86	вовсе не	7	5
87	с другой	1	5
88	за пределы	5	5
89	именно в	3	5
90	до конца	7	5
91	и потому	6	5
92	хотя бы	5	5
93	к этому	4	5
94	во всяком	1	5
95	оно может	1	4
96	и на	7	4
97	нет и	3	4
98	чем же	2	4
99	как в	4	4
100	выражение в	3	4
101	и тот	1	4
102	лишь с	1	4
103	здесь мы	1	4
104	было бы	4	4
105	мысли и	3	4
106	не менее	2	4
107	по себе	8	4
108	в отношении	1	4
109	отражает и	1	4
110	самого начала	1	4
111	не является	3	4
112	в единство	3	4
113	в ней	7	4
114	с самого	1	4
115	же является	1	4
116	еще не	9	4
117	только на	1	4
118	слово как	1	4
119	от того	2	4
120	для того	1	4
121	далеко не	4	4
122	как же	2	4
123	с этим	1	4
124	в данном	1	4
125	что же	4	4
126	дело идет	6	4
127	в условиях	2	4
128	тот же	2	4
129	а в	3	4
130	отношении к	1	4
131	жизни в	2	4
132	между ними	4	4
133	и эта	3	4
134	сказать что	5	4
135	что в	6	4
136	на самом	1	3
137	он может	2	3
138	и есть	1	3
139	не имеют	1	3
140	высшей степени	1	3
141	а как	4	3
142	в сущности	7	3
143	в большинстве	2	3
144	оно ни	1	3
145	по отношению	8	3
146	идеологическое творчество	2	3
147	в истории	2	3
148	общего с	1	3
149	и как	2	3
150	и к	2	3
151	в первом	1	3
152	ее целом	1	3
153	в которой	2	3
154	является лишь	1	3
155	понимания и	1	3
156	но все	4	3
157	его в	3	3
158	но именно	1	3
159	он не	9	3
160	он является	1	3
161	в высшей	1	3
162	переходим к	2	3
163	том что	7	3
164	в своей	6	3
165	и ее	7	3
166	в котором	7	3
167	более того	5	3
168	мы говорили	1	3
169	место в	1	3
170	войти в	1	3
171	в то	5	3
172	к этим	1	3
173	не имеет	3	3
174	же время	3	3
175	этом отношении	2	3
176	в области	2	3
177	не могут	1	3
178	должны быть	1	3
179	не есть	2	3
180	вне этого	1	3
181	только при	1	3
182	в дальнейшем	2	3
183	и ту	1	3
184	понятно что	1	3
185	нашей работы	2	3
186	одного из	1	3
187	можно сказать	2	3
188	с другими	7	3
189	здесь в	2	3
190	и следовательно	7	3
191	конце концов	3	3
192	того что	3	3
193	одной из	2	3
194	в какой	1	3
195	и действительно	2	3
196	сознания как	1	3
197	не дает	1	3
198	большинстве случаев	2	3
199	из них	9	3
200	в целях	1	3
201	лишь для	1	3
202	или иной	3	3
203	в каком	1	3
204	не было	2	3
205	на этот	1	3
206	все это	5	3
207	к другой	1	3
208	xix века	1	3
209	смысле этого	2	3
210	и формы	1	3
211	слова и	1	3
212	этом случае	1	3
213	и от	3	3
214	она может	1	3
215	сознания и	6	3
216	работы мы	2	3
217	как такое	1	3
218	не утрачивая	1	3
219	слово в	3	3
220	совершенно не	1	3
221	мы должны	4	3
222	всех других	1	3
223	это и	1	3
224	вполне понятно	1	3
225	ту же	1	2
226	нем нет	1	2
227	одним из	3	2
228	же как	4	2
229	связана с	1	2
230	не остается	1	2
231	все остальное	1	2
232	мы отвлечемся	1	2
233	как необходимый	1	2
234	в конкретном	1	2
235	мы уже	3	2
236	той же	1	2
237	со всех	1	2
238	точкой зрения	2	2
239	таком случае	1	2
240	совпадает с	1	2
241	для нашей	1	2
242	зависимости от	3	2
243	и он	3	2
244	именно эти	1	2
245	быть в	2	2
246	в чем	2	2
247	не все	1	2
248	и речи	1	2
249	свои мысли	1	2
250	сама по	5	2
251	в одной	5	2
252	отвлечемся от	1	2
253	на социальную	1	2
254	как к	2	2
255	в своем	5	2
256	все остальные	1	2
257	понять и	2	2
258	может получить	1	2
259	от этого	1	2
260	то в	1	2
261	бы и	3	2
262	формы в	2	2
263	в нашем	2	2
264	из этих	1	2
265	в себе	5	2
266	как он	4	2
267	тем не	1	2
268	он ни	1	2
269	должна быть	3	2
270	не как	6	2
271	одной и	1	2
272	можно было	2	2
273	человека в	5	2
274	от нее	1	2
275	могла бы	1	2
276	что все	3	2
277	в другом	1	2
278	в каком-нибудь	1	2
279	конечно в	2	2
280	и с	7	2
281	бы в	5	2
282	в данной	1	2
283	этом смысле	5	2
284	в новое	1	2
285	ни в	2	2
286	для них	3	2
287	это положение	1	2
288	ни одной	1	2
289	разобранные нами	1	2
290	от него	3	2
291	уже у	1	2
292	должно быть	4	2
293	и взаимно	2	2
294	лучше всего	1	2
295	формы идеологического	1	2
296	это делает	2	2
297	и той	3	2
298	точку зрения	5	2
299	для данного	1	2
300	и более	2	2
301	зрения и	1	2
302	тому что	1	2
303	всякое идеологическое	1	2
304	в русской	2	2
305	об источниках	1	2
306	и сама	1	2
307	в основе	2	2
308	одна из	3	2
309	как она	1	2
310	в сознании	2	2
311	точке зрения	3	2
312	у нас	2	2
313	для решения	1	2
314	нет ни	3	2
315	могут быть	4	2
316	во все	2	2
317	далеко за	1	2
318	числе и	2	2
319	является одним	1	2
320	к тому	1	2
321	они и	2	2
322	она не	5	2
323	с ее	3	2
324	в виду	2	2
325	и та	1	2
326	другими словами	2	2
327	зрения не	1	2
328	дано в	1	2
329	и иные	1	2
330	как с	1	2
331	никогда не	17	2
332	подойти к	1	2
333	между собой	1	2
334	если бы	2	2
335	и даже	3	2
336	и т.д	3	2
337	о том	3	2
338	за пределами	1	2
339	логику и	1	2
340	художественный образ	1	2
341	все в	1	2
342	что и	5	2
343	говорит он	1	2
344	и только	1	2
345	в литературе	6	2
346	что он	7	2
347	целом ряде	2	2
348	словом и	1	2
349	является одной	1	2
350	где они	1	2
351	и др	4	2
352	на определенной	1	2
353	и других	3	2
354	менее всего	1	2
355	и их	6	2
356	так как	5	2
357	мы можем	4	2
358	как раз	6	2
359	тем что	2	2
360	его формы	1	2
361	без всякой	1	2
362	и сознание	2	2
363	все идеологическое	1	2
364	и прежде	2	2
365	что не	5	2
366	нового времени	3	2
367	зависит от	1	2
368	направления и	1	2
369	там где	6	2
370	еще только	1	2
371	его именно	1	2
372	не об	3	2
373	и вне	1	2
374	и всякое	1	2
375	в частности	1	2
376	независимо от	1	2
377	из которых	2	2
378	и идеологической	1	2
379	образ и	1	2
380	в первой	1	2
381	этого слова	2	2
382	но для	1	2
383	этого сознания	2	2
384	или в	2	2
385	мира и	1	2
386	нам придется	1	2
387	в идеализме	1	2
388	с идеологическими	1	2
389	в свою	1	2
390	но если	1	2
391	в романе	3	2
392	не знает	4	2
393	они все	1	2
394	к его	1	2
395	отношению к	8	2
396	значение не	1	2
397	дана как	1	2
398	же и	1	2
399	речи как	1	2
400	жизни и	15	2
401	к этой	2	2
402	в своих	4	2
403	в таком	3	2
404	том числе	2	2
405	это художественное	1	1
406	обращено к	3	1
407	неотделима от	1	1
408	например в	2	1
409	не видим	1	1
410	новое время	1	1
411	по отдельным	1	1
412	лишь там	2	1
413	получает в	1	1
414	органическое единство	1	1
415	мысли к	1	1
416	ними можно	1	1
417	здесь и	2	1
418	от своей	1	1
419	несколько подробнее	2	1
420	не хочет	1	1
421	отношения между	1	1
422	и до	4	1
423	этого в	1	1
424	о каждом	1	1
425	можно лишь	1	1
426	его не	1	1
427	правильного понимания	2	1
428	которую мы	2	1
429	мир не	1	1
430	совершенно так	2	1
431	является уже	1	1
432	формы так	1	1
433	только благодаря	1	1
434	определяя его	1	1
435	так чтобы	2	1
436	говорить о	1	1
437	принадлежит к	1	1
438	они были	1	1
439	в целом	5	1
440	и ни	1	1
441	функция в	1	1
442	в каждой	1	1
443	которые он	1	1
444	на них	2	1
445	он сам	6	1
446	оценок и	1	1
447	здесь не	2	1
448	с его	8	1
449	может нести	1	1
450	функция этого	1	1
451	но конечно	1	1
452	отказ от	1	1
453	на основе	2	1
454	но как	2	1
455	самой природы	1	1
456	в голове	2	1
457	а только	2	1
458	не входит	2	1
459	ответ на	1	1
460	а и	1	1
461	с собою	1	1
462	отношение к	8	1
463	что индивидуально	1	1
464	следовательно только	1	1
465	в едином	2	1
466	как со	1	1
467	значение имеет	1	1
468	относится к	2	1
469	него только	1	1
470	материалом для	1	1
471	в особом	2	1
472	под его	1	1
473	как образ	1	1
474	нами особенности	1	1
475	ней в	1	1
476	хотя и	2	1
477	и понимания	1	1
478	она так	2	1
479	оказывается в	1	1
480	и наконец	1	1
481	бы стать	1	1
482	все значимое	2	1
483	всего как	1	1
484	более или	1	1
485	все возможные	2	1
486	этой идеи	1	1
487	взаимодействия между	1	1
488	представленная в	1	1
489	еще на	1	1
490	та же	1	1
491	ни один	3	1
492	иначе и	1	1
493	к самому	1	1
494	тоже не	2	1
495	в этой	1	1
496	часто даже	1	1
497	не вошли	1	1
498	с их	4	1
499	нами в	4	1
500	сознания с	1	1
501	другом случае	1	1
502	эпохи и	1	1
503	но ведь	3	1
504	вследствие этого	1	1
505	и если	1	1
506	не внешнее	1	1
507	сказать в	1	1
508	большей или	1	1
509	перестает быть	3	1
510	всех этих	1	1
511	не значит	2	1
512	ведь не	1	1
513	и вот	2	1
514	вообще не	1	1
515	их в	7	1
516	нашего времени	1	1
517	и единство	1	1
518	в плане	1	1
519	таких которые	1	1
520	подобно тому	2	1
521	и по	2	1
522	в образе	3	1
523	так например	1	1
524	но всегда	1	1
525	в нее	1	1
526	анализе мы	1	1
527	ни был	1	1
