N	3gram	Tiupa_Anal_1	Psycholo
1	для того чтобы	3	19
2	в том что	9	14
3	с одной стороны	3	12
4	в сущности говоря	1	8
5	в зависимости от	1	6
6	о том что	3	6
7	к тому что	1	6
8	в самом деле	2	5
9	до сих пор	1	5
10	с другой стороны	2	5
11	а с другой	1	4
12	и как бы	1	4
13	не в состоянии	1	3
14	то же самое	2	3
15	сам по себе	1	3
16	вместе с тем	1	3
17	из того что	3	3
18	одно и то	1	3
19	и то же	1	3
20	и т п	3	3
21	друг с другом	1	3
22	в этом отношении	2	3
23	и того же	2	2
24	что иное как	5	2
25	тех пор пока	1	2
26	имеет дело с	1	2
27	состоит в том	3	2
28	и той же	1	2
29	одного и того	2	2
30	в качестве своего	2	2
31	с точки зрения	4	2
32	в отличие от	6	2
33	одной и той	1	2
34	в данном случае	2	2
35	сами по себе	2	2
36	в том чтобы	7	2
37	не только в	1	2
38	том и заключается	1	2
39	в том и	2	2
40	то что мы	1	2
41	не может быть	16	2
42	и в самом	1	2
43	не что иное	4	2
44	той или иной	6	2
45	до тех пор	1	2
46	и таким образом	1	2
47	и в сущности	1	1
48	в том виде	1	1
49	сущности сводится к	1	1
50	оно может быть	1	1
51	мы имеем в	1	1
52	это означает что	2	1
53	по отношению к	5	1
54	более или менее	1	1
55	равно как и	1	1
56	в этом смысле	1	1
57	том что он	2	1
58	того что мы	1	1
59	по отношению ко	1	1
60	том что именно	1	1
61	касается искусства то	1	1
62	том или ином	3	1
63	в основе своей	2	1
64	входят в состав	1	1
65	с этой точки	1	1
66	по крайней мере	1	1
67	как если бы	1	1
68	и не в	4	1
69	то или иное	1	1
70	эстетический объект не	1	1
71	в том случае	1	1
72	которая в противоположность	1	1
73	и в частности	1	1
74	в том или	2	1
75	в литературном произведении	1	1
76	все эти три	1	1
77	в художественном произведении	1	1
78	во внешнем мире	2	1
79	и тот же	1	1
80	смысле этого слова	1	1
81	как будто бы	1	1
82	и при этом	1	1
83	в произведении искусства	3	1
84	не могут быть	2	1
85	имеем дело с	3	1
86	все же не	1	1
87	именно в этом	2	1
88	один и тот	1	1
89	этой точки зрения	1	1
90	того или иного	3	1
91	собственном смысле слова	1	1
92	в сущности сводится	1	1
93	для того и	1	1
94	но никто не	1	1
95	и заключается что	1	1
96	что касается искусства	1	1
97	в свою очередь	1	1
98	означает что в	2	1
99	а не ее	1	1
100	в собственном смысле	1	1
101	в конечном счете	4	1
102	во времени и	3	1
103	в предыдущих главах	1	1
104	он может быть	1	1
105	произведение искусства представляет	1	1
106	в другом я	1	1
107	мы имеем дело	4	1
108	и все же	2	1
109	в полной мере	3	1
110	дело с двумя	2	1
111	таким образом с	1	1
112	при взгляде на	1	1
