N	3gram	Losev_Prob_1	FransuaR
1	в то же	4	6
2	как мы уже	1	5
3	до сих пор	3	4
4	но в то	1	4
5	в связи с	4	4
6	на самом деле	4	3
7	а также и	2	3
8	для того чтобы	8	3
9	и в других	3	2
10	в этом отношении	1	2
11	можно было бы	2	2
12	это вовсе не	2	2
13	как раз в	1	2
14	поэтому и в	1	2
15	не может быть	2	2
16	до наших дней	1	2
17	в этом образе	1	2
18	в данном случае	8	2
19	о том что	5	2
20	той или иной	4	2
21	можно сказать что	3	2
22	как и в	1	2
23	в том же	1	2
24	как мы видели	1	2
25	в виду и	2	1
26	эти элементы в	1	1
27	на том что	2	1
28	что иное как	2	1
29	но как раз	1	1
30	при встрече с	1	1
31	в основе своей	1	1
32	все дело в	1	1
33	дело в том	3	1
34	требует от нас	1	1
35	мы уже сказали	1	1
36	подобно тому как	2	1
37	в настоящее время	3	1
38	но даже и	1	1
39	также и в	1	1
40	здесь прежде всего	1	1
41	свидетельствует о том	2	1
42	о том как	2	1
43	в этом случае	2	1
44	как раз и	7	1
45	с точки зрения	3	1
46	на первый план	1	1
47	и в любой	1	1
48	мы в нем	1	1
49	в таких случаях	2	1
50	для этой цели	1	1
51	бы то ни	1	1
52	понять его именно	1	1
53	но для этого	1	1
54	что в нем	3	1
55	смысле слова мы	1	1
56	он остается в	1	1
57	его именно как	2	1
58	может быть и	3	1
59	в своей статье	1	1
60	вообще во всех	2	1
61	не что иное	2	1
62	да и сама	1	1
63	в том чтобы	1	1
64	и тем же	1	1
65	и в живописи	1	1
66	однако и здесь	2	1
67	все такого рода	1	1
68	дело не с	1	1
69	рождение и смерть	1	1
70	и в этом	2	1
71	как будто бы	1	1
72	то что он	3	1
73	то есть он	1	1
74	во всяком случае	3	1
75	как мы увидим	2	1
76	поры до времени	1	1
77	вовсе не являются	4	1
78	с другой стороны	3	1
79	в его целом	1	1
80	в художественном образе	1	1
81	одним и тем	1	1
82	во всех этих	2	1
83	только то что	4	1
84	есть не что	2	1
85	что может быть	2	1
86	заключается в том	1	1
87	даже и в	1	1
88	связи с этим	1	1
89	к нему и	1	1
90	и в самом	2	1
91	но ведь это	1	1
92	и следовательно в	2	1
93	мы уже указывали	1	1
94	мы встречаемся с	1	1
95	тех или иных	2	1
96	которые начиная с	1	1
97	в том что	5	1
98	в них есть	1	1
99	до поры до	1	1
100	и в другом	1	1
