N	3gram	Tiupa_Anal_1	FransuaR
1	то же время	6	10
2	в то же	8	10
3	до сих пор	1	8
4	в том что	9	6
5	как и в	1	4
6	большей или меньшей	4	3
7	в том числе	3	3
8	в той же	1	3
9	в большей или	1	3
10	или меньшей степени	1	3
11	в связи с	1	3
12	третьей и четвертой	1	3
13	более или менее	1	2
14	с точки зрения	4	2
15	бы то ни	3	2
16	том числе и	1	2
17	в данном случае	2	2
18	но в то	2	2
19	с одной стороны	3	2
20	о том что	3	2
21	с другой стороны	2	2
22	для того чтобы	3	2
23	не может быть	16	2
24	при взгляде на	1	2
25	таит в себе	1	1
26	и не могут	1	1
27	какой бы то	2	1
28	прежде всего в	1	1
29	нового но не	1	1
30	бы ни был	1	1
31	по отношению к	5	1
32	в самом деле	2	1
33	подобно тому как	3	1
34	его позиция в	1	1
35	а не к	1	1
36	вместе с тем	1	1
37	в отличие от	6	1
38	в себе предельную	1	1
39	но и в	2	1
40	на самом же	1	1
41	в этом отношении	2	1
42	целого в этом	1	1
43	том или ином	3	1
44	что даже в	1	1
45	в той или	3	1
46	в этом понимании	1	1
47	в этих исключительных	1	1
48	и в частности	1	1
49	о том как	1	1
50	и тогда когда	1	1
51	и т.д в	1	1
52	то ни было	3	1
53	времени и в	1	1
54	состоит в том	3	1
55	в известном смысле	1	1
56	все без исключения	1	1
57	и при этом	1	1
58	и вместе с	1	1
59	а с другой	1	1
60	себя в своих	1	1
61	не в том	3	1
62	в том или	2	1
63	все же не	1	1
64	бы оно ни	1	1
65	по своей сущности	1	1
66	самом же деле	1	1
67	в свое время	2	1
68	на вопрос о	1	1
69	при этом как	1	1
70	оно ни было	1	1
71	к первой части	1	1
72	и как бы	1	1
73	в этом ряду	2	1
74	и т.п по	1	1
75	никогда не бывает	1	1
76	и в самом	1	1
77	включает в себя	1	1
78	выходит за пределы	1	1
79	отвечая на вопрос	1	1
80	в этом смысле	1	1
81	эпизодах и в	1	1
82	в особенности же	1	1
83	оно и не	1	1
84	друг с другом	1	1
85	в литературе последних	1	1
86	к тому же	4	1
87	то он не	1	1
88	то же самое	2	1
89	в глубине души	1	1
90	той или иной	6	1
