N	3gram	Vygotskiy__3	SlovoVZh
1	по отношению к	2	11
2	не может быть	2	7
3	так как если	1	4
4	как если бы	1	4
5	в том что	17	4
6	тем не менее	5	3
7	бы то ни	1	3
8	этой точки зрения	2	3
9	до сих пор	1	3
10	имеет в виду	1	3
11	то ни было	1	3
12	в какой степени	1	2
13	мы никогда не	2	2
14	с другой стороны	3	2
15	то же самое	1	2
16	с точки зрения	1	2
17	в зависимости от	5	2
18	но тем не	1	2
19	только в процессе	1	2
20	в данном случае	1	2
21	с одной стороны	5	2
22	в так называемой	1	1
23	том что в	1	1
24	и тому же	1	1
25	и в этом	2	1
26	и менее всего	1	1
27	имеем дело с	1	1
28	имеет дело с	2	1
29	все же не	1	1
30	отношение его к	1	1
31	все более и	1	1
32	все эти моменты	1	1
33	то время как	4	1
34	одним и тем	1	1
35	более или менее	1	1
36	друг к другу	1	1
37	во всяком случае	4	1
38	так как в	1	1
39	в этом смысле	2	1
40	того что это	1	1
41	с ним в	1	1
42	не остается места	1	1
43	между тем как	1	1
44	как это делает	1	1
45	же как и	4	1
46	в то время	4	1
47	с помощью которой	2	1
48	остается при этом	1	1
49	что мы имеем	1	1
50	как уже сказано	5	1
51	сам по себе	1	1
52	является то что	4	1
53	сами по себе	3	1
54	то что мы	2	1
55	в свою очередь	2	1
56	речью со всей	1	1
57	о том что	3	1
58	ничего общего с	1	1
59	в этом отношении	3	1
60	тогда когда он	1	1
61	по аналогии с	1	1
62	с самого начала	6	1
63	ни в какой	4	1
64	более и более	1	1
65	можно было бы	5	1
66	речи так как	1	1
67	подобно тому как	1	1
68	как мы уже	2	1
69	включает в себя	2	1
70	прежде всего тем	1	1
71	таким образом не	1	1
72	отнюдь не является	1	1
73	он имеет в	1	1
74	слова и его	1	1
75	в значительной степени	1	1
76	сама по себе	1	1
77	если бы оно	1	1
78	этих моментов в	1	1
79	вопросу о том	1	1
80	так же как	6	1
81	мы таким образом	1	1
82	в виду не	1	1
83	все эти три	1	1
84	как и в	2	1
85	и тем же	1	1
86	вместе с его	1	1
87	одному и тому	1	1
88	мы увидим что	1	1
89	внутренней речью со	1	1
90	к вопросу о	1	1
91	отнюдь не совпадает	1	1
92	в высшей степени	6	1
93	с первого же	1	1
