N	2gram	Vygotskiy__4	VerxiiNi
1	и в	20	26
2	таким образом	25	22
3	с тем	6	18
4	в этом	24	15
5	вместе с	8	15
6	точки зрения	24	13
7	как бы	7	12
8	в том	42	11
9	из этих	2	10
10	не только	15	10
11	и с	4	10
12	может быть	12	10
13	связи с	3	9
14	в области	4	9
15	так как	10	9
16	но и	9	9
17	что в	19	9
18	но не	3	8
19	главным образом	1	8
20	и у	2	8
21	с другой	12	8
22	и не	8	8
23	но в	3	7
24	связанные с	1	7
25	но все	1	7
26	из них	4	7
27	том что	35	7
28	потому что	12	7
29	к нему	2	7
30	с одной	9	7
31	то что	15	7
32	а с	2	7
33	одной стороны	9	7
34	того же	9	6
35	представление о	1	6
36	все же	5	6
37	все эти	5	6
38	в себе	10	6
39	всяком случае	3	6
40	с точки	11	6
41	в отношении	10	6
42	к тому	6	6
43	так и	5	6
44	и т.д	2	6
45	о том	5	6
46	в конце	1	6
47	что и	9	6
48	и потому	1	6
49	все это	1	6
50	мы должны	11	6
51	во всяком	4	6
52	сих пор	1	5
53	и к	5	5
54	тому же	6	5
55	в силу	6	5
56	не имеет	2	5
57	того чтобы	7	5
58	никогда не	5	5
59	с другом	7	5
60	для того	5	5
61	образом в	1	5
62	в его	11	5
63	до сих	1	5
64	а не	7	5
65	друг с	7	5
66	и для	4	5
67	так же	11	5
68	одной из	3	5
69	том числе	2	5
70	то же	16	4
71	в течение	1	4
72	целый ряд	5	4
73	в самом	6	4
74	в этой	3	4
75	и по	1	4
76	что все	3	4
77	с другими	1	4
78	должен был	1	4
79	он не	1	4
80	далеко не	2	4
81	и тогда	2	4
82	в которых	1	4
83	в то	1	4
84	в нем	2	4
85	а в	2	4
86	числе и	2	4
87	что оно	4	4
88	и что	8	4
89	и только	4	4
90	только в	10	4
91	на этот	3	4
92	не может	6	4
93	из которых	1	4
94	в так	1	4
95	в смысле	4	4
96	и от	3	4
97	в этих	3	4
98	что он	6	4
99	в виде	3	4
100	же как	6	3
101	из всех	1	3
102	если в	1	3
103	в своем	4	3
104	когда он	3	3
105	и как	9	3
106	в которой	3	3
107	что это	2	3
108	и те	4	3
109	при этом	12	3
110	подойти к	1	3
111	и при	4	3
112	тем не	1	3
113	если бы	5	3
114	не менее	3	3
115	как о	1	3
116	представляет собой	3	3
117	в других	1	3
118	но по	1	3
119	с самого	1	3
120	ясно что	2	3
121	можно сказать	1	3
122	того что	10	3
123	в качестве	21	3
124	так что	3	3
125	уже не	1	3
126	что эти	2	3
127	для него	2	3
128	в одном	1	3
129	случае не	2	3
130	и даже	1	3
131	в связи	3	3
132	с этой	4	3
133	и таким	1	3
134	в результате	8	3
135	у них	1	3
136	конце концов	1	3
137	отношению к	1	3
138	и другие	9	3
139	к этому	4	3
140	в таком	2	3
141	точно так	3	3
142	одним из	2	2
143	связана с	2	2
144	и это	2	2
145	и больше	1	2
146	его не	1	2
147	мы имеем	2	2
148	такое положение	1	2
149	так чтобы	1	2
150	принято называть	1	2
151	еще не	2	2
152	и на	6	2
153	бы то	1	2
154	во всех	1	2
155	друг на	5	2
156	оно является	1	2
157	отличаются от	1	2
158	относится к	1	2
159	общего с	1	2
160	что именно	1	2
161	на то	5	2
162	не как	1	2
163	из него	2	2
164	состоит в	4	2
165	его можно	1	2
166	заключает в	1	2
167	то ни	1	2
168	те же	6	2
169	к другу	1	2
170	на все	3	2
171	с целью	1	2
172	к которым	2	2
173	на друга	5	2
174	не всегда	1	2
175	мы видели	6	2
176	нужно чтобы	1	2
177	но если	1	2
178	и сейчас	1	2
179	признать что	1	2
180	взгляд на	1	2
181	которые в	4	2
182	не в	4	2
183	того момента	1	2
184	вплоть до	1	2
185	самого начала	1	2
186	этими двумя	2	2
187	тогда когда	8	2
188	только не	5	2
189	в разных	1	2
190	больше чем	1	2
191	в самой	1	2
192	в русском	1	2
193	и является	3	2
194	и после	1	2
195	так например	1	2
196	этом отношении	7	2
197	ему в	1	2
198	и здесь	2	2
199	не могут	3	2
200	те и	9	2
201	и другой	3	2
202	отличается от	2	2
203	утверждать что	1	2
204	ничего общего	3	2
205	и сами	2	2
206	приводит к	3	2
207	по тому	1	2
208	по сравнению	4	2
209	для этого	1	2
210	в виду	3	2
211	к одной	3	2
212	с того	1	2
213	а также	2	2
214	между тем	9	2
215	быть даже	1	2
216	вслед за	2	2
217	по своей	6	2
218	один из	3	2
219	тот же	9	2
220	положение в	1	2
221	и действительно	1	2
222	этот факт	1	2
223	между этими	2	2
224	со всеми	3	2
225	конечно не	1	2
226	уже в	6	2
227	в начале	2	2
228	одно из	1	2
229	и люди	1	2
230	мы можем	5	2
231	этой задачи	1	2
232	но вместе	2	2
233	именно в	3	2
234	по своим	1	2
235	к которому	3	2
236	прежде всего	2	2
237	выступает в	5	2
238	связано с	1	2
239	всех других	1	2
240	если не	2	2
241	виде в	2	2
242	по своему	4	2
243	сравнению с	3	2
244	по существу	3	2
245	на пути	1	2
246	благодаря этому	1	2
247	что мы	7	2
248	же самое	7	2
249	или по	1	2
250	тем и	1	2
251	том виде	2	2
252	о котором	1	2
253	в другое	1	2
254	из себя	1	2
255	только что	4	2
256	ни было	1	2
257	в свою	2	2
258	в процессе	27	2
259	сказать что	6	2
260	одновременно и	1	2
261	из этого	1	2
262	ли они	1	2
263	тенденции к	1	2
264	этой точки	4	2
265	как эти	1	1
266	как известно	3	1
267	речь идет	5	1
268	в сфере	1	1
269	в этот	1	1
270	рассматривается как	1	1
271	смысле слова	1	1
272	самом деле	7	1
273	он может	1	1
274	сила и	1	1
275	что дает	1	1
