N	3gram	Bakhtin_fo_1	Hudozhes
1	о том что	1	9
2	и т п	8	8
3	то же время	9	8
4	по отношению к	3	8
5	в то же	6	8
6	в том что	2	6
7	в самом деле	1	4
8	с точки зрения	2	3
9	в этом отношении	3	3
10	но в то	1	3
11	в связи с	5	3
12	та или иная	1	3
13	и в самом	1	3
14	как и в	2	3
15	том что в	1	2
16	к себе самому	4	2
17	по своей природе	1	2
18	мы уже знаем	1	2
19	до сих пор	3	2
20	как раз в	4	2
21	не только в	2	2
22	в значительной степени	1	2
23	связи с этим	2	2
24	не может быть	3	2
25	к тому времени	1	1
26	самому и к	1	1
27	на том что	1	1
28	одних и тех	2	1
29	в чем не	2	1
30	например в античной	1	1
31	лишь то что	1	1
32	прежде всего на	1	1
33	прежде всего в	1	1
34	а не о	1	1
35	т п все	1	1
36	здесь прежде всего	1	1
37	раз в том	1	1
38	та же что	1	1
39	одной стороны и	2	1
40	же как и	2	1
41	потому что не	1	1
42	может быть только	3	1
43	и в этом	1	1
44	для себя и	1	1
45	и в то	5	1
46	с самого начала	2	1
47	до известной степени	1	1
48	сами по себе	1	1
49	в себе и	1	1
50	в отличие от	2	1
51	себе самому и	1	1
52	всю его жизнь	1	1
53	почти ничего не	1	1
54	и тех же	2	1
55	в это время	1	1
56	и к другому	1	1
57	в первый раз	1	1
58	в высшей степени	1	1
59	и за рубежом	1	1
60	в себя и	1	1
61	а также и	2	1
62	так и в	1	1
63	своей собственной жизни	2	1
64	своей жизни в	1	1
65	о своей жизни	1	1
66	в этот момент	1	1
67	в нем не	3	1
68	мы уже говорили	3	1
69	во всяком случае	1	1
70	он не знает	1	1
71	не только на	1	1
72	в античной трагедии	1	1
73	в стороне от	1	1
74	в данном случае	1	1
75	между этими двумя	3	1
76	ни в чем	2	1
77	внешних и внутренних	1	1
78	узком смысле слова	1	1
79	в свою очередь	1	1
80	с тем что	1	1
81	никогда не бывает	1	1
82	времени и пространстве	1	1
83	во времени и	1	1
84	но в этом	1	1
85	но все же	2	1
86	жизни в то	1	1
87	ни единого слова	1	1
88	человека в пространстве	1	1
89	в частности с	1	1
90	только в литературе	1	1
91	и чужой жизни	1	1
92	с одной стороны	2	1
93	так и по	1	1
94	друг с другом	1	1
95	героя и героини	5	1
96	наше внимание на	1	1
97	в своей жизни	1	1
