N	3gram	Tiupa_Anal_3	Myshleni
1	в том что	7	17
2	заключается в том	1	7
3	для того чтобы	1	7
4	в отличие от	2	6
5	в зависимости от	1	5
6	с одной стороны	2	5
7	тот факт что	1	5
8	в связи с	1	5
9	тем не менее	2	5
10	что и в	1	5
11	и того же	3	4
12	мы не станем	1	4
13	во всяком случае	2	4
14	одного и того	3	4
15	о том что	5	3
16	в этом отношении	3	3
17	что мы знаем	1	3
18	а с другой	1	3
19	с другой стороны	5	3
20	и той же	2	2
21	по отношению к	7	2
22	в этом смысле	1	2
23	в известном смысле	1	2
24	все что мы	1	2
25	мы знаем о	1	2
26	не может быть	1	2
27	того или иного	1	2
28	так и в	1	2
29	в свою очередь	4	2
30	само по себе	1	2
31	той или иной	3	2
32	в готовом виде	1	2
33	одной и той	2	2
34	как и в	4	2
35	по своей природе	1	1
36	том что при	1	1
37	что иное как	1	1
38	к неразрешимым противоречиям	1	1
39	подобно тому как	2	1
40	так или иначе	1	1
41	в этом случае	1	1
42	с точки зрения	2	1
43	в дальнейшем мы	1	1
44	до сих пор	1	1
45	тот или иной	2	1
46	с тем же	1	1
47	хотя бы и	1	1
48	принимает на себя	1	1
49	сам по себе	1	1
50	имеем дело не	2	1
51	между тем как	1	1
52	одной стороны с	1	1
53	с этого момента	1	1
54	обратить внимание на	1	1
55	со всеми остальными	1	1
56	в предыдущей части	1	1
57	таким же образом	1	1
58	как если бы	1	1
59	ту или иную	1	1
60	что было бы	1	1
61	отнюдь не является	1	1
62	в применении к	1	1
63	этих моментов в	1	1
64	в самом начале	1	1
65	не что иное	1	1
66	в данном случае	3	1
67	в том чтобы	1	1
68	и т.д в	1	1
69	не только в	1	1
70	не сводится к	1	1
71	в один ряд	1	1
72	мы будем иметь	1	1
73	в значительной степени	2	1
74	в результате чего	1	1
75	совпадают с теми	1	1
76	не могут быть	1	1
77	которые могли бы	1	1
78	который мог бы	1	1
79	имеем дело с	1	1
80	дальнейшем мы будем	1	1
81	всяком случае не	1	1
82	наличие или отсутствие	1	1
83	что в отличие	1	1
84	с теми же	1	1
85	есть не что	1	1
86	и как бы	1	1
87	между собой и	1	1
88	по себе а	1	1
89	в этом же	1	1
90	с другой с	1	1
91	человека и его	1	1
92	в связь с	1	1
93	как и сам	1	1
94	друг от друга	1	1
95	здесь мы имеем	1	1
96	и в восприятии	1	1
97	сама по себе	2	1
98	то что они	1	1
99	здесь как и	1	1
