N	2gram	Voloshinov_1	KFilosof
1	может быть	26	43
2	в его	6	39
3	в нем	10	31
4	не может	24	27
5	в бытии	3	26
6	и не	26	26
7	по отношению	3	25
8	и в	19	22
9	в себе	2	21
10	в котором	3	21
11	отношению к	2	21
12	не есть	3	19
13	и его	19	17
14	в ее	7	17
15	а не	7	17
16	только в	9	16
17	в этом	16	13
18	точки зрения	34	13
19	и это	3	12
20	но не	1	12
21	ни в	2	12
22	для него	9	12
23	все эти	7	11
24	в своей	3	11
25	не в	5	11
26	к нему	1	11
27	во всех	7	10
28	в едином	1	10
29	в своем	2	10
30	это не	1	10
31	с точки	20	10
32	все это	3	10
33	и есть	3	9
34	в целом	1	9
35	его целом	1	9
36	но и	8	9
37	как бы	15	9
38	и для	11	9
39	и все	5	9
40	лишь в	9	8
41	было бы	4	8
42	едином и	1	8
43	если бы	2	8
44	со стороны	1	8
45	не было	3	8
46	жизни и	2	8
47	то что	8	7
48	должен быть	1	7
49	на основе	1	7
50	и здесь	6	7
51	что и	2	7
52	конечно не	5	7
53	в единстве	2	7
54	вовсе не	5	7
55	быть только	1	7
56	момент в	3	6
57	менее всего	2	6
58	отношение к	1	6
59	отнюдь не	6	6
60	он не	3	6
61	не значит	1	6
62	этот момент	2	6
63	и только	2	6
64	и действительно	3	6
65	совершенно не	3	6
66	уже не	1	6
67	и их	2	6
68	в смысле	6	6
69	в том	6	6
70	от своей	1	5
71	жизни как	1	5
72	но как	1	5
73	все же	8	5
74	но в	7	5
75	не только	8	5
76	но ведь	1	5
77	то же	7	5
78	но все	3	5
79	его в	3	5
80	как и	12	5
81	должно быть	2	5
82	что я	1	5
83	от его	1	5
84	не имеет	3	5
85	никогда не	2	5
86	бытия как	1	5
87	отвлечение от	2	5
88	именно в	5	5
89	бытия в	7	5
90	его как	1	5
91	есть лишь	2	5
92	там где	2	5
93	в контексте	8	5
94	ее и	1	5
95	в основе	2	5
96	хотя бы	5	5
97	жизни в	4	5
98	в моем	1	5
99	не знает	2	5
100	быть в	2	4
101	в чем	2	4
102	при этом	8	4
103	не как	2	4
104	здесь мы	4	4
105	бы быть	1	4
106	входит в	5	4
107	места в	3	4
108	место в	3	4
109	тем самым	1	4
110	не по	1	4
111	о нем	1	4
112	в каком	3	4
113	с ними	1	4
114	и т.д	2	4
115	времени и	1	4
116	мира и	2	4
117	познания и	1	4
118	места и	1	4
119	между тем	3	4
120	во всей	1	4
121	нисколько не	1	4
122	ни было	10	4
123	в одном	1	4
124	том что	3	4
125	отношению ко	1	4
126	а в	4	4
127	что в	4	4
128	в своих	2	4
129	самом деле	10	3
130	на самом	3	3
131	должна быть	2	3
132	для которого	1	3
133	и этот	2	3
134	мы не	6	3
135	что это	1	3
136	в ней	4	3
137	может дать	1	3
138	еще не	4	3
139	и на	4	3
140	но конечно	1	3
141	а следовательно	1	3
142	себе и	2	3
143	нет и	4	3
144	положение не	1	3
145	в акте	1	3
146	независимо от	2	3
147	данный момент	2	3
148	бытия только	1	3
149	ее целом	3	3
150	бы и	2	3
151	всех этих	1	3
152	для того	4	3
153	и совершенно	1	3
154	в корне	3	3
155	из него	2	3
156	в каждом	7	3
157	могла бы	2	3
158	в другом	2	3
159	этом смысле	2	3
160	нет в	1	3
161	рядом с	5	3
162	не менее	4	3
163	тогда когда	1	3
164	в единство	4	3
165	на язык	3	3
166	ничего не	6	3
167	ибо все	1	3
168	могут быть	2	3
169	здесь не	1	3
170	культуры и	2	3
171	ясно что	5	3
172	здесь нет	1	3
173	поступка не	1	3
174	с человеком	1	3
175	в виду	2	3
176	о том	2	3
177	homo sapiens	1	3
178	того что	3	3
179	быть и	3	3
180	и тем	1	3
181	не дает	3	3
182	тем что	2	3
183	от того	4	3
184	в данный	2	3
185	что не	2	3
186	и пр	12	3
187	до конца	5	3
188	поскольку он	1	3
189	сознания и	3	3
190	а все	1	3
191	от него	2	3
192	лишь как	1	3
193	и ни	1	3
194	не должен	1	3
195	только с	1	3
196	в свою	2	3
