N	3gram	Propp_Russ_2	Myshleni
1	для того чтобы	6	18
2	в этом случае	6	14
3	в том что	18	13
4	так же как	4	7
5	в данном случае	6	5
6	с одной стороны	2	5
7	вместе с тем	4	4
8	не может быть	3	4
9	о том что	4	4
10	на то что	1	4
11	состоит в том	13	3
12	в этом отношении	1	3
13	мы не можем	2	3
14	смысле этого слова	1	3
15	тем не менее	2	3
16	в такой же	1	3
17	той и другой	1	3
18	можно сказать что	1	3
19	по этому поводу	2	3
20	как и в	1	3
21	как мы видели	1	3
22	том что в	1	2
23	потому что он	1	2
24	в отличие от	3	2
25	из того что	1	2
26	то время как	1	2
27	же как и	2	2
28	в то время	2	2
29	том что они	1	2
30	в этом и	2	2
31	нужно было бы	1	2
32	в свою очередь	1	2
33	к выводу что	1	2
34	таким образом в	1	2
35	приводит нас к	2	2
36	к этому же	1	1
37	этом и состоит	1	1
38	что иное как	2	1
39	показывает что в	1	1
40	так как в	1	1
41	подобно тому как	3	1
42	так что в	1	1
43	как это имеет	1	1
44	в том же	1	1
45	самом же деле	2	1
46	том что это	3	1
47	мы не имеем	1	1
48	как мы увидим	1	1
49	в первую очередь	1	1
50	по аналогии с	1	1
51	можно было бы	1	1
52	все же в	1	1
53	как мы уже	1	1
54	и для них	1	1
55	может быть не	1	1
56	этим объясняется и	1	1
57	у нас на	1	1
58	на некоторое время	1	1
59	и в этом	1	1
60	пришел к выводу	1	1
61	во всех этих	1	1
62	до некоторой степени	1	1
63	потому что в	1	1
64	с другой стороны	1	1
65	но вместе с	2	1
66	представляет как бы	1	1
67	во всяком случае	1	1
68	во всей их	1	1
69	и таким образом	1	1
70	одно из первых	1	1
71	на самом же	2	1
72	о происхождении и	1	1
73	это имеет место	1	1
74	и то и	1	1
75	это и есть	1	1
76	после того как	2	1
77	но он одновременно	1	1
78	не что иное	2	1
79	в новой и	1	1
80	только тогда когда	3	1
81	то что по	1	1
