N	2gram	Berdyaev_N_1	KulturaY
1	потому что	4	25
2	и в	16	23
3	не только	5	20
4	в том	8	19
5	в этом	7	18
6	и не	11	16
7	было бы	1	15
8	так как	1	15
9	может быть	7	15
10	ни к	2	15
11	все эти	2	12
12	у нас	1	12
13	в самом	1	12
14	но в	2	11
15	том что	2	11
16	того чтобы	2	11
17	в области	1	11
18	по себе	1	10
19	в русском	2	10
20	а не	17	10
21	что в	9	10
22	вопрос о	3	9
23	в сущности	1	9
24	хотя бы	2	9
25	то что	4	9
26	можно было	2	9
27	для того	1	9
28	не может	16	9
29	только потому	1	8
30	не в	6	8
31	и что	2	8
32	уже не	2	8
33	прежде всего	4	8
34	с другой	3	8
35	и пр	3	8
36	в силу	1	7
37	и с	2	7
38	не менее	4	7
39	но и	3	7
40	другой стороны	2	7
41	и на	2	6
42	но не	2	6
43	в этой	1	6
44	это не	4	6
45	вопроса о	1	6
46	слова в	1	6
47	что не	1	6
48	что мы	1	6
49	я не	2	5
50	зависимости от	1	5
51	еще не	3	5
52	должна быть	3	5
53	по существу	2	5
54	что все	2	5
55	лишь в	6	5
56	не могут	1	5
57	приводит к	1	5
58	в его	1	5
59	что он	1	5
60	только в	1	5
61	должен быть	5	5
62	всяком случае	1	5
63	вместе с	2	5
64	как это	2	5
65	все это	5	5
66	этом смысле	2	5
67	во всяком	1	5
68	в зависимости	1	4
69	говорить о	1	4
70	хотя и	2	4
71	в нем	5	4
72	так и	2	4
73	но все	1	4
74	должно быть	4	4
75	своего рода	1	4
76	в то	2	4
77	не имеет	4	4
78	к тому	3	4
79	но также	1	4
80	от того	1	4
81	могут быть	2	4
82	можно сказать	1	4
83	ни в	6	4
84	в конце	1	4
85	в них	4	4
86	в каком	1	4
87	не было	4	4
88	сказать что	3	4
89	так же	2	4
90	того же	1	3
91	это и	2	3
92	как не	8	3
93	как в	3	3
94	с этим	2	3
95	в статье	1	3
96	он не	8	3
97	что она	2	3
98	этого не	1	3
99	что такое	3	3
100	и его	1	3
101	политика в	1	3
102	в виду	1	3
103	в ней	5	3
104	а в	2	3
105	на это	1	3
106	для этого	2	3
107	вот почему	2	3
108	а также	1	3
109	знает что	1	3
110	вопросу о	1	3
111	есть в	2	3
112	уже в	1	3
113	у него	2	3
114	тем что	1	3
115	но для	2	3
116	к вопросу	1	3
117	но это	6	3
118	не знает	6	3
119	к этой	1	3
120	и это	2	3
121	смысле слова	3	2
122	также что	1	2
123	же как	2	2
124	и потому	4	2
125	и есть	10	2
126	не хочет	1	2
127	по преимуществу	1	2
128	и до	1	2
129	есть вместе	1	2
130	бы сказать	1	2
131	думаю что	1	2
132	я пытаюсь	1	2
133	отличие от	1	2
134	наше время	4	2
135	в своем	1	2
136	что само	1	2
137	от этого	1	2
138	и у	1	2
139	что ничего	1	2
140	быть только	1	2
141	это конечно	1	2
142	в одну	2	2
143	том случае	1	2
144	с тем	3	2
145	как и	7	2
146	не всегда	1	2
147	и еще	1	2
148	и сейчас	1	2
149	в своей	3	2
150	в отличие	1	2
151	и более	1	2
152	не должно	1	2
153	только для	1	2
154	в атмосфере	1	2
155	она не	3	2
156	революции и	3	2
157	под этим	1	2
158	в наше	3	2
159	должны быть	1	2
160	понять что	1	2
161	всего что	1	2
162	оно не	1	2
163	не хочу	1	2
164	характер и	1	2
165	роль в	2	2
166	вопрос этот	1	2
167	мы в	1	2
168	говорим о	1	2
169	партии и	1	2
170	к нему	1	2
171	нуждается в	1	2
172	их не	1	2
173	с одной	2	2
174	же и	1	2
175	конечно не	3	2
176	а это	1	2
177	большинстве случаев	1	2
178	никогда не	6	2
179	и даже	2	2
180	выходит за	1	2
181	ли это	2	2
182	превращается в	1	2
183	а на	1	2
184	не на	1	2
185	он и	1	2
186	но оно	1	2
187	мы говорим	2	2
188	в той	1	2
189	как будто	2	2
190	быть не	1	2
191	и для	4	2
192	и от	2	2
193	чтобы понять	1	2
194	и все	4	2
195	мы должны	1	2
196	будто бы	1	2
197	все они	2	2
198	в свою	1	2
199	но можно	1	2
200	случае если	1	2
201	в такой	1	1
202	становится в	1	1
203	он может	1	1
204	было то	1	1
205	не политический	1	1
206	он требует	1	1
207	в котором	1	1
208	ведь и	2	1
209	на западе	1	1
210	но те	1	1
211	жизни для	1	1
212	мы не	2	1
213	большую роль	4	1
214	время как	2	1
215	жизни это	1	1
216	с большим	1	1
217	способ выражения	1	1
218	на них	1	1
219	с его	6	1
220	вполне возможно	1	1
221	россии и	1	1
222	есть своя	1	1
223	есть по	1	1
224	себе и	1	1
225	нет и	2	1
226	для борьбы	1	1
227	лицом к	3	1
228	если есть	1	1
229	помнить что	2	1
230	это представляется	2	1
231	говорит что	1	1
232	от вопроса	1	1
233	и к	5	1
234	в каком-то	1	1
235	в которой	1	1
236	из этих	1	1
237	ни одна	2	1
238	в известном	1	1
239	в себе	2	1
240	но он	1	1
241	эпохи и	4	1
242	в употреблении	2	1
243	но ведь	1	1
244	он свои	1	1
245	не могла	2	1
246	может уже	2	1
247	дальше и	1	1
248	самая постановка	1	1
249	она становится	1	1
250	какой-либо смысл	1	1
251	и революции	2	1
252	не значит	3	1
253	к одному	1	1
254	свою энергию	1	1
255	том чтобы	2	1
256	вообще не	1	1
257	то никогда	1	1
258	смысле как	1	1
259	принято считать	1	1
260	не будет	7	1
261	газетных статьях	1	1
262	из всех	1	1
263	а по	1	1
264	и русский	1	1
265	который и	1	1
266	девять десятых	1	1
267	и творчества	2	1
268	нет в	1	1
269	в последние	1	1
270	одному из	1	1
271	перестает быть	4	1
272	и было	2	1
273	такой же	2	1
274	но я	2	1
275	но до	1	1
276	бы к	1	1
277	что вся	1	1
278	место в	2	1
279	общества мы	1	1
280	значение для	1	1
281	что какой-либо	1	1
282	творчества и	1	1
283	быть может	4	1
284	их в	1	1
285	том и	2	1
286	что этот	1	1
287	и вся	1	1
288	xviii века	2	1
289	одна из	2	1
290	и когда	1	1
291	до сих	1	1
292	революция не	1	1
293	в старых	1	1
294	они являются	1	1
295	оно есть	1	1
296	явление в	1	1
297	во всем	1	1
298	опыт русской	1	1
299	сельскому хозяйству	1	1
300	выход из	1	1
301	когда мы	2	1
302	значительной степени	1	1
303	в наши	3	1
304	не есть	3	1
305	все еще	1	1
306	наши дни	3	1
307	смысле в	1	1
308	это время	1	1
309	с ее	5	1
310	в ее	3	1
311	то время	1	1
312	глубже то	1	1
313	слова а	1	1
314	природе своей	1	1
315	нужно будет	1	1
316	учит нас	1	1
317	не с	1	1
318	и которые	1	1
319	по природе	1	1
320	во многом	1	1
321	к тем	1	1
322	в эпоху	9	1
323	споров о	1	1
324	то они	1	1
325	это я	1	1
326	о том	4	1
327	все ее	1	1
328	теперь и	1	1
329	в чем	1	1
330	в значительной	1	1
331	о природе	1	1
332	на протяжении	2	1
333	переходит в	1	1
334	я думаю	1	1
335	но нет	1	1
336	лишь к	1	1
337	мы уже	1	1
338	может иметь	1	1
339	значит что	4	1
340	как например	1	1
341	известном смысле	1	1
