N	3gram	Vygotskiy__7	RusskieA
1	в том что	13	18
2	состоит в том	3	13
3	для того чтобы	18	6
4	в этом случае	14	6
5	в данном случае	5	6
6	о том что	4	4
7	так же как	7	4
8	вместе с тем	4	4
9	подобно тому как	1	3
10	только тогда когда	1	3
11	в отличие от	2	3
12	том что это	1	3
13	не может быть	4	3
14	в этом и	2	2
15	мы не можем	3	2
16	с одной стороны	5	2
17	приводит нас к	2	2
18	по этому поводу	3	2
19	но вместе с	1	2
20	не что иное	1	2
21	на самом же	1	2
22	что иное как	1	2
23	же как и	2	2
24	самом же деле	1	2
25	после того как	1	2
26	тем не менее	3	2
27	в то время	2	2
28	так что в	1	1
29	это и есть	1	1
30	в том же	1	1
31	до некоторой степени	1	1
32	как это имеет	1	1
33	том что в	2	1
34	к этому же	1	1
35	пришел к выводу	1	1
36	на некоторое время	1	1
37	из того что	2	1
38	и в этом	1	1
39	в первую очередь	1	1
40	мы не имеем	1	1
41	к выводу что	2	1
42	одно из первых	1	1
43	потому что в	1	1
44	на то что	4	1
45	показывает что в	1	1
46	той и другой	3	1
47	но он одновременно	1	1
48	это имеет место	1	1
49	как и в	3	1
50	все же в	1	1
51	в новой и	1	1
52	можно было бы	1	1
53	и то и	1	1
54	то что по	1	1
55	таким образом в	2	1
56	нужно было бы	2	1
57	представляет как бы	1	1
58	и для них	1	1
59	в этом отношении	3	1
60	можно сказать что	3	1
61	смысле этого слова	3	1
62	том что они	2	1
63	как мы видели	3	1
64	по аналогии с	1	1
65	то время как	2	1
66	этом и состоит	1	1
67	так как в	1	1
68	как мы увидим	1	1
69	этим объясняется и	1	1
70	во всей их	1	1
71	в такой же	3	1
72	может быть не	1	1
73	у нас на	1	1
74	во всех этих	1	1
75	во всяком случае	1	1
76	в свою очередь	2	1
77	как мы уже	1	1
78	потому что он	2	1
79	и таким образом	1	1
80	с другой стороны	1	1
81	о происхождении и	1	1
