N	2gram	Propp_Morf_1	Psycholo
1	то что	8	37
2	и в	13	30
3	в том	6	27
4	что в	8	24
5	и что	2	23
6	потому что	3	23
7	том что	4	21
8	того чтобы	3	20
9	таким образом	21	20
10	для того	2	20
11	как бы	3	19
12	на то	2	17
13	что он	4	17
14	не только	4	16
15	если мы	5	16
16	в этом	14	14
17	как раз	1	13
18	так же	3	13
19	показать что	4	12
20	в сущности	3	12
21	с одной	1	12
22	одной стороны	1	12
23	может быть	52	11
24	если бы	2	11
25	что мы	2	11
26	как на	1	11
27	о том	2	10
28	и то	1	9
29	увидим что	1	9
30	и когда	1	9
31	так как	16	9
32	с другой	8	9
33	не может	14	9
34	сказать что	2	9
35	мы увидим	8	9
36	самом деле	4	8
37	мы имеем	9	8
38	что это	1	8
39	он должен	2	8
40	при этом	1	8
41	с тем	2	8
42	не в	3	8
43	к тому	4	8
44	тому что	4	8
45	того что	3	8
46	мы видим	13	8
47	а не	11	8
48	могут быть	16	8
49	и т	41	7
50	то же	7	7
51	но не	4	7
52	все же	7	7
53	и как	5	7
54	точки зрения	2	7
55	в основе	1	7
56	совершенно ясно	1	7
57	мы можем	2	7
58	действующих лиц	11	7
59	как это	3	7
60	мы уже	1	6
61	говорит что	1	6
62	что она	2	6
63	на этом	3	6
64	ясно что	5	6
65	как и	3	6
66	что с	1	6
67	и его	1	6
68	как будто	2	6
69	когда мы	1	6
70	в совершенно	1	6
71	или в	4	6
72	и здесь	5	6
73	о котором	1	6
74	и тем	2	6
75	тем что	4	6
76	но и	4	6
77	и не	12	6
78	и для	2	6
79	совершенно не	1	6
80	и есть	2	5
81	еще не	3	5
82	ответ на	1	5
83	что они	2	5
84	что именно	1	5
85	в себе	1	5
86	в целом	3	5
87	в этой	2	5
88	материала и	1	5
89	было бы	3	5
90	во внимание	1	5
91	несмотря на	4	5
92	сих пор	1	5
93	же самое	1	5
94	как мы	6	5
95	но в	2	5
96	один из	5	5
97	дело с	1	5
98	только в	2	5
99	до сих	1	5
100	а с	2	5
101	совершенно очевидно	1	5
102	другой стороны	4	5
103	то это	3	4
104	в виду	1	4
105	друг к	2	4
106	могли бы	1	4
107	и к	4	4
108	мы говорили	1	4
109	в основу	2	4
110	к другу	2	4
111	в них	1	4
112	с такой	1	4
113	в своей	1	4
114	что эта	2	4
115	из которых	3	4
116	у нас	2	4
117	мысль о	1	4
118	действия и	1	4
119	и совершенно	1	4
120	в его	1	4
121	на одном	1	4
122	в него	1	4
123	только что	2	4
124	этот вопрос	2	4
125	не можем	1	4
126	только на	1	4
127	от того	3	4
128	прежде всего	9	4
129	там где	5	4
130	уже давно	1	4
131	в частности	2	4
132	о чем	1	4
133	в результате	7	4
134	показать как	1	4
135	от него	1	4
136	и все	1	4
137	а в	7	4
138	не есть	1	4
139	по его	1	3
140	мы не	8	3
141	и на	1	3
142	мы нашли	1	3
143	как в	3	3
144	и наконец	1	3
145	в которой	3	3
146	из этих	1	3
147	на его	4	3
148	он не	3	3
149	состоит в	2	3
150	в силу	1	3
151	так например	3	3
152	одно и	1	3
153	можно было	2	3
154	в другом	2	3
155	об этом	4	3
156	это не	6	3
157	т д	39	3
158	ни в	1	3
159	повод для	1	3
160	в этих	13	3
161	где мы	1	3
162	вопрос о	7	3
163	но он	1	3
164	вовсе не	4	3
165	есть нечто	3	3
166	с теми	4	3
167	самого начала	1	3
168	и отсюда	1	3
169	одна из	4	3
170	иметь в	1	3
171	этом отношении	1	3
172	в каком	2	3
173	с другом	1	3
174	не могут	4	3
175	образом что	1	3
176	что при	2	3
177	данном случае	1	3
178	и говорит	1	3
179	с самого	1	3
180	так и	6	3
181	остановимся на	1	3
182	образом мы	5	3
183	что и	7	3
184	видим что	10	3
185	что здесь	1	3
186	чем это	2	3
187	так что	1	3
188	с двумя	2	3
189	для него	1	3
190	в состоянии	1	3
191	у него	1	3
192	уже совершенно	1	3
193	из двух	2	3
194	со стороны	3	3
195	эти две	1	3
196	на этот	1	3
197	в данном	1	3
198	в той	1	3
199	думается что	1	3
200	друг с	1	3
201	героя в	4	3
202	не существует	3	3
203	для нас	2	3
204	целый ряд	3	3
205	мы должны	3	3
206	хотя бы	4	3
207	обстоит дело	1	3
208	и другие	6	3
209	к этому	3	3
210	в таком	1	3
211	ли мы	1	2
212	ту же	2	2
213	это и	2	2
214	из самых	1	2
215	и до	1	2
216	она все	1	2
217	что эти	2	2
218	должна быть	1	2
219	это совершенно	1	2
220	время как	3	2
221	но она	1	2
222	с но	1	2
223	собой в	2	2
224	он был	1	2
225	между собой	4	2
226	с его	2	2
227	во всех	4	2
228	предположить что	1	2
229	на самом	4	2
230	совсем не	3	2
231	по отношению	4	2
232	отличие от	1	2
233	в одной	1	2
234	с этим	11	2
235	перед нами	10	2
236	следующим образом	3	2
237	все эти	2	2
238	в нашем	3	2
239	вопроса о	1	2
240	в нашей	1	2
241	образом и	1	2
242	и вот	1	2
243	что от	1	2
244	в нее	1	2
245	но все	3	2
246	котором говорит	1	2
247	в каждом	1	2
248	как они	1	2
249	а затем	4	2
250	же не	1	2
251	и с	1	2
252	образом если	1	2
253	с героем	1	2
254	из них	3	2
255	только о	1	2
256	о которых	1	2
257	или наоборот	1	2
258	чем в	1	2
259	должно быть	1	2
260	на первый	3	2
261	бы на	1	2
262	и при	1	2
263	как все	1	2
264	это делает	1	2
265	с точки	2	2
266	все события	1	2
267	в которых	2	2
268	в то	3	2
269	дело в	1	2
270	того как	2	2
271	во всем	1	2
272	является то	1	2
273	говоря что	1	2
274	если же	5	2
275	приводит к	2	2
276	не с	2	2
277	мог бы	1	2
278	еще в	1	2
279	когда в	1	2
280	и даже	1	2
281	ничего не	4	2
282	находится в	1	2
283	и герой	1	2
284	но мы	3	2
285	или на	3	2
286	можно сказать	2	2
287	тем мы	1	2
288	но во	1	2
289	в форме	6	2
290	которые он	1	2
291	тех пор	1	2
292	как например	2	2
293	быть и	2	2
294	что даже	1	2
295	вплотную к	1	2
296	реакция и	1	2
297	два типа	1	2
298	в качестве	5	2
299	бы по	1	2
300	связи с	10	2
301	мы получим	1	2
302	каким образом	1	2
303	не дает	1	2
304	мы находим	1	2
305	в одном	1	2
306	должны будем	2	2
307	героя а	4	2
308	это по	1	2
309	герой и	3	2
310	нет в	1	2
311	представляют собой	11	2
312	это будет	1	2
313	себя и	2	2
314	этот закон	1	2
315	на которых	1	2
316	в рассказе	1	2
317	или с	3	2
318	то здесь	3	2
319	с помощью	1	2
320	мы перейдем	1	2
321	это значит	1	2
322	в течение	1	2
323	эту мысль	1	2
324	по существу	12	2
325	к следующему	1	2
326	с этой	1	2
327	этом случае	8	2
328	и таким	2	2
329	что касается	1	2
330	не является	3	2
331	форма является	1	2
332	и ни	1	2
333	же в	2	2
334	есть то	1	2
335	между ними	1	2
336	не знает	1	2
337	из этого	1	2
338	смысле слова	4	1
339	только он	1	1
340	одним из	1	1
341	например в	2	1
342	имеет характер	1	1
343	смысл который	1	1
344	связана с	3	1
345	он может	2	1
346	который можно	1	1
347	от самого	1	1
348	игру на	1	1
349	из его	2	1
350	короля и	1	1
351	и за	2	1
352	чего в	1	1
353	предметом его	1	1
354	но никто	1	1
355	положения в	1	1
356	случае это	1	1
357	что многие	1	1
358	может встречаться	1	1
359	исчезает с	1	1
360	наблюдение что	1	1
361	но такое	2	1
362	и такой	1	1
363	для наших	1	1
364	действующего лица	1	1
365	начала в	1	1
366	отступление от	1	1
367	может совершаться	1	1
368	с большим	1	1
369	следовательно в	1	1
370	большей частью	4	1
371	как фактор	1	1
372	с письмом	1	1
373	которые однако	1	1
374	в чем	1	1
375	видим таким	1	1
376	как таковая	2	1
377	основано на	1	1
378	то мы	4	1
379	этой школы	4	1
380	мы будем	3	1
381	но как	2	1
382	было указано	1	1
383	не все	6	1
384	если в	5	1
385	вступают в	3	1
386	отношение к	1	1
387	отдельности может	1	1
388	может произойти	1	1
389	он вызывает	1	1
390	важны для	1	1
391	или иное	1	1
392	каждый в	1	1
393	наших целей	1	1
394	которые не	1	1
395	развития которые	1	1
396	себя за	2	1
397	не приводят	1	1
398	данный момент	1	1
399	дает нам	1	1
400	совершенно другой	1	1
401	и нет	1	1
402	становится особенно	1	1
403	еще и	1	1
404	и где	1	1
405	приводят к	1	1
406	куда он	1	1
407	хотя и	3	1
408	и сюжета	1	1
409	царства и	1	1
410	последовательность событий	3	1
411	имеет в	1	1
412	более или	2	1
413	этой цели	1	1
414	можно сделать	2	1
415	существа и	1	1
416	отнесены к	1	1
417	к собиранию	1	1
418	не соответствуют	1	1
419	хотя эта	1	1
420	та же	2	1
421	он идет	1	1
422	представляет собой	17	1
423	точное разграничение	1	1
424	или во	1	1
425	что так	1	1
426	учение о	3	1
427	ни одна	4	1
428	хотя эти	1	1
429	нами в	2	1
430	и тот	1	1
431	имеем в	6	1
432	во многих	1	1
433	ним гонятся	1	1
434	их действия	1	1
435	иногда же	2	1
436	больше всего	1	1
437	быть поняты	1	1
438	главным образом	4	1
439	придется остановиться	1	1
440	к герою	3	1
441	собственном смысле	3	1
442	обращает в	1	1
443	нашли что	1	1
444	средства которые	1	1
445	соответствуют тому	1	1
446	вообще всякое	1	1
447	по своему	2	1
448	с собой	3	1
449	и наоборот	4	1
450	могла бы	4	1
451	и может	1	1
452	они должны	1	1
453	том случае	1	1
454	того или	1	1
455	что например	1	1
456	указанием на	1	1
457	следует отличать	1	1
458	о характере	2	1
459	это положение	2	1
460	ни одной	1	1
461	далеко не	5	1
462	и вне	3	1
463	оно имеет	1	1
464	видим как	1	1
465	за ним	1	1
466	части но	1	1
467	как таковой	2	1
468	в один	3	1
469	меняется и	1	1
470	вопроса об	1	1
471	или менее	2	1
472	которую он	1	1
473	что такое	3	1
474	благодаря этому	3	1
475	супруга и	1	1
476	о герое	3	1
477	именно и	1	1
478	то для	1	1
479	она в	2	1
480	пример в	1	1
481	другой вопрос	2	1
482	установить что	1	1
483	самого героя	1	1
484	оказывается что	1	1
485	него герой	1	1
486	не менее	5	1
487	но эта	1	1
488	точку зрения	1	1
489	где герой	1	1
490	которые в	1	1
491	в россии	2	1
492	их в	1	1
493	бы быть	1	1
494	даже в	1	1
495	есть всегда	1	1
496	не любит	1	1
497	заставляет его	2	1
498	совершенно различные	1	1
499	сам он	3	1
500	героем и	1	1
501	вплоть до	1	1
502	но они	1	1
503	до известной	1	1
504	она не	2	1
505	означает что	2	1
506	на котором	3	1
507	на него	3	1
508	в русской	1	1
509	в самых	2	1
510	из такой	1	1
511	поступки героев	1	1
512	это еще	1	1
513	вытекает из	1	1
514	не имеет	2	1
515	это мы	1	1
516	тут и	1	1
517	больше чем	1	1
518	под этим	1	1
519	это сделать	1	1
520	к ней	1	1
521	вместо того	1	1
522	здесь же	3	1
523	которые часто	1	1
524	в области	1	1
525	основного принципа	1	1
526	имеем здесь	1	1
527	если только	1	1
528	перед ним	1	1
529	к таким	1	1
530	один раз	1	1
531	в других	3	1
532	элемент в	1	1
533	должны быть	1	1
534	русском языке	1	1
535	этого и	1	1
536	они даны	2	1
537	следовательно эта	1	1
538	бы составить	2	1
539	в особую	1	1
540	поставить вопрос	2	1
541	по воздуху	2	1
542	состоят в	1	1
543	обычно в	1	1
544	оно может	3	1
545	не делает	1	1
546	в деревне	1	1
547	с ее	1	1
548	как не	1	1
549	в некоторых	3	1
550	здесь не	2	1
551	рассматривать как	1	1
552	без всякого	2	1
553	там оно	1	1
554	в собственном	3	1
555	как по	1	1
556	и этим	5	1
557	она может	1	1
558	на той	2	1
559	то время	3	1
560	анализ и	1	1
561	с если	1	1
562	если они	2	1
563	то как	2	1
564	здесь нет	1	1
565	и каждый	1	1
566	вопрос но	1	1
567	представляют собою	1	1
568	в последней	1	1
569	составные части	7	1
570	простейший пример	1	1
571	сама она	1	1
572	героя нужно	1	1
573	которые также	1	1
574	ними и	1	1
575	но к	1	1
576	говорить не	1	1
577	указано что	1	1
578	что существуют	1	1
579	после того	1	1
580	и просто	1	1
581	там же	1	1
582	для каждой	2	1
583	к нему	3	1
584	том или	1	1
585	между тем	5	1
586	два случая	1	1
587	элементов как	1	1
588	вслед за	5	1
589	если за	2	1
590	на нескольких	1	1
591	первых же	1	1
592	является результатом	2	1
593	и создает	1	1
594	другой и	1	1
595	не зная	1	1
596	не так	1	1
597	но так	1	1
598	на которой	1	1
599	о его	1	1
600	схеме и	1	1
601	в новой	1	1
602	чрезвычайно мало	1	1
603	этого материала	1	1
604	одной из	1	1
605	которым он	1	1
606	давно и	1	1
607	однако в	2	1
608	в какой	3	1
609	пор не	1	1
610	то в	3	1
611	и действительно	1	1
612	верно и	1	1
