N	3gram	Bakhtin_Pr_1	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	6	5
4	на протяжении всего	1	5
5	не только в	2	5
6	но и в	2	4
7	до сих пор	1	4
8	не может быть	11	4
9	существенное отношение к	1	3
10	в этом отношении	2	3
11	в известной мере	1	3
12	и во всех	2	3
13	но в то	1	3
14	с одной стороны	3	3
15	в его целом	5	3
16	в свое время	1	3
17	с другой стороны	4	3
18	как мы уже	1	3
19	о мире и	1	3
20	зрения на мир	1	2
21	можно сказать что	2	2
22	не дает нам	1	2
23	в значительной степени	1	2
24	его связь с	1	2
25	и в то	2	2
26	по сравнению с	1	2
27	ни в одну	1	2
28	но несмотря на	1	2
29	прежде всего от	1	2
30	подобно тому как	1	2
31	точка зрения на	1	1
32	мире и человеке	1	1
33	в изобразительных искусствах	2	1
34	только таким путем	1	1
35	в художественном творчестве	9	1
36	культуры и в	1	1
37	то есть не	1	1
38	как и для	2	1
39	дело в том	1	1
40	же мы должны	1	1
41	не проникает в	1	1
42	по отношению к	19	1
43	в этом последнем	1	1
44	здесь же мы	1	1
45	в настоящее время	1	1
46	также и в	1	1
47	всех его моментах	1	1
48	но и во	1	1
49	протяжении всего романа	1	1
50	в том же	2	1
51	то есть к	1	1
52	одной стороны и	1	1
53	рядом с ним	1	1
54	и не может	2	1
55	до известной степени	1	1
56	то есть вне	1	1
57	ни в коем	2	1
58	большинстве случаев не	2	1
59	не входит в	4	1
60	всех этих явлений	1	1
61	на самом же	1	1
62	таким образом в	1	1
63	за пределы этого	1	1
64	то что в	1	1
65	в этом существенное	2	1
66	начало и конец	2	1
67	которой ничто не	1	1
68	этом существенное отличие	2	1
69	в коем случае	2	1
70	направлен не на	1	1
71	никакому сомнению что	1	1
72	далеко не всегда	3	1
73	в художественном произведении	4	1
74	видит в них	1	1
75	таким образом и	1	1
76	она никогда не	1	1
77	и не вполне	1	1
78	так и в	2	1
79	то есть чисто	2	1
80	отношения к миру	1	1
81	однако отметить что	1	1
82	в строгом смысле	2	1
83	не могут быть	2	1
84	только в его	1	1
85	всех своих моментах	2	1
86	в связи со	1	1
87	самое существенное отношение	1	1
88	именно в том	1	1
89	то есть только	1	1
90	того или иного	2	1
91	во всех своих	2	1
92	в тех же	1	1
93	на самом деле	3	1
94	нам важно лишь	1	1
95	мы можем сказать	2	1
96	можем сказать что	1	1
97	выходит за пределы	1	1
98	она перестает быть	1	1
99	и прежде всего	5	1
100	самом же деле	1	1
101	во всем в	1	1
102	и как мы	1	1
103	на то что	1	1
104	в большинстве случаев	5	1
105	это как бы	1	1
106	его моментах как	1	1
107	они могут быть	1	1
108	и в изобразительных	1	1
109	для того чтобы	2	1
110	во всех его	4	1
111	в том что	3	1
112	в своем стремлении	1	1
113	как и в	1	1
114	не является исключением	1	1
115	то есть в	1	1
116	не нуждается в	1	1
117	в нашу задачу	1	1
